row ID,row m/z,row retention time,row ion mobility,row ion mobility unit,row CCS,correlation group ID,annotation network number,best ion,auto MS2 verify,identified by n=,partners,neutral M mass,20240710_CVOL_mapp_01_82_blk.mzML Peak height,20240710_CVOL_mapp_01_82_006.mzML Peak height,20240710_CVOL_mapp_01_82_010.mzML Peak height,20240710_CVOL_mapp_01_82_008.mzML Peak height,20240710_CVOL_mapp_01_82_005.mzML Peak height,20240710_CVOL_mapp_01_82_015.mzML Peak height,20240710_CVOL_mapp_01_82_007.mzML Peak height,20240710_CVOL_mapp_01_82_014.mzML Peak height,20240710_CVOL_mapp_01_82_011.mzML Peak height,20240710_CVOL_mapp_01_82_003.mzML Peak height,20240710_CVOL_mapp_01_82_009.mzML Peak height,20240710_CVOL_mapp_01_82_013.mzML Peak height,20240710_CVOL_mapp_01_82_001.mzML Peak height,20240710_CVOL_mapp_01_82_002.mzML Peak height,20240710_CVOL_mapp_01_82_004.mzML Peak height,20240710_CVOL_mapp_01_82_012.mzML Peak height,20240710_CVOL_mapp_01_82_qc_pre_00.mzML Peak height,20240710_CVOL_mapp_01_82_qc_01.mzML Peak height,20240710_CVOL_mapp_01_82_qc_pre_02.mzML Peak height,20240710_CVOL_mapp_01_82_qc_04.mzML Peak height,20240710_CVOL_mapp_01_82_qc_03.mzML Peak height,20240710_CVOL_mapp_01_82_qc_02.mzML Peak height,20240710_CVOL_mapp_01_82_qc_pre_01.mzML Peak height,
199,399.1450283814186,1.0600905,,,,,,,,,,,0,0,0,0,0,0,0,103293.22,156768.33,227312.66,0,120861.15,183566.77,247608.78,147741.44,192812.12,308052.2,255303.44,273357.5,215402.12,244911.28,226785.81,235929.27,
200,137.0459191247018,1.075961,,,,,,,,,,,0,164286.06,86775.18,209070.83,172807.02,348132.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
201,175.11914006845052,1.1035658,,,,,,,,,,,0,0,0,0,0,0,0,3932322.0,0,0,0,5769480.5,0,0,0,0,0,1.2010802E7,0,0,0,0,0,
202,176.12251437562807,1.1075898,,,,,,,,,,,0,0,0,0,0,0,0,0,269984.44,526887.3,203332.56,0,0,0,299297.9,365619.75,0,751649.3,810993.6,675937.94,677883.56,697561.5,786179.9,
203,133.0974523749534,1.1246299,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,54680.16,0,0,0,0,0,0,0,0,0,109408.94,110505.97,
204,176.11592702295,1.1259751,,,,,,,,,,,0,0,0,0,0,0,0,0,0,92971.016,0,67842.336,0,110896.63,52306.598,64138.562,138807.61,136392.72,140799.02,116469.72,129153.09,124174.375,129540.15,
205,129.10257701651972,1.1266627,,,,,,,,,,,0,0,0,0,0,0,0,79246.27,0,0,69543.26,0,0,206635.06,0,0,0,0,250365.34,0,0,236166.34,245848.14,
206,147.1032739846072,1.1291498,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53257.684,50695.793,
207,185.06887316635834,1.1428881,,,,,,,,,,,0,0,0,0,0,0,0,161622.75,167443.12,311941.56,141136.36,242741.48,209155.12,396595.06,203760.27,230193.47,452378.28,433865.22,438951.1,424762.53,409856.78,442430.75,447916.94,
208,147.12247110606512,1.1471033,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54036.74,
209,169.0949149245544,1.1479175,,,,,,,,,,,0,0,0,0,0,0,0,188246.36,249980.81,385410.4,234037.3,233863.25,273130.9,420283.94,312693.2,273479.72,443568.12,437863.22,434810.22,420861.72,427565.9,436343.5,423307.53,
210,130.08653841222872,1.1683711,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1680355.0,0,0,0,0,0,0,0,0,
211,197.0325215373364,1.1732556,,,,,,,,,,,0,0,0,0,0,0,0,242884.72,125389.99,109806.875,160856.9,229684.48,148465.47,112501.945,187124.6,78351.71,169777.78,161164.95,155726.16,150673.75,157061.81,172801.44,154336.06,
212,174.89618010914617,1.1744468,,,,,,,,,,,0,0,0,0,0,0,0,84238.24,54997.8,135570.98,0,113760.516,0,136497.53,82854.57,119304.76,158761.98,148131.86,145399.55,138149.8,140671.8,0,0,
213,146.16533938950727,1.1896614,,,,,,,,,,,0,0,0,0,119908.65,99589.85,0,111386.04,176109.67,326336.72,168105.31,141568.75,169164.02,399080.06,193927.88,246230.95,584698.7,610430.25,640715.94,482482.47,490285.47,523601.75,624488.4,
214,213.07504816135128,1.1937661,,,,,,,,,,,0,0,0,0,0,70080.445,0,382061.78,314224.75,311289.78,385518.03,442612.28,365396.88,323147.22,487359.12,239558.3,280838.03,292659.0,278064.7,307744.25,289992.9,379346.78,336654.53,
215,195.97746760899142,1.1953357,,,,,,,,,,,0,0,0,0,0,0,0,159431.02,101059.28,173181.75,118954.734,213448.47,165103.31,178300.12,194668.06,138786.11,159671.06,172893.23,164780.0,176016.48,156797.55,177527.12,169147.69,
216,147.07660584526323,1.2266511,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,248378.3,0,485844.72,0,401563.78,0,0,0,0,0,0,0,0,
217,148.06052269093658,1.2423615,,,,,,,,,,,0,0,0,0,0,0,0,0,1107794.1,0,961036.4,0,0,0,0,0,0,0,0,0,0,0,0,
218,130.0501709559912,1.2616912,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,711075.8,0,0,0,0,0,0,0,0,
219,174.89618664562107,1.2975371,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137950.28,142066.5,
220,162.07621133436385,1.3207283,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156550.81,0,0,0,0,0,0,245042.42,0,
221,348.0705499081375,1.3237456,,,,,,,,,,,0,0,0,0,0,0,0,161162.08,166961.56,0,139352.42,218107.61,0,301428.03,175498.34,0,0,336110.84,0,301298.78,318994.47,330548.66,360239.5,
222,308.09130440761095,1.3683308,,,,,,,,,,,0,0,0,0,0,0,0,326208.53,294975.9,430929.03,240828.95,432450.34,410549.56,631400.2,341532.75,371035.56,585381.6,635213.9,648885.44,569894.4,607455.56,610424.3,635950.25,
223,268.1037481529698,1.3733622,,,,,,,,,,,0,0,0,0,0,0,57414.96,114959.945,179689.9,183772.67,149968.78,130280.37,180769.44,132077.23,238445.05,0,187831.69,205926.44,200745.08,197033.72,191325.97,189627.19,200236.88,
224,189.12352464717242,1.381932,,,,,,,,,,,0,59538.98,0,65280.75,64104.543,177736.36,63942.09,0,196929.36,398726.62,174622.75,416118.34,0,671858.75,292770.66,403463.3,0,0,564474.06,516681.22,0,532407.7,608267.75,
225,189.05251175581392,1.4468753,,,,,,,,,,,0,0,0,0,0,0,0,65378.055,0,91464.74,0,91733.37,63737.88,116713.62,0,121428.88,616737.2,569650.5,616398.44,449987.1,466487.34,547764.4,661505.1,
226,151.09662829247415,1.4543666,,,,,,,,,,,115775.68,0,74569.89,60190.152,70757.43,100265.79,61326.934,75998.01,0,89569.875,50265.34,79552.516,66002.11,97209.27,0,124107.336,513572.88,489221.06,495026.28,402408.16,418054.4,424917.7,523062.78,
227,209.12862865873583,1.483293,,,,,,,,,,,0,141921.17,207726.16,185362.66,152749.75,270256.78,180367.27,329763.3,370772.44,642827.3,391835.78,422142.22,481064.62,785978.7,362429.78,934427.94,675289.6,651707.7,671286.1,564956.0,604677.75,608478.44,740842.2,
228,189.12351098209479,1.49394,,,,,,,,,,,0,62683.516,0,64829.63,80996.5,258309.69,69031.63,394845.78,0,418556.4,0,615891.5,404947.88,805918.4,0,392901.16,622751.1,583233.44,624667.56,0,533871.44,551743.3,651208.3,
229,120.08111236018931,1.5049064,,,,,,,,,,,0,174570.12,124142.85,233175.98,177064.2,481356.34,204540.73,532573.2,247930.23,672592.25,221355.48,687088.44,472258.2,787883.06,351065.75,687339.5,740130.7,701272.06,752974.56,611267.6,698504.2,718211.56,813432.0,
230,166.08644054973098,1.505634,,,,,,,,,,,0,1469000.6,1039629.94,2004029.6,1531847.2,4395934.5,1653735.9,5066520.5,2250085.8,6281601.5,2010987.6,6492194.5,4522931.0,7932185.5,3351450.8,6613493.5,7762815.5,7150653.0,7905592.0,6016999.5,6480509.5,7045627.0,8501473.0,
231,229.15484257534453,1.5146881,,,,,,,,,,,0,53497.715,0,0,59830.824,142397.08,59878.363,179378.55,102199.41,274932.9,100447.086,266445.34,221368.62,483348.1,133118.61,361251.56,389419.03,323083.62,383591.94,277044.47,275293.06,311898.75,393140.84,
232,228.06342280266693,1.5978888,,,,,,,,,,,0,0,0,0,0,63058.734,0,244873.44,114700.445,370432.5,90755.016,378253.47,246565.78,614609.9,164263.16,345288.6,894122.2,741500.44,803365.56,509704.0,521081.6,611706.56,857649.94,
233,212.08944417805594,1.6012747,,,,,,,,,,,0,0,0,53592.273,0,108347.0,0,136957.3,67411.63,160394.3,64095.637,167502.98,129900.69,245537.9,92656.67,161482.39,302429.88,257255.86,280804.25,188381.14,194089.97,215194.14,300889.22,
234,144.10208007220047,1.6040746,,,,,,,,,,,0,95295.46,0,126072.12,106071.516,254520.89,114984.22,280113.7,124651.04,322893.88,120968.5,329647.66,237910.03,379038.25,165412.92,301769.56,393072.6,379101.12,383092.2,327136.47,339609.1,350537.44,396410.8,
235,190.1075043692767,1.6041797,,,,,,,,,,,0,651470.06,335435.7,914859.2,722822.75,1932397.1,826270.9,2070233.4,913579.3,2400793.0,899835.6,2451920.0,1681351.9,2877764.5,1216573.8,2254284.0,3079190.2,2774746.5,2892020.0,2469220.0,2504646.5,2543361.5,3061520.8,
236,235.16539374415805,1.6042376,,,,,,,,,,,0,0,70648.47,189868.94,126832.734,392600.84,172605.27,365536.2,176811.25,362167.2,151879.95,367814.28,257912.92,311262.8,229199.05,343830.3,258907.08,274853.25,269192.34,353993.9,349085.22,311964.4,264526.22,
237,229.15483959828984,1.6674097,,,,,,,,,,,0,84565.664,0,87619.664,103240.945,322375.5,104879.17,462544.25,184920.72,481399.6,162194.6,669198.9,430485.0,777244.0,268271.03,498529.06,692164.0,692512.2,674939.7,538501.2,0,584840.75,687302.5,
238,223.10781232417605,1.7038394,,,,,,,,,,,0,0,0,0,0,119024.125,0,194118.84,74361.22,190842.75,70411.02,296997.22,198754.38,378858.03,107928.89,203434.05,212139.48,216144.44,225605.25,196401.06,208560.2,212788.77,228199.47,
239,384.1150670122848,1.7774711,,,,,,,,,,,0,85992.06,0,129226.266,74007.266,159149.14,110203.12,268979.4,152043.27,477799.56,135370.83,305512.34,329130.75,488291.6,244308.44,353693.5,563665.9,538430.56,519361.47,439007.72,438240.94,572011.2,658420.1,
240,229.15487274976698,1.7933244,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,546116.25,0,0,
241,354.0789330860647,1.8087826,,,,,,,,,,,0,0,0,0,0,102850.734,0,118386.1,127767.66,350697.84,109261.0,238597.19,156977.67,597792.94,127638.38,469235.28,260570.25,258072.69,272065.12,209480.58,213356.0,238167.36,293692.62,
242,233.0787429592542,1.8295645,,,,,,,,,,,0,0,0,0,0,0,0,130852.83,87860.77,0,0,221468.7,127053.6,341531.66,134135.95,364286.88,1507346.8,1404445.8,1411814.4,1118497.8,1130633.8,1273055.8,1529357.2,
243,196.1261294862374,1.8300323,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1207269.6,0,1054623.1,1092494.4,0,1212000.4,
244,212.14964288448047,1.8313203,,,,,,,,,,,129198.94,0,0,0,0,67104.36,0,84231.77,68118.35,0,71598.97,0,0,0,0,0,668435.0,638260.4,634248.1,532180.94,519928.2,532560.1,651152.94,
245,217.10497950845408,1.8323833,,,,,,,,,,,0,0,97872.02,109736.47,63483.734,150221.53,96788.26,192450.97,165592.88,195477.03,157820.83,240959.27,177464.62,334979.97,190797.11,437201.94,1318003.8,1359488.6,1381683.5,1125422.1,1158027.9,1283550.5,1485021.5,
246,195.12280933549766,1.833548,,,,,,,,,,,2452673.2,462616.25,989912.2,1219337.5,686236.6,1664325.1,1097602.6,2011191.1,1663263.5,2033486.4,1607441.4,2337740.0,1636763.4,3000078.5,1839649.6,4240543.0,1.3009477E7,1.3523327E7,1.3077411E7,1.1952976E7,1.2046175E7,1.2148061E7,1.3659872E7,
247,240.18061897929937,1.833548,,,,,,,,,,,509944.0,111131.64,372909.03,460162.1,197179.67,660128.4,410254.66,702857.7,578577.75,645511.6,410284.66,718435.7,431013.38,633827.4,674198.8,1215574.1,1831156.4,2160572.8,2031050.9,3926705.5,3437181.5,3042448.8,1985274.2,
248,146.11767908881782,1.838279,,,,,,,,,,,0,51089.28,0,0,54848.36,173760.8,118095.945,233592.39,134424.48,217093.45,125849.984,225066.8,220914.52,223566.38,175125.44,193468.23,240274.36,237008.27,198919.31,224062.28,222547.36,203397.19,224087.52,
249,217.1060217215871,1.8402869,,,,,,,,,,,259715.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
250,258.0741254375477,1.8552842,,,,,,,,,,,0,0,0,0,0,0,0,165233.78,219683.28,296443.1,175987.98,238922.02,232803.97,379932.25,197633.81,439682.72,447728.56,446406.1,478802.72,315992.25,315700.4,374213.47,459640.78,
251,242.10003051969443,1.8572327,,,,,,,,,,,0,0,50586.754,52948.703,0,108539.8,75742.57,204368.33,317641.44,310063.16,262294.44,243684.9,283677.62,368094.8,212459.08,492366.7,409110.6,443361.1,441337.8,316434.72,321820.22,365362.75,449611.97,
252,220.11810306966993,1.8589668,,,,,,,,,,,0,440477.16,732978.8,705711.2,514512.06,1546944.1,1076495.9,2347923.5,3049935.5,3228473.8,2784646.5,2522980.0,2700026.8,3250852.2,2288671.2,4675913.5,3078051.2,3482822.5,3574062.8,3074942.2,3066305.2,3407989.0,3593768.5,
253,155.15434454725647,1.8792962,,,,,,,,,,,311631.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590021.4,0,0,0,0,0,0,0,
254,298.09684203381386,1.884042,,,,,,,,,,,0,79784.07,151948.7,132677.16,98331.54,203126.5,204874.11,311332.9,730367.3,789843.75,641109.75,369126.2,705543.4,921174.25,573604.3,631355.56,1388754.9,1194426.5,1311242.5,1154265.4,1174806.5,1205025.8,1398449.1,
255,188.07073873776042,1.8948429,,,,,,,,,,,0,199435.64,190641.22,307124.06,244266.69,745689.94,345304.5,1158935.6,673694.1,1235494.2,527637.4,1309503.8,1051086.8,1273574.0,833014.8,1236078.8,1238859.0,1259137.8,1293794.1,1237837.6,1252542.4,1314104.2,1465064.8,
256,205.0973309064422,1.8948429,,,,,,,,,,,0,319990.53,311656.1,463913.03,376958.47,1115387.9,537829.4,1769658.9,1024605.4,1896674.8,844107.25,2042152.9,1607993.8,1941838.9,1285726.1,1939235.8,2027225.0,1989534.5,2141122.5,1893582.9,1926538.8,2035848.9,2337107.5,
257,262.1188425484793,1.98923,,,,,,,,,,,0,0,0,0,0,87406.43,0,172445.45,88680.45,142927.2,65294.86,247263.17,169783.55,248370.3,91952.81,158685.83,172408.98,176781.8,188360.94,159517.95,165184.53,178346.33,179698.19,
258,130.15922974190227,2.007713,,,,,,,,,,,97762.95,54380.84,75572.55,89033.984,65365.965,99623.805,171060.33,190437.61,137133.2,129445.72,146515.27,112848.5,212965.95,169307.73,185111.81,135178.28,223156.67,243695.3,217897.72,213852.23,215911.7,217377.25,235155.88,
259,261.1311278400605,2.1020153,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,94378.04,0,0,133706.56,0,192538.94,197298.84,214584.64,0,217214.66,0,
260,256.17557209347615,2.105808,,,,,,,,,,,519499.97,119359.55,251267.16,301024.25,195990.83,273368.97,195305.56,386919.16,346366.88,315175.25,552291.4,526762.8,613085.0,669235.44,490744.16,962640.1,52337.04,1273961.5,1347857.6,1535984.9,1280643.6,1392756.6,1221535.1,
261,284.20681867476816,2.1094725,,,,,,,,,,,196251.34,56820.816,201072.22,272115.38,111215.07,257616.53,164763.42,292761.97,282238.1,251591.11,290137.0,360918.38,354620.38,346067.88,423142.6,587883.56,391100.25,482172.1,485766.34,1203028.2,904060.56,801274.94,389474.25,
262,239.1490579623933,2.1098678,,,,,,,,,,,1355509.5,328205.12,735559.06,905026.8,534232.8,795159.4,584077.25,1091385.1,1051468.0,910907.0,1544942.8,1491043.4,1679288.9,1871145.4,1487800.1,2681596.2,0,3468704.0,3534598.2,4498486.0,3749261.2,3916894.2,3299473.5,
263,261.1447469033434,2.1942844,,,,,,,,,,,0,0,0,0,0,68360.27,0,117426.45,104274.9,232769.81,92779.23,168038.16,172100.53,368643.8,122613.28,290955.44,254745.19,269173.7,277846.1,202635.97,252526.28,244278.31,286340.5,
264,359.10362079270783,2.3066554,,,,,,,,,,,0,0,0,0,0,0,0,58060.035,73300.31,179383.56,51174.453,74815.1,112131.26,202953.38,86617.836,242710.3,139448.45,161466.6,165645.11,145138.97,157643.1,157975.39,179074.11,
265,283.1750892720222,2.3334868,,,,,,,,,,,136694.67,88725.92,182916.69,190334.7,134303.92,139907.58,102771.45,132770.33,155465.12,99146.31,197653.61,233608.78,462579.38,285340.12,247789.14,492550.25,384172.97,384007.0,363010.12,490958.7,443754.3,377107.16,397203.97,
266,300.20176808026554,2.3334868,,,,,,,,,,,385511.1,243738.84,460978.75,487259.88,356630.4,346013.16,269410.56,334607.62,389172.16,246120.81,520119.12,616881.44,1201168.0,768983.44,624325.75,1282470.2,1070555.6,1010708.94,955909.75,1215181.8,1139097.0,972417.75,1093273.8,
267,209.1384062716911,2.36022,,,,,,,,,,,0,0,0,0,0,0,0,95798.27,88817.336,80388.8,71788.96,0,0,135790.7,81346.875,133542.5,730133.1,628441.25,799742.75,727809.56,721527.7,744416.94,849814.56,
268,226.16495289551023,2.360539,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196170.88,170880.62,202975.48,174641.3,174657.42,189686.92,221132.97,
269,202.1802597612692,2.4312758,,,,,,,,,,,0,0,0,0,0,0,0,0,0,57470.242,0,53017.51,0,0,0,0,379520.16,395714.25,405088.78,388407.7,374332.53,419742.2,421306.4,
270,344.22802322741006,2.522442,,,,,,,,,,,372319.9,344053.78,488290.75,378968.38,405263.44,328945.75,335895.25,379131.03,320026.97,321061.03,394144.0,412837.8,730839.6,559825.25,410421.88,485072.16,441382.53,461447.53,454506.75,489088.97,466178.2,465431.38,493071.78,
271,270.1909937976545,2.605603,,,,,,,,,,,0,0,0,0,0,0,0,58709.758,0,0,73170.55,0,0,77083.78,71667.61,88626.305,213191.45,225187.89,218972.0,194326.77,234274.52,243570.36,237236.38,
272,193.1435876881601,2.6376374,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52964.297,253977.78,53266.812,53273.445,50201.562,55324.094,60522.566,
273,388.2541758846039,2.6875873,,,,,,,,,,,341835.97,280162.97,344901.66,235392.11,326748.78,253105.83,291903.4,338540.7,285899.7,274317.4,311398.0,302613.06,342419.3,388643.78,344420.84,323841.8,341262.4,311384.88,342536.62,286117.16,316240.12,297723.66,311866.56,
274,193.143580380059,2.6984754,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226998.23,0,0,0,0,
275,227.08483976432592,2.7482634,,,,,,,,,,,0,0,0,0,0,62668.387,65478.277,138122.03,240406.08,134099.78,254402.48,117527.22,156923.38,127931.92,165910.47,193684.34,163688.05,184167.77,0,204645.28,210020.27,0,170337.62,
276,290.15323425143737,2.748996,,,,,,,,,,,0,0,0,0,0,89676.15,98015.0,193472.64,394563.47,196630.2,400588.75,166768.19,230914.64,170140.06,265564.88,275970.66,211456.81,242215.97,209802.14,329660.72,314894.72,249171.88,212465.56,
277,267.0774577991081,2.7490802,,,,,,,,,,,0,0,54308.938,0,0,85843.95,94209.234,210983.94,433682.28,202971.77,479402.0,193666.47,288540.16,250295.38,260628.77,332310.16,362971.66,425329.28,376433.84,368555.84,412663.66,368678.06,409896.25,
278,245.09560046183427,2.74958,,,,,,,,,,,0,262189.38,783855.6,496269.47,358849.62,1330220.1,1413127.1,2903931.5,5126677.5,2848986.8,5562481.5,2523692.0,3473805.5,2891579.5,3605676.8,4074259.5,3592338.5,4069804.2,3550805.8,4326441.5,4352399.5,3789859.5,3720338.8,
279,193.1435869952899,2.758818,,,,,,,,,,,0,0,0,0,0,0,0,63493.684,50168.867,62788.562,50416.07,57308.63,62491.223,55808.12,0,52763.434,417979.44,418789.47,448761.28,396965.38,331493.94,409615.2,453059.56,
280,238.2013191952008,2.7589884,,,,,,,,,,,0,0,0,0,0,0,0,75113.97,0,72252.84,0,58265.336,54561.113,0,60520.133,0,247150.47,277607.38,282842.62,454371.16,355431.62,394198.28,277998.28,
281,215.1255453698051,2.7597485,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262921.97,253967.19,286928.22,191903.3,191597.53,246708.88,288459.53,
282,432.2805317304184,2.8316464,,,,,,,,,,,243616.8,193287.31,230648.45,181791.75,230274.38,198959.16,219994.75,248676.77,189999.52,205015.1,186924.31,209084.95,224073.84,317245.78,228054.75,195302.17,237952.31,218706.95,196407.19,223885.61,229042.53,247356.94,221001.8,
283,401.1142558566464,2.838758,,,,,,,,,,,0,0,0,0,0,80029.24,0,125841.05,170633.22,383406.3,129694.42,195728.9,246042.03,457998.12,203458.2,414434.0,287468.84,343156.62,304905.2,264447.25,280641.75,325565.8,311593.53,
284,191.08493171479103,2.8598714,,,,,,,,,,,0,0,69830.93,100015.6,76551.414,267659.3,220124.67,397069.97,484767.72,442536.94,369303.97,488613.56,472172.22,436776.2,488783.62,399183.12,460939.66,512085.5,554169.0,571656.06,569501.25,518135.94,463572.25,
285,321.1478843402959,2.8603036,,,,,,,,,,,0,0,80323.47,105126.945,83971.09,284636.44,242543.7,425015.22,528150.94,454305.53,393671.2,492952.9,484238.88,431950.2,488349.94,403816.38,469165.75,503126.78,537389.75,586283.75,544749.0,519873.47,476142.9,
286,343.12985862474636,2.8603036,,,,,,,,,,,0,0,74225.6,79300.79,80426.58,197188.97,185609.75,306070.72,379885.9,262669.38,331350.2,338931.3,362032.5,304425.8,318368.97,297506.97,403786.66,444606.78,448770.3,347572.25,373099.6,369302.78,387222.8,
287,201.15984703653513,2.912907,,,,,,,,,,,179227.45,0,56964.23,77324.68,51310.008,135257.89,190972.33,253754.1,314022.1,316845.16,361413.44,257565.05,347592.53,281895.88,385021.44,268549.66,360282.53,361148.38,385457.12,374486.03,343664.16,360346.1,371786.75,
288,304.1543856534454,2.9279153,,,,,,,,,,,345660.06,107093.82,536804.06,119819.59,269615.38,94050.3,110634.22,0,0,0,0,0,0,0,0,180299.77,0,0,0,74397.555,63898.723,0,0,
289,476.3068076547916,2.9598567,,,,,,,,,,,153994.47,133549.27,158148.8,130568.375,160256.16,131974.75,170726.08,180947.75,139999.67,148205.83,130423.234,137553.77,161938.03,248261.45,157303.08,148936.3,160027.75,172790.12,167854.52,156039.81,157597.8,174686.73,162840.12,
290,356.18569326590205,3.157219,,,,,,,,,,,1935062.0,162839.69,162451.58,0,193373.4,0,0,0,0,0,0,0,0,0,0,155298.3,0,0,86729.32,124131.06,107060.19,76610.93,74440.14,
291,218.21152843957748,3.2478714,,,,,,,,,,,274457.34,0,0,0,56901.594,107158.27,93354.32,358654.84,758305.2,119693.01,783303.5,393398.5,663968.44,150887.48,218410.06,275344.75,307964.0,361171.28,348172.22,457343.72,429209.0,421009.16,352797.9,
292,174.18533486402043,3.2518163,,,,,,,,,,,91657.8,0,0,0,0,62335.633,91382.69,435715.44,245502.19,0,288188.78,239882.4,186205.14,0,169549.27,124551.28,1069319.6,1214821.0,1159059.2,1105626.6,1162746.2,1199677.5,1143022.9,
293,335.22267753240055,3.3556826,,,,,,,,,,,74603.96,68230.73,0,0,0,0,0,0,0,0,62277.844,69541.03,65432.7,198825.31,0,0,105379.164,103593.484,103582.72,66745.99,78259.23,85787.31,108404.72,
294,234.20646512723263,3.3937316,,,,,,,,,,,566463.1,0,330491.3,164066.48,87113.59,360848.53,737923.3,3479166.5,3324644.2,293643.9,3731749.0,2225887.2,1733216.2,549896.75,874561.9,1100235.8,1601770.9,1945890.8,1880137.6,2213063.5,2335544.8,2050696.4,1798509.1,
295,357.23568302931363,3.435814,,,,,,,,,,,0,59091.297,75040.53,0,61892.445,0,100142.57,85443.57,0,90864.94,68671.49,86658.93,90855.82,242993.64,0,83739.75,120397.81,113278.36,115682.28,113252.984,118644.03,104680.09,125543.35,
296,241.20369957800202,3.45208,,,,,,,,,,,0,189946.98,162385.84,158362.0,174255.75,164277.7,173336.9,174252.8,178569.28,184880.47,191344.55,171616.4,189150.47,193239.84,172264.89,185995.92,186578.69,232966.92,209953.62,188164.67,185665.2,192371.97,207761.53,
297,217.10715124987797,3.4568818,,,,,,,,,,,257332.53,223967.33,195061.89,194549.0,207061.92,194664.12,213795.36,196485.88,216305.39,198257.61,221121.34,197805.25,213377.16,210415.14,173012.28,204469.78,249192.92,258273.97,267340.6,229136.38,230162.47,234082.25,277536.5,
298,251.185357805485,3.4630523,,,,,,,,,,,109114.23,0,62519.97,62082.105,61595.86,95797.45,123908.63,128285.19,136793.7,175159.33,174367.48,151606.58,171249.77,180371.39,164857.02,167766.28,1243573.8,1313594.6,1296387.6,1332577.1,1255843.1,1243187.4,1234210.1,
299,273.16720733318715,3.4665675,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231526.39,241917.56,255310.4,226934.14,238140.38,241456.39,239006.31,
300,379.2488206686415,3.5097325,,,,,,,,,,,0,0,0,0,0,0,76409.93,50841.6,0,66414.31,0,59764.51,69943.945,226141.55,55637.6,0,96938.76,79556.7,73168.52,0,77080.67,69342.35,86642.58,
301,401.2620113530573,3.576826,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,196707.81,0,0,0,69572.234,71924.41,65781.86,0,66674.7,0,
302,443.2697585189367,3.6004071,,,,,,,,,,,0,0,144812.89,0,218393.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
303,868.5053459166292,3.601755,,,,,,,,,,,0,115595.805,643586.7,72316.57,769914.56,0,0,0,0,0,0,0,0,0,0,121335.89,0,0,0,74547.984,0,0,0,
304,243.0877410493112,3.615068,,,,,,,,,,,0,0,0,0,0,0,82579.82,120213.336,163345.86,94993.875,154484.47,109741.34,137002.61,97127.984,149461.27,69643.29,331110.28,331086.47,331056.75,315139.2,304929.4,302600.25,334144.38,
305,852.510381741541,3.6281478,,,,,,,,,,,0,129836.37,691476.7,103693.75,1171205.1,0,54390.883,0,0,0,0,0,0,0,0,208566.62,0,0,0,0,0,0,0,
306,342.2639454698386,3.686945,,,,,,,,,,,1725915.9,1537993.1,1255398.2,1166400.0,1364229.6,1335783.8,1298144.0,1185306.6,1274522.4,1210856.4,1384165.2,1051222.2,1346448.2,1286813.6,1151378.8,1300533.4,1462158.2,1276194.1,1297901.6,1226346.0,1203541.5,1295428.4,1417395.2,
307,263.1490103865541,3.6886358,,,,,,,,,,,249883.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100264.41,0,0,0,0,0,0,0,
308,280.17551344959566,3.6886358,,,,,,,,,,,303879.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110859.73,0,0,0,0,0,0,0,
309,185.11491731200064,3.6942856,,,,,,,,,,,365782.56,263881.28,158917.06,139216.16,198176.7,140044.19,138914.69,144953.25,175628.95,138870.5,255499.39,161705.42,205380.77,210655.89,130752.63,175723.25,338667.9,252411.83,264033.28,184792.12,188347.39,196097.88,322734.44,
