feature_id	component_id	structure_taxonomy_npclassifier_01pathway_consensus	structure_taxonomy_npclassifier_02superclass_consensus	structure_taxonomy_npclassifier_03class_consensus	msms_score	libname	structure_inchikey	structure_inchi	structure_smiles	structure_molecular_formula	adduct	structure_exact_mass	short_inchikey	structure_taxonomy_npclassifier_01pathway	structure_taxonomy_npclassifier_02superclass	structure_taxonomy_npclassifier_03class	organism_name	organism_taxonomy_ottid	organism_taxonomy_01domain	organism_taxonomy_02kingdom	organism_taxonomy_03phylum	organism_taxonomy_04class	organism_taxonomy_05order	organism_taxonomy_06family	organism_taxonomy_07tribe	organism_taxonomy_08genus	organism_taxonomy_09species	score_taxo	score_max_consistency	final_score
391	-1				0.48608458	ISDB							IMTYAILZRNQVCO						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	0	0	1.944338321685791
389	17	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.797981	ISDB	OEJYWQCXHNOOHC-ZXEGGCGDSA-N	InChI=1S/C24H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)32-23(21-26)22-31-33(28,29)30-20-19-25(2,3)4/h10-11,23,26H,5-9,12-22H2,1-4H3/b11-10-/t23-/m1/s1	CCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C	C24H48NO7P		493.316839506	OEJYWQCXHNOOHC	Fatty acids	Glycerophospholipids	Glycerophosphocholines	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	10.691924095153809
388	17	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.0	MS1_match	OEJYWQCXHNOOHC-ZXEGGCGDSA-N	InChI=1S/C24H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)32-23(21-26)22-31-33(28,29)30-20-19-25(2,3)4/h10-11,23,26H,5-9,12-22H2,1-4H3/b11-10-/t23-/m1/s1	CCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C	C24H48NO7P	pos_1_1sodium	493.316839506	OEJYWQCXHNOOHC	Fatty acids	Glycerophospholipids	Glycerophosphocholines	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	7.5
381	22	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.0	MS1_match	OEJYWQCXHNOOHC-ZXEGGCGDSA-N	InChI=1S/C24H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)32-23(21-26)22-31-33(28,29)30-20-19-25(2,3)4/h10-11,23,26H,5-9,12-22H2,1-4H3/b11-10-/t23-/m1/s1	CCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C	C24H48NO7P	pos_1_1sodium	493.316839506	OEJYWQCXHNOOHC	Fatty acids	Glycerophospholipids	Glycerophosphocholines	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	7.5
380	12	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.7099934	ISDB	OEJYWQCXHNOOHC-ZXEGGCGDSA-N	InChI=1S/C24H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)32-23(21-26)22-31-33(28,29)30-20-19-25(2,3)4/h10-11,23,26H,5-9,12-22H2,1-4H3/b11-10-/t23-/m1/s1	CCCCCC/C=C\CCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C	C24H48NO7P		493.316839506	OEJYWQCXHNOOHC	Fatty acids	Glycerophospholipids	Glycerophosphocholines	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	10.33997368812561
379	9	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	0.2878727	ISDB	AHYSWFBBMLPXFU-UHFFFAOYSA-N	InChI=1S/C30H35NO4/c1-18-8-9-24-28(4)12-11-25(32)27(2,3)23(28)10-13-29(24,5)30(18)16-20-22(35-30)15-21(34-26(20)33)19-7-6-14-31-17-19/h6-8,14-15,17,23-24H,9-13,16H2,1-5H3	CC1=CCC2C3(C)CCC(=O)C(C)(C)C3CCC2(C)C12Cc1c(cc(-c3cccnc3)oc1=O)O2	C30H35NO4		473.2566086	AHYSWFBBMLPXFU				Penicillium thiersii	925526.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Penicillium']	['Penicillium thiersii']	3	0	4.151490807533264
377	-1				0.35565275	ISDB	SASOPTOEUQXKMB-FSPLSTOPSA-N	InChI=1S/C11H14O3/c1-5-7(3)14-11-9(13)4-8(12)6(2)10(5)11/h4-5,7,12-13H,1-3H3/t5-,7-/m0/s1	Cc1c(O)cc(O)c2c1[C@@H](C)[C@H](C)O2	C11H14O3		194.094294308	SASOPTOEUQXKMB	Shikimates and Phenylpropanoids	Coumarins	Isocoumarins	Penicillium citrinum	226488.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Penicillium']	['Penicillium citrinum']	3	0	4.4226109981536865
376	-1				0.0	MS1_match	RADKZDMFGJYCBB-UHFFFAOYSA-N	InChI=1S/C8H9NO3/c1-5-8(12)7(4-11)6(3-10)2-9-5/h2,4,10,12H,3H2,1H3	Cc1ncc(CO)c(C=O)c1O	C8H9NO3	pos_1_1proton2acetonitrile	167.058243148	RADKZDMFGJYCBB	Alkaloids	Nicotinic acid alkaloids	Pyridine alkaloids	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	0	6.0
376	-1				0.0	MS1_match	YGPSJZOEDVAXAB-UHFFFAOYSA-N	InChI=1S/C10H12N2O3/c11-7-4-2-1-3-6(7)9(13)5-8(12)10(14)15/h1-4,8H,5,11-12H2,(H,14,15)	Nc1ccccc1C(=O)CC(N)C(=O)O	C10H12N2O3	pos_1_1proton1acetonitrile	208.084792244	YGPSJZOEDVAXAB	Amino acids and Peptides	Small peptides	Aminoacids	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	0	6.0
374	17	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.77526665	ISDB	VXUOFDJKYGDUJI-OAQYLSRUSA-N	InChI=1S/C22H46NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)28-19-21(24)20-30-31(26,27)29-18-17-23(2,3)4/h21,24H,5-20H2,1-4H3/t21-/m1/s1	CCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C22H46NO7P		467.3011894419999	VXUOFDJKYGDUJI	Fatty acids	Glycerophospholipids	Glycerophosphocholines	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']	1	3	5.601066589355469
373	9	Fatty acids	Glycerophospholipids	Glycerophosphoethanolamines	0.7306028	ISDB							DDUZNLUWXLYPCP						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	0	0	2.9224112033843994
371	12	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.6490123	ISDB	VXUOFDJKYGDUJI-OAQYLSRUSA-N	InChI=1S/C22H46NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)28-19-21(24)20-30-31(26,27)29-18-17-23(2,3)4/h21,24H,5-20H2,1-4H3/t21-/m1/s1	CCCCCCCCCCCCCC(=O)OC[C@@H](O)COP(=O)([O-])OCC[N+](C)(C)C	C22H46NO7P		467.3011894419999	VXUOFDJKYGDUJI	Fatty acids	Glycerophospholipids	Glycerophosphocholines	Homo sapiens	770315.0	['Eukaryota']	['Metazoa']	['Chordata']	['Mammalia']	['Primates']	['Hominidae']	['Unknown']	['Homo']	['Homo sapiens']	1	3	5.0960493087768555
369	34	Polyketides	Meroterpenoids	Miscellaneous meroterpenoids	0.22759794	ISDB	OLBKIRGWBSBUEY-DMGVNNLFSA-N	InChI=1S/C17H26O5/c1-16(2,20)10-5-6-17(3)11(10)7-9-14(19)12(18)8-13(21-4)15(9)22-17/h10-13,18,20H,5-8H2,1-4H3/t10-,11+,12-,13+,17-/m1/s1	CO[C@H]1C[C@@H](O)C(=O)C2=C1O[C@]1(C)CC[C@@H](C(C)(C)O)[C@@H]1C2	C17H26O5		310.178023932	OLBKIRGWBSBUEY	Terpenoids	Meroterpenoids	Miscellaneous meroterpenoids	Phyllosticta capitalensis	950086.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Dothideomycetes']	['Botryosphaeriales']	['Phyllostictaceae']	['Unknown']	['Phyllosticta']	['Phyllosticta capitalensis']	3	3	5.410391747951508
367	41	Fatty acids	Sphingolipids	Sphingoid bases	0.6747092	ISDB	LYRFLYHAGKPMFH-UHFFFAOYSA-N	InChI=1S/C18H37NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H2,19,20)	CCCCCCCCCCCCCCCCCC(N)=O	C18H37NO		283.287514804	LYRFLYHAGKPMFH	Fatty acids	Fatty amides	Primary amides	Valsa sordida	382306.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Diaporthales']	['Valsaceae']	['Unknown']	['Valsa']	['Valsa sordida']	3	1	6.198836803436279
367	41	Fatty acids	Sphingolipids	Sphingoid bases	0.6747092	ISDB	LYRFLYHAGKPMFH-UHFFFAOYSA-N	InChI=1S/C18H37NO/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h2-17H2,1H3,(H2,19,20)	CCCCCCCCCCCCCCCCCC(N)=O	C18H37NO		283.287514804	LYRFLYHAGKPMFH	Fatty acids	Fatty amides	Primary amides	Beauveria bassiana	859705.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Hypocreales']	['Cordycipitaceae']	['Unknown']	['Beauveria']	['Beauveria bassiana']	3	1	6.198836803436279
366	-1				0.0	MS1_match	QCSZJTQLDKTFCT-SSDOTTSWSA-N	InChI=1S/C12H14O4/c1-2-3-7-6-8-9(13)4-5-10(14)11(8)12(15)16-7/h4-5,7,13-14H,2-3,6H2,1H3/t7-/m1/s1	CCC[C@@H]1Cc2c(O)ccc(O)c2C(=O)O1	C12H14O4	pos_1_1proton	222.089208928	QCSZJTQLDKTFCT	Shikimates and Phenylpropanoids	Coumarins	Isocoumarins	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	0	6.0
366	-1				0.0	MS1_match	HDKWMJBKSLIKEN-OIBJUYFYSA-N	InChI=1S/C12H14O4/c1-5-4-8-11(15)10(14)7(3)16-12(8)6(2)9(5)13/h4,7,10,13-14H,1-3H3/t7-,10+/m0/s1	Cc1cc2c(c(C)c1O)O[C@@H](C)[C@@H](O)C2=O	C12H14O4	pos_1_1proton	222.089208928	HDKWMJBKSLIKEN	Polyketides	Aromatic polyketides	Sorbicilinoids	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	0	6.0
360	-1				0.65119886	ISDB							YRYJJIXWWQLGGV						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	0	0	2.604795455932617
356	41	Fatty acids	Sphingolipids	Sphingoid bases	0.4680417	ISDB	WWUZIQQURGPMPG-KRWOKUGFSA-N	InChI=1S/C18H37NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h14-15,17-18,20-21H,2-13,16,19H2,1H3/b15-14+/t17-,18+/m0/s1	CCCCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO	C18H37NO2		299.282429424	WWUZIQQURGPMPG	Fatty acids	Sphingolipids	Sphingoid bases	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	9.372166752815247
354	41	Fatty acids	Sphingolipids	Sphingoid bases	0.66245884	ISDB	OTKJDMGTUTTYMP-ZWKOTPCHSA-N	InChI=1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h17-18,20-21H,2-16,19H2,1H3/t17-,18+/m0/s1	CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO	C18H39NO2		301.298079488	OTKJDMGTUTTYMP	Fatty acids	Sphingolipids	Sphingoid bases	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	10.149835348129272
353	12	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.6918566	ISDB							GLSCDHQUIDQFRP						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	0	0	2.7674264907836914
352	2	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	0.0	MS1_match	MUCMKTPAZLSKTL-UHFFFAOYSA-N	InChI=1S/C12H24O3/c1-2-3-4-5-6-7-8-9-11(13)10-12(14)15/h11,13H,2-10H2,1H3,(H,14,15)	CCCCCCCCCC(O)CC(=O)O	C12H24O3	pos_1_1proton1methanol	216.172544628	MUCMKTPAZLSKTL	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	7.5
352	2	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	0.0	MS1_match	FYSSBMZUBSBFJL-UHFFFAOYSA-N	InChI=1S/C10H20O3/c1-2-3-4-5-6-7-9(11)8-10(12)13/h9,11H,2-8H2,1H3,(H,12,13)	CCCCCCCC(O)CC(=O)O	C10H20O3	pos_1_1proton1isopropanol	188.1412445	FYSSBMZUBSBFJL	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	7.5
351	-1				0.54135865	ISDB	WDGGYGTUDYNFNV-HZGVNTEJSA-N	InChI=1S/C13H18O3/c1-6-9(4)16-5-10-11(6)7(2)12(14)8(3)13(10)15/h6,9,14-15H,5H2,1-4H3/t6-,9-/m1/s1	Cc1c(O)c(C)c2c(c1O)CO[C@H](C)[C@H]2C	C13H18O3		222.125594436	WDGGYGTUDYNFNV	Shikimates and Phenylpropanoids	Coumarins	Isocoumarins	Penicillium	199764.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Eurotiomycetes']	['Eurotiales']	['Trichocomaceae']	['Unknown']	['Penicillium']	['Unknown']	3	0	5.1654345989227295
349	2	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	0.0	MS1_match	WFRLANWAASSSFV-FPLPWBNLSA-N	InChI=1S/C18H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)19-16-17-20/h7-8,20H,2-6,9-17H2,1H3,(H,19,21)/b8-7-	CCCCCC/C=C\CCCCCCCC(=O)NCCO	C18H35NO2	pos_2_2proton1ammonium	297.26677936	WFRLANWAASSSFV	Fatty acids	Fatty amides	N-acyl ethanolamines (endocannabinoids)	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	1	6.5
346	41	Fatty acids	Sphingolipids	Sphingoid bases	0.6463167	ISDB	AERBNCYCJBRYDG-KSZLIROESA-N	InChI=1S/C18H39NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(21)18(22)16(19)15-20/h16-18,20-22H,2-15,19H2,1H3/t16-,17+,18-/m0/s1	CCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO	C18H39NO3		317.292994108	AERBNCYCJBRYDG	Fatty acids	Sphingolipids	Sphingoid bases	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	10.085266828536987
345	2	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	0.0	MS1_match	OTKJDMGTUTTYMP-ZWKOTPCHSA-N	InChI=1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h17-18,20-21H,2-16,19H2,1H3/t17-,18+/m0/s1	CCCCCCCCCCCCCCC[C@@H](O)[C@@H](N)CO	C18H39NO2	pos_1_1proton	301.298079488	OTKJDMGTUTTYMP	Fatty acids	Sphingolipids	Sphingoid bases	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	1	6.5
344	41	Fatty acids	Sphingolipids	Sphingoid bases	0.48899457	ISDB	BTUSGZZCQZACPT-YYZTVXDQSA-N	InChI=1S/C16H33NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-16(19)15(17)14-18/h12-13,15-16,18-19H,2-11,14,17H2,1H3/b13-12+/t15-,16+/m0/s1	CCCCCCCCCCC/C=C/[C@@H](O)[C@@H](N)CO	C16H33NO2		271.251129296	BTUSGZZCQZACPT	Fatty acids	Sphingolipids	Sphingoid bases	Klebsiella pneumoniae	443477.0	['Bacteria']	['Unknown']	['Proteobacteria']	['Betaproteobacteria']	['Burkholderiales']	['Alcaligenaceae']	['Unknown']	['Achromobacter']	['Klebsiella pneumoniae']	0	3	3.455978274345398
333	31	Alkaloids	Peptide alkaloids	Simple amide alkaloids	0.44415194	ISDB	ZOKXIFXOULCJPE-SAUXFKQKSA-N	InChI=1S/C13H23NO2/c1-5-7-8-11(4)13(16)14-12(9-15)10(3)6-2/h5,7-8,10,12,15H,6,9H2,1-4H3,(H,14,16)/b7-5+,11-8+/t10-,12-/m0/s1	C/C=C/C=C(\C)C(=O)N[C@@H](CO)[C@@H](C)CC	C13H23NO2		225.172878976	ZOKXIFXOULCJPE	Alkaloids	Peptide alkaloids	Simple amide alkaloids	Acremonium furcatum	871254.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Sordariomycetes']	['Hypocreales']	['Bionectriaceae']	['Unknown']	['Acremonium']	['Acremonium furcatum']	3	3	6.2766077518463135
330	12	Fatty acids	Glycerophospholipids	Glycerophosphocholines	0.6595317	ISDB							SECPDKKEUKDCPG						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	0	0	2.638126850128174
329	2	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	0.0	MS1_match	ZDGJAHTZVHVLOT-YUMQZZPRSA-N	InChI=1S/C11H20N2O6/c12-7(10(16)17)3-1-2-6-13-8(11(18)19)4-5-9(14)15/h7-8,13H,1-6,12H2,(H,14,15)(H,16,17)(H,18,19)/t7-,8-/m0/s1	N[C@@H](CCCCN[C@@H](CCC(=O)O)C(=O)O)C(=O)O	C11H20N2O6	pos_1_minus1proton1magnesium	276.13213636	ZDGJAHTZVHVLOT	Amino acids and Peptides	Small peptides	Aminoacids	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	0	6.0
326	2	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	0.0	MS1_match	CBWALJHXHCJYTE-UHFFFAOYSA-N	InChI=1S/C16H32O3/c1-2-3-4-5-6-7-8-9-10-11-12-13-15(17)14-16(18)19/h15,17H,2-14H2,1H3,(H,18,19)	CCCCCCCCCCCCCC(O)CC(=O)O	C16H32O3	pos_1_1proton1ammonium	272.235144884	CBWALJHXHCJYTE	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	7.5
326	2	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	0.0	MS1_match	ATRNZOYKSNPPBF-UHFFFAOYSA-N	InChI=1S/C14H28O3/c1-2-3-4-5-6-7-8-9-10-11-13(15)12-14(16)17/h13,15H,2-12H2,1H3,(H,16,17)	CCCCCCCCCCCC(O)CC(=O)O	C14H28O3	pos_1_1proton1ethylamine	244.203844756	ATRNZOYKSNPPBF	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	7.5
322	2	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	0.0	MS1_match	MUCMKTPAZLSKTL-UHFFFAOYSA-N	InChI=1S/C12H24O3/c1-2-3-4-5-6-7-8-9-11(13)10-12(14)15/h11,13H,2-10H2,1H3,(H,14,15)	CCCCCCCCCC(O)CC(=O)O	C12H24O3	pos_1_1proton1ethylamine	216.172544628	MUCMKTPAZLSKTL	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	7.5
322	2	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	0.0	MS1_match	ATRNZOYKSNPPBF-UHFFFAOYSA-N	InChI=1S/C14H28O3/c1-2-3-4-5-6-7-8-9-10-11-13(15)12-14(16)17/h13,15H,2-12H2,1H3,(H,16,17)	CCCCCCCCCCCC(O)CC(=O)O	C14H28O3	pos_1_1proton1ammonium	244.203844756	ATRNZOYKSNPPBF	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	7.5
317	-1				0.0	MS1_match	AWUCVROLDVIAJX-GSVOUGTGSA-N	InChI=1S/C3H9O6P/c4-1-3(5)2-9-10(6,7)8/h3-5H,1-2H2,(H2,6,7,8)/t3-/m1/s1	O=P(O)(O)OC[C@H](O)CO	C3H9O6P	pos_1_1proton1isopropanol	172.013674638	AWUCVROLDVIAJX	Carbohydrates			Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	0	6.0
310	18	Terpenoids	Triterpenoids	Hydroxy fatty acids	0.4873656	ISDB							ZNQOETZUGRUONW						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	0	0	1.9494624137878418
308	-1				0.0	MS1_match	GHOKWGTUZJEAQD-UHFFFAOYSA-N	InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)	CC(C)(CO)C(O)C(=O)NCCC(=O)O	C9H17NO5	pos_1_1proton1isopropanol	219.110672644	GHOKWGTUZJEAQD	Amino acids and Peptides	Small peptides	Dipeptides	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	0	6.0
306	61				0.43804178	ISDB							JEOZLTJHDSKQIT						['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	['Unknown']	0	0	1.7521671056747437
297	-1				0.0	MS1_match	YHHSONZFOIEMCP-UHFFFAOYSA-O	InChI=1S/C5H14NO4P/c1-6(2,3)4-5-10-11(7,8)9/h4-5H2,1-3H3,(H-,7,8,9)/p+1	C[N+](C)(C)CCOP(=O)(O)O	C5H15NO4P+	pos_1_1proton1methanol	184.07332101009	YHHSONZFOIEMCP				Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	0	6.0
294	2	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	0.0	MS1_match	MUCMKTPAZLSKTL-UHFFFAOYSA-N	InChI=1S/C12H24O3/c1-2-3-4-5-6-7-8-9-11(13)10-12(14)15/h11,13H,2-10H2,1H3,(H,14,15)	CCCCCCCCCC(O)CC(=O)O	C12H24O3	pos_1_1proton1ammonium	216.172544628	MUCMKTPAZLSKTL	Fatty acids	Fatty Acids and Conjugates	Hydroxy fatty acids	Saccharomyces cerevisiae	356221.0	['Eukaryota']	['Fungi']	['Ascomycota']	['Unknown']	['Saccharomycetales']	['Saccharomycetaceae']	['Unknown']	['Saccharomyces']	['Saccharomyces cerevisiae']	6	3	7.5
