confidenceRank	structurePerIdRank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id	featureId
283	1	1	1	1	0.24089947941471926	-281.0002341747383	0.9999999999999999	17.640956949596305	C10H16N5O8P	[M - H2O + H]+	PRELUFZXUIIWGM	InChI=1S/C10H16N5O8P/c11-10-13-7-4(8(18)14-10)12-2-15(7)9-6(17)5(16)3(23-9)1-22-24(19,20)21/h3,5-6,9,12,16-17H,1-2H2,(H2,19,20,21)(H3,11,13,14,18)	[(2R,3S,4R,5R)-5-(2-amino-6-oxo-7,8-dihydro-3H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate	C1NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N	-4.0999999	135464489	EcoCyc Mine;PubChem:(135464489);YMDB Mine;KEGG Mine;PubChem class - bio and metabolites	60146319362	348.07032	39.65	140_mapp_batch_00114_sirius_140	140
284	1	1	1	2	0.23882830103155958	-84.2426972519681	0.9999999999999999	51.4117495396501	C16H35NO3	[M + H]+	OCHZTELGZBWSJD	InChI=1S/C16H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-15(19)16(20)14(17)13-18/h14-16,18-20H,2-13,17H2,1H3	hexadecaphytosphingosine	CCCCCCCCCCCCC(C(C(CO)N)O)O	3.5999999	11673695;11312307;72551566	COCONUT:(CNP0278039);Natural Products:(UNPD25933 UNPD48501 UNPD49310 UNPD30224);PubChem:(11673695 11312307 72551566);SuperNatural:(SN00274280 SN00399066 SN00334399 SN00278375);CHEBI:(76699 76698);YMDB:(1098);KEGG Mine	8593178658	290.269	291.71	321_mapp_batch_00114_sirius_326	326
285	1	1	1	2	0.2367932617879761	-14.05178861563605	0.9994974874371858	76.46398741331515	C23H46NO7P	[M + H]+	PYVRVRFVLRNJLY	InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)	1-18:1-lysoPE	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O	2.5	9547071;9547072;25244076;58177709;71571631;74413339;101048331;101926648;123672547;124390050	COCONUT:(CNP0346650);HMDB:(11506);PubChem:(9547071 9547072 25244076 58177709 71571631 74413339 101048331 101926648 123672547 124390050);CHEBI:(75168 74971 60287);additional;PubChem class - bio and metabolites;YMDB:(1207);Plantcyc:(CPD-8355);Training Set;PubMed;Biocyc:(CPD-8355 SMA-0000030)	19613802	480.30879	398.84	382_mapp_batch_00114_sirius_387	387
286	1	1	1	1	0.23649137093068817	-196.97284204281485	0.9999999999999999	36.497603434309475	C6H11N2O6P	[M + K]+	HFYBTHCYPKEDQQ	InChI=1S/C6H11N2O6P/c9-5(2-14-15(11,12)13)6(10)4-1-7-3-8-4/h1,3,5-6,9-10H,2H2,(H,7,8)(H2,11,12,13)	erythro-imidazole-glycerol-P	C1=C(NC=N1)C(C(COP(=O)(O)O)O)O	-3.20000005	606;440431;5459954;78333419;101184564	HMDB:(12208);ZINC bio:(ZINC03869788 ZINC03869789);Plantcyc:(D-ERYTHRO-IMIDAZOLE-GLYCEROL-P);COCONUT:(CNP0083285 CNP0277050);KNApSAcK:(7478);Natural Products:(UNPD147941);PubChem:(606 440431 5459954 78333419 101184564);CHEBI:(58278 17805);PubChem class - bio and metabolites;KEGG:(C04666);YMDB:(89);Biocyc:(D-ERYTHRO-IMIDAZOLE-GLYCEROL-P)	19114298	276.99824	34.62	95_mapp_batch_00114_sirius_95	95
287	1	1	1	1	0.2341987144866571	-5.964570199198176	0.9999999999999999	36.34057033842033	C42H80NO8P	[M + Na]+	OLUKQTJCNPHKRC	InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-18-19-20-21-22-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-17-15-13-11-9-7-2/h13,15,19-20,40H,6-12,14,16-18,21-39H2,1-5H3/p+1	Phosphatidylcholine(14:1/20:1)	CCCCCCCCC=CCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCC)COP(=O)(O)OCC[N+](C)(C)C	12.8000002	52922278;52922279;134755599;134755600;138228422;138228423	COCONUT:(CNP0136282);HMDB:(7912);PubChem:(52922278 52922279 134755599 134755600 138228422 138228423);CHEBI:(88919);PubChem class - bio and metabolites;YMDB:(1833);Lipid:(PC 34:2)	4313907242	780.55146	559.77	456_mapp_batch_00114_sirius_461	461
288	1	1	2	2	0.23373265539706575	-64.99716202631123	0.9999999999999999	21.22007053739683	C10H10O2	[M + H]+	CVBUKMMMRLOKQR	InChI=1S/C10H10O2/c1-8(11)7-10(12)9-5-3-2-4-6-9/h2-6H,7H2,1H3	Benzoyl-aceton	CC(=O)CC(=O)C1=CC=CC=C1	1.59423459	7166	NORMAN:(NS00022887);COCONUT:(CNP0326732);Natural Products:(UNPD89897);PubChem:(7166);SuperNatural:(SN00011538);ZINC bio:(ZINC05159235);PubChem class - bio and metabolites;MeSH:(7166);PubChem class - safety and toxic;PubMed;Biocyc:(CPD-8880)	87337030	163.07537	310.95	335_mapp_batch_00114_sirius_340	340
289	1	1	1	1	0.23209237100096472	-5.158427435023144	0.9999999999999999	21.40880238396428	C40H76NO8P	[M + H]+	KVLXYLCYQNSPQA	InChI=1S/C40H76NO8P/c1-6-8-10-12-14-16-18-19-20-21-23-24-26-28-30-32-39(42)46-36-38(37-48-50(44,45)47-35-34-41(3,4)5)49-40(43)33-31-29-27-25-22-17-15-13-11-9-7-2/h13,15-16,18,38H,6-12,14,17,19-37H2,1-5H3/p+1	1-vaccenoyl-2-myristoleoyl-sn-glycero-3-phosphocholine	CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCC	11.6999998	53478713;53478714;134745300;134745301	COCONUT:(CNP0002260);HMDB:(8065);PubChem:(53478713 53478714 134745300 134745301);Lipid:(PC 32:2);PubChem class - bio and metabolites	4313841674	730.5384	622.63	499_mapp_batch_00114_sirius_504	504
290	1	1	1	1	0.2288405857574673	-29.470693498823348	0.9939698492462312	15.220726317774645	C6H14N2O2	[M + K]+	KDXKERNSBIXSRK	InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)	lysinium	C(CCN)CC(C(=O)O)N	-1.10313416	866;5962;57449;641599;134478;450558;450564;3532358;3784624;4477687;5242389;5248709;5259891;5460920;5460921;5460922;5460924;5460925;5460926;5460928;12135279;12149172;12149174;12149175;12205354;12205346;12205349;12205352;12205357;12205360;12205363;12205365;12205370;12205371;10975638;10290870;10313213;11378574;16057978;16213331;16213293;16213426;16213428;16217576;16217578;16219563;21846779;24848423;45157534;44231977;50992680;53989584;53989588;53989590;53989591;59069846;57616908;57616911;57616912;57616921;58618378;59373180;59373182;59703106;58203005;58219022;58219025;58359512;71774817;71309085;71309189;71309643;71310243;87528070;87190895;87191245;88683742;88901890;88901892;88901900;88901911;89059446;88952248;92043531;90862357;90389224;101611383;102351657;102351658;101966858;118524989;119080593;119081141;118264373;122198194;122482875;124202796;130346519;131708617;131708625;131708709;131852320;131854682;134261062;135207569	HMDB:(182 3405 62809 142894);PubChem class - food;SuperNatural:(SN00002214 SN00367158);ZINC bio:(ZINC01532522 ZINC01532731);additional;HSDB:(56-87-1);MeSH:(866 5962 641599 5460926);Plantcyc:(CPD-219 LYS);PubMed;NORMAN:(NS00003109);COCONUT:(CNP0082851 CNP0082852 CNP0204700 CNP0345706);KNApSAcK:(1378);Natural Products:(UNPD39006);PubChem:(866 5962 57449 641599 134478 450558 450564 3532358 3784624 4477687 5242389 5248709 5259891 5460920 5460921 5460922 5460924 5460925 5460926 5460928 12135279 12149172 12149174 12149175 12205354 12205346 12205349 12205352 12205357 12205360 12205363 12205365 12205370 12205371 10975638 10290870 10313213 11378574 16057978 16213331 16213293 16213426 16213428 16217576 16217578 16219563 21846779 24848423 45157534 44231977 50992680 53989584 53989588 53989590 53989591 59069846 57616908 57616911 57616912 57616921 58618378 59373180 59373182 59703106 58203005 58219022 58219025 58359512 71774817 71309085 71309189 71309643 71310243 87528070 87190895 87191245 88683742 88901890 88901892 88901900 88901911 89059446 88952248 92043531 90862357 90389224 101611383 102351657 102351658 101966858 118524989 119080593 119081141 118264373 122198194 122482875 124202796 130346519 131708617 131708625 131708709 131852320 131854682 134261062 135207569);CHEBI:(133538 32556 32564 18019 132486 32550 25094 32558 16855 32557 32565 32551 32563 32552);PubChem class - bio and metabolites;KEGG:(C00047 C00739 C16440);PubChem class - safety and toxic;YMDB:(330);Training Set;PubChem class - drug;Biocyc:(CPD-219 LYS SMA-0000528)	255847294	185.06884	66.32	207_mapp_batch_00114_sirius_207	207
291	1	1	2	4	0.2284401420814237	-160.03318678321216	0.9381909547738696	21.689461083306632	C16H13ClN2O2	[M + H]+	SEQDDYPDSLOBDC	InChI=1S/C16H13ClN2O2/c1-19-13-8-7-11(17)9-12(13)14(18-15(20)16(19)21)10-5-3-2-4-6-10/h2-9,15,20H,1H3	Crisonar	CN1C2=C(C=C(C=C2)Cl)C(=NC(C1=O)O)C3=CC=CC=C3	3.16160583	5391;12325868;12325869;46782987;76973559;76973560;76974616;118245180;118937465;137699845;138402766	HMDB:(14376);ZINC bio:(ZINC00000740 ZINC00896634);additional;MeSH:(5391);PubMed;NORMAN:(NS00010416);COCONUT:(CNP0347753);PubChem:(5391 12325868 12325869 46782987 76973559 76973560 76974616 118245180 118937465 137699845 138402766);CHEBI:(9435);PubChem class - bio and metabolites;KEGG:(C07125);PubChem class - safety and toxic;PubChem class - drug	120332654	301.07261	25.73	11_mapp_batch_00114_sirius_11	11
292	1	1	2	2	0.2276981177507966	-86.91964290941384	0.9999999999999999	89.09061984369947	C21H30O2	[M + H]+	SREQLAJQLXPNMC	InChI=1S/C21H30O2/c1-16(9-7-10-17(2)15-20(22)23-6)12-13-19-18(3)11-8-14-21(19,4)5/h7,9-10,12-13,15H,8,11,14H2,1-6H3	Methyl retinoate	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)OC)C)C	5.61443949	92106;5378821;6442240;10805677;10358542;10448377;10495731;21724639;71752029;71314876;87584189;129452832;131668445	COCONUT:(CNP0220890);PubChem:(92106 5378821 6442240 10805677 10358542 10448377 10495731 21724639 71752029 71314876 87584189 129452832 131668445);additional;MeSH:(5378821);PubChem class - safety and toxic;Training Set;PubMed;KEGG Mine	8659681350	315.23185	525.0	429_mapp_batch_00114_sirius_434	434
293	1	1	2	2	0.22651593752954796	-99.79541404066626	0.9999999999999999	33.50105413550853	C4H8N2O3	[M + H]+	DCXYFEDJOCDNAF	InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)	agedoite	C(C(C(=O)O)N)C(=O)N	-2.25158358	236;6267;439600;4333740;5247114;5460880;5460874;5460875;5460877;5460878;5460881;6991971;6992089;16213309;16213311;16213450;16217343;16217399;16217568;16217723;16217724;53753695;58203004;71309330;71309891;87528072;88447182;91065355;101916026;122227568;124202806;131667586;134231473;136814877;138112706	HMDB:(168 33780);PubChem class - food;SuperNatural:(SN00002221 SN00156119);ZINC bio:(ZINC01529313 ZINC01532556);additional;HSDB:(70-47-3);MeSH:(236 6267 6992089);Plantcyc:(ASN B-DIDO-HEX-1:5_6:A CPD-3633);PubMed;NORMAN:(NS00002372);COCONUT:(CNP0405192 CNP0267849);KNApSAcK:(1341);Natural Products:(UNPD141469 UNPD81200);PubChem:(236 6267 439600 4333740 5247114 5460880 5460874 5460875 5460877 5460878 5460881 6991971 6992089 16213309 16213311 16213450 16217343 16217399 16217568 16217723 16217724 53753695 58203004 71309330 71309891 87528072 88447182 91065355 101916026 122227568 124202806 131667586 134231473 136814877 138112706);CHEBI:(32660 32651 28159 17196 74337 32661 32657 32656 22653 58048 32650);PubChem class - bio and metabolites;KEGG:(C00152 C01905 C16438);PubChem class - safety and toxic;YMDB:(849 226);Training Set;PubChem class - drug;Biocyc:(ASN CPD-3633)	255847294	133.05981	41.07	143_mapp_batch_00114_sirius_143	143
294	1	1	1	1	0.2245689768012646	-5.789940132577531	0.9999999999999999	18.738488470453177	C38H74NO8P	[M + H]+	XIVQWQSVYQCUSU	InChI=1S/C38H74NO8P/c1-6-8-10-12-14-16-18-19-21-22-24-26-28-30-37(40)44-34-36(35-46-48(42,43)45-33-32-39(3,4)5)47-38(41)31-29-27-25-23-20-17-15-13-11-9-7-2/h13,15,36H,6-12,14,16-35H2,1-5H3/p+1	1-palmitoyl-2-myristoleoyl-sn-glycero-3-phosphocholine	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCC	11.5	52922408;52922409;134778636;134778637;138296633;138296634	COCONUT:(CNP0002288);HMDB:(7966);PubChem:(52922408 52922409 134778636 134778637 138296633 138296634);Lipid:(PC 30:1);PubChem class - bio and metabolites	4313841674	704.52262	618.27	498_mapp_batch_00114_sirius_503	503
295	1	1	2	2	0.2238552117544335	-42.01126424924902	0.9999999999999999	36.049555003678805	C6H8N2O2	[M + H]+	UJCGYTCAMOHYCG	InChI=1S/C6H8N2O2/c1-8-4-7-3-5(8)2-6(9)10/h3-4H,2H2,1H3,(H,9,10)	Pi-Methylimidazoleacetic acid	CN1C=NC=C1CC(=O)O	-0.5	6451814;17994726	COCONUT:(CNP0052023);HMDB:(4988);PubChem:(6451814 17994726);SuperNatural:(SN00216482);CHEBI:(70966);ZINC bio:(ZINC12496497);PubChem class - bio and metabolites;MeSH:(6451814);Training Set;PubMed	19947630	141.06602	61.68	195_mapp_batch_00114_sirius_195	195
296	1	1	1	1	0.22201456727646834	-5.184406733490545	0.9999999999999999	16.83816013532989	C36H72NO8P	[M + H]+	URPGGHAUKNZVRO	InChI=1S/C36H72NO8P/c1-6-8-10-12-14-16-18-19-21-22-24-26-28-35(38)42-32-34(33-44-46(40,41)43-31-30-37(3,4)5)45-36(39)29-27-25-23-20-17-15-13-11-9-7-2/h34H,6-33H2,1-5H3/p+1	1-pentadecanoyl-2-tridecanoyl-sn-glycero-3-phosphocholine	CCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCC	11.3999996	5313129;24778652	PubChem:(5313129 24778652);Lipid:(PC 28:0);PubChem class - bio and metabolites	4311744514	678.50712	611.71	492_mapp_batch_00114_sirius_497	497
297	1	1	1	2	0.219536323831539	-232.39248436778152	0.9999999999999999	33.46509282344047	C13H25N5O3	[M + H]+	QBMROCDIDUVASI	InChI=1S/C13H25N5O3/c14-12(15)17-8-4-5-9(10(19)20)18-11(21)13(16)6-2-1-3-7-13/h9H,1-8,16H2,(H,18,21)(H,19,20)(H4,14,15,17)	N2-[(1-aminocyclohexyl)carbonyl]-N5-(diaminomethylidene)ornithine	C1CCC(CC1)(C(=O)NC(CCCN=C(N)N)C(=O)O)N	-3.29999995	1789166;1789167;3647391	COCONUT:(CNP0068827 CNP0368392);PubChem:(1789166 1789167 3647391);SuperNatural:(SN00060580);ZINC bio:(ZINC02134096)	3153922	300.2018	139.87	266_mapp_batch_00114_sirius_266	266
298	1	1	1	1	0.21592550647207526	-6.537465955589075	0.9999999999999999	39.46107610483244	C36H70NO8P	[M + Na]+	XQPYHFHTTVXZKL	InChI=1S/C36H70NO8P/c1-6-8-10-12-14-16-18-20-22-24-26-28-35(38)42-32-34(33-44-46(40,41)43-31-30-37(3,4)5)45-36(39)29-27-25-23-21-19-17-15-13-11-9-7-2/h12,14,34H,6-11,13,15-33H2,1-5H3/p+1	Phosphatidylcholine(14:1/14:0)	CCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCC=CCCCC)COP(=O)(O)OCC[N+](C)(C)C	10.3999996	52922244;52922245;101415085;134779482	COCONUT:(CNP0409553);HMDB:(7899);PubChem:(52922244 52922245 101415085 134779482);CHEBI:(89588);PubChem class - bio and metabolites;YMDB:(1830);Lipid:(PC 28:1)	4313907242	698.47293	584.17	467_mapp_batch_00114_sirius_472	472
299	1	1	1	1	0.21567963334821136	-9.861515175788304	0.9999999999999999	40.932173133100484	C42H80NO8P	[M + Na]+	FDBAKEKHEMZAPT	InChI=1S/C42H80NO8P/c1-6-8-10-12-14-16-18-20-21-23-24-26-28-30-32-34-41(44)48-38-40(39-50-52(46,47)49-37-36-43(3,4)5)51-42(45)35-33-31-29-27-25-22-19-17-15-13-11-9-7-2/h16-19,40H,6-15,20-39H2,1-5H3/p+1	1-vaccenoyl-2-palmitoleoyl-sn-glycero-3-phosphocholine	CCCCCCC=CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCC	12.8000002	53478719;53478720;134729023;134729024	COCONUT:(CNP0084190);HMDB:(8068);PubChem:(53478719 53478720 134729023 134729024);CHEBI:(89678);PubChem class - bio and metabolites;YMDB:(1909);Lipid:(PC 34:2)	4313907242	780.55128	549.09	449_mapp_batch_00114_sirius_454	454
300	1	1	2	2	0.2149873816643783	-42.10676144224972	0.9999999999999999	58.591950010125615	C7H15NO2	[M + H]+	QVDXUKJJGUSGLS	InChI=1S/C7H15NO2/c1-5(2)4-6(8)7(9)10-3/h5-6H,4,8H2,1-3H3	AmbotzHAA1031	CC(C)CC(C(=O)OC)N	0.899999976	65105;89967;2305644;2305645;410817;10080545;11171053;11183023;21582776;23278398;25240467	SuperNatural:(SN00103587);ZINC bio:(ZINC03132486 ZINC03132487 ZINC54954737 ZINC54954739);additional;MeSH:(65105);PubMed;NORMAN:(NS00037685);COCONUT:(CNP0396242);PubChem:(65105 89967 2305644 2305645 410817 10080545 11171053 11183023 21582776 23278398 25240467);YMDB Mine;CHEBI:(44075);PubChem class - bio and metabolites;EcoCyc Mine;KEGG Mine	60150259814	146.11768	109.97	248_mapp_batch_00114_sirius_248	248
301	1	1	1	1	0.21427439014846772	-7.381581931185605	0.9999999999999999	17.08685034177318	C34H68NO8P	[M + H]+	WHXGUMQFAMJVSQ	InChI=1S/C34H68NO8P/c1-6-8-10-12-14-15-16-17-18-19-21-22-24-26-33(36)40-30-32(31-42-44(38,39)41-29-28-35(3,4)5)43-34(37)27-25-23-20-13-11-9-7-2/h32H,6-31H2,1-5H3/p+1	1-hexadecanoyl-2-decanoyl-sn-phosphatidylcholine	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCC	10.3000002	5289120;5289121;5313155;24778676;133084103;134775873	PubChem:(5289120 5289121 5313155 24778676 133084103 134775873);CHEBI:(75300);Lipid:(PC 26:0);PubChem class - bio and metabolites	4311744546	650.4757	577.71	465_mapp_batch_00114_sirius_470	470
302	1	6	1	8	0.21155789462377697	-311.4203369952901	0.026130653266331662	7.542826896047905	C13H26O13P2	[M + Na]+	SXVMEGRESKCXKX	InChI=1S/C13H26O13P2/c1-4-5-13(16)26-12(8-22-10(2)14)9-25-28(19,20)24-7-11(15)6-23-27(17,18)21-3/h11-12,15H,4-9H2,1-3H3,(H,17,18)(H,19,20)	null	CCCC(=O)OC(COC(=O)C)COP(=O)(O)OCC(COP(=O)(O)OC)O	-2.20000005	72706075	PubChem:(72706075);PubChem class - bio and metabolites	16777218	475.07342	29.27	45_mapp_batch_00114_sirius_45	45
303	1	1	1	2	0.21128992841788113	-130.0313519085263	0.9999999999999999	12.960093138132905	C3H5Cl2N	[M + H]+	WILYSFGDCDXQIC	InChI=1S/C3H6Cl2N/c1-6(2)3(4)5/h1-2H3/q+1	dichloromethylidene(dimethyl)azanium	C[N+](=C(Cl)Cl)C	1.89999998	419147	PubChem:(419147);NORMAN:(NS00059541)	262146	125.98646	26.81	10_mapp_batch_00114_sirius_10	10
304	1	1	2	2	0.209768923988847	-131.74874437332232	0.9999999999999999	40.802168291804676	C6H9N3O2	[M - H2O + H]+	AXUGRGMAYULTQT	InChI=1S/C6H9N3O2/c1-11-6(10)4-9-3-2-5(7)8-9/h2-3H,4H2,1H3,(H2,7,8)	methyl 2-(3-aminopyrazol-1-yl)acetate	COC(=O)CN1C=CC(=N1)N	-0.100000001	50989159	PubChem:(50989159);PubChem class - safety and toxic	67108866	138.06627	692.71	518_mapp_batch_00114_sirius_523	523
305	1	1	2	3	0.20658954008224414	-262.60069074941623	0.9608040201005026	17.460267752940005	C17H27N5O4	[M - H2O + H]+	HQBNZRWAEQDXEM	InChI=1S/C17H27N5O4/c1-5-6-19-17(26)20-12-8-13(16(25)21(4)10-14(18)23)22(9-12)15(24)7-11(2)3/h5,7,12-13H,1,6,8-10H2,2-4H3,(H2,18,23)(H2,19,20,26)	1-(3-methylbut-2-enoyl)-4-[(prop-2-en-1-ylcarbamoyl)amino]prolyl-N2-methylglycinamide	CC(=CC(=O)N1CC(CC1C(=O)N(C)CC(=O)N)NC(=O)NCC=C)C	-0.300000012	3794180;11865796	COCONUT:(CNP0395411);PubChem:(3794180 11865796);SuperNatural:(SN00003990);ZINC bio:(ZINC03839053)	3153922	348.20168	350.07	352_mapp_batch_00114_sirius_357	357
306	1	1	1	1	0.2027258000851338	-1.5019527801357402	0.9999999999999999	5021.7885297626	C23H46NO7P	[M + Na]+	PYVRVRFVLRNJLY	InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)	1-18:1-lysoPE	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O	2.5	9547071;9547072;25244076;58177709;71571631;74413339;101048331;101926648;123672547;124390050	HMDB:(11506);additional;Plantcyc:(CPD-8355);PubMed;Lipid:(LPE(18:1));COCONUT:(CNP0346650);PubChem:(9547071 9547072 25244076 58177709 71571631 74413339 101048331 101926648 123672547 124390050);CHEBI:(75168 74971 60287);PubChem class - bio and metabolites;YMDB:(1207);Training Set;Biocyc:(CPD-8355 SMA-0000030)	4314581098	502.29031	428.46	396_mapp_batch_00114_sirius_401	401
307	1	1	2	2	0.20254501854160398	-65.55106326408117	0.9999999999999999	33.40895507685782	C10H10O2	[M + H]+	CVBUKMMMRLOKQR	InChI=1S/C10H10O2/c1-8(11)7-10(12)9-5-3-2-4-6-9/h2-6H,7H2,1H3	Benzoyl-aceton	CC(=O)CC(=O)C1=CC=CC=C1	1.59423459	7166	NORMAN:(NS00022887);COCONUT:(CNP0326732);Natural Products:(UNPD89897);PubChem:(7166);SuperNatural:(SN00011538);ZINC bio:(ZINC05159235);PubChem class - bio and metabolites;MeSH:(7166);PubChem class - safety and toxic;PubMed;Biocyc:(CPD-8880)	87337030	163.07536	304.42	331_mapp_batch_00114_sirius_336	336
308	1	1	2	2	0.202429054035368	-16.082249120126168	0.9999999999999999	21.670242149230276	C16H22O4	[M + H]+	DJDSLBVSSOQSLW	InChI=1S/C16H22O4/c1-3-5-8-12(4-2)11-20-16(19)14-10-7-6-9-13(14)15(17)18/h6-7,9-10,12H,3-5,8,11H2,1-2H3,(H,17,18)	mono-ethylhexyl	CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O	4.11056852	20393;6426665;21924291;45356267;86308131;86308132;86308133;101142104	HMDB:(13248);ZINC bio:(ZINC01529633 ZINC01529634);additional;MeSH:(20393);PubMed;NORMAN:(NS00010576);COCONUT:(CNP0129891);Natural Products:(UNPD207674);PubChem:(20393 6426665 21924291 45356267 86308131 86308132 86308133 101142104);CHEBI:(17243 58071);PubChem class - bio and metabolites;KEGG:(C03343);PubChem class - safety and toxic;Training Set;Biocyc:(2-ETHYLHEXYL-PHTHALATE)	86829422	279.15914	475.15	411_mapp_batch_00114_sirius_416	416
309	1	2	1	2	0.19764511042837524	-495.9818752511163	0.022110552763819097	36.826595597026426	C33H37N5O10	[M + K]+	AQYGCJOAEAROGD	InChI=1S/C33H37N5O10/c34-21(12-19-4-7-25(40)28(43)15-19)31(46)37-22(13-20-5-8-26(41)29(44)16-20)32(47)36-17-30(45)38-11-1-2-23(38)33(48)35-10-9-18-3-6-24(39)27(42)14-18/h3-10,14-16,21-23,39-44H,1-2,11-13,17,34H2,(H,35,48)(H,36,47)(H,37,46)	(2S)-1-[2-[[2-[[(2S)-2-amino-3-(3,4-dihydroxyphenyl)propanoyl]amino]-3-(3,4-dihydroxyphenyl)propanoyl]amino]acetyl]-N-[(E)-2-(3,4-dihydroxyphenyl)ethenyl]pyrrolidine-2-carboxamide	C1CC(N(C1)C(=O)CNC(=O)C(CC2=CC(=C(C=C2)O)O)NC(=O)C(CC3=CC(=C(C=C3)O)O)N)C(=O)NC=CC4=CC(=C(C=C4)O)O	1.20000005	11104307;21776287	COCONUT:(CNP0179997);KNApSAcK:(45429);Natural Products:(UNPD45428);PubChem:(11104307 21776287);SuperNatural:(SN00342675);MeSH:(11104307);PubMed	3178582	702.21375	663.86	510_mapp_batch_00114_sirius_515	515
310	1	1	1	4	0.1945953053420458	-104.15823517826435	0.021608040201005027	10.305279841187236	C6H17N2OP	[M - H2O + H]+	ZBFJXELASZBPBJ	InChI=1S/C6H17N2OP/c1-6-10(9,7(2)3)8(4)5/h6H2,1-5H3	N,N'',N''-Tetramethylethylphosphonamide	CCP(=O)(N(C)C)N(C)C	0.200000003	84576	PubChem:(84576);NORMAN:(NS00053498)	262146	147.10325	69.69	206_mapp_batch_00114_sirius_206	206
311	1	1	2	2	0.194158902260357	-107.23396466131194	0.9999999999999999	47.93423199354365	C11H16O4	[M - H2O + H]+	JJDDNDUPYSEUHP	InChI=1S/C11H16O4/c1-4-15-10(14)9-8(13)5-7(12)6-11(9,2)3/h9H,4-6H2,1-3H3	4-Carbethoxydimedone	CCOC(=O)C1C(=O)CC(=O)CC1(C)C	1.29999995	107495	PubChem:(107495);NORMAN:(NS00048608)	262146	195.10169	389.1	372_mapp_batch_00114_sirius_377	377
312	1	1	2	2	0.19349680374526498	-162.3857028315372	0.9999999999999999	61.33701441732037	C8H15NO3S	[M - H2O + H]+	QYBHFBWGLSFIEN	InChI=1S/C8H15NO3S/c10-13(11,12)7-6-9-8-4-2-1-3-5-8/h2,4,8-9H,1,3,5-7H2,(H,10,11,12)	null	C1CC=CC(C1)NCCS(=O)(=O)O	-1.60000002	24820115;44228997;74324865	PubChem:(24820115 44228997 74324865);PubChem class - bio and metabolites	16777218	188.0738	33.99	96_mapp_batch_00114_sirius_96	96
313	1	1	1	1	0.19349014634575573	-61.16417455979911	0.9994974874371858	16.960431101239628	C5H10N2O3	[M + K]+	QYTWIMMLQKHPGL	InChI=1S/C5H10N2O3/c6-5(10)7-3-1-2-4(8)9/h1-3H2,(H,8,9)(H3,6,7,10)	4-ureidobutanoic acid	C(CC(=O)O)CNC(=O)N	-1.20000005	1571306;1571307	COCONUT:(CNP0029625 CNP0167058);Natural Products:(UNPD51326);PubChem:(1571306 1571307);SuperNatural:(SN00002575 SN00252635);YMDB Mine;ZINC bio:(ZINC01781039);PubChem class - safety and toxic;PubMed;KEGG Mine	43019968578	185.032	33.37	88_mapp_batch_00114_sirius_88	88
