id	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#all classifications	featureId
279_mapp_batch_00114_sirius_279	C9H20O4	[M + H]+	C9H20O4	Fatty acids	0.9482762217521667	Glycerolipids	0.7582423090934753	Monoacylglycerols	0.7569706439971924	Monoradylglycerols	0.17393620312213898			Monoradylglycerols	0.17393620312213898	Glycerolipids	0.16351483762264252	Lipids and lipid-like molecules	0.4424263536930084	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	279
282_mapp_batch_00114_sirius_282	C19H39N5O7	[M - H2O + H]+	C19H37N5O6	Amino acids and Peptides	0.910341739654541	Small peptides	0.867506742477417	Tripeptides	0.5528371930122375	Dipeptides	0.744422197341919	Peptides	0.4861091077327728	Amino acids, peptides, and analogues	0.8422424793243408	Carboxylic acids and derivatives	0.8748586773872375	Organic acids and derivatives	0.8788224458694458	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Aldehydes; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities	282
283_mapp_batch_00114_sirius_283	C13H25N2O8PS	[M + H]+	C13H25N2O8PS	Fatty acids	0.8282999992370605	Fatty esters	0.9928584098815918	Fatty acyl CoAs	0.20413294434547424	Pentose phosphates	0.902987539768219	Monosaccharides	0.9996985197067261	Carbohydrates and carbohydrate conjugates	0.9986481070518494	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Organic phosphoric acids and derivatives; Phosphate esters; Organic oxoanionic compounds; N-acyl amines; Pentoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Secondary carboxylic acid amides; Organic pyrophosphates; Carbonyl compounds; Pentose phosphates; Tetrahydrofurans; Alkyl phosphates; Monoalkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	283
284_mapp_batch_00114_sirius_284	C7H14N2O2S	[M + H]+	C7H14N2O2S	Alkaloids	0.4587324857711792	Ornithine alkaloids	0.12338609248399734	Dipeptides	0.08673050254583359	Beta amino acids and derivatives	0.49870961904525757	Amino acids and derivatives	0.6953166127204895	Amino acids, peptides, and analogues	0.706217885017395	Carboxylic acids and derivatives	0.995422899723053	Organic acids and derivatives	0.9995697140693665	Organic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Thioesters; Secondary carboxylic acid amides; Carbonyl compounds; Sulfenyl compounds; Dialkylthioethers; Carbothioic S-esters; Acetamides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	284
285_mapp_batch_00114_sirius_285	C13H24N2O5S	[M + H]+	C13H24N2O5S	Fatty acids	0.6215780973434448	Fatty amides	0.7502037882804871	N-acyl amines	0.8983349800109863	Beta amino acids and derivatives	0.99943608045578	Amino acids and derivatives	0.9866211414337158	Amino acids, peptides, and analogues	0.990440845489502	Carboxylic acids and derivatives	0.9784020781517029	Organic acids and derivatives	0.999665379524231	Organic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Alkylthiols; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Beta amino acids and derivatives; Thiols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	285
286_mapp_batch_00114_sirius_286	C13H24N2O5S	[M + Na]+	C13H24N2O5S	Fatty acids	0.6315173506736755	Fatty amides	0.6449837684631348	N-acyl amines	0.515255868434906	Beta amino acids and derivatives	0.8153595924377441	Amino acids and derivatives	0.7247666120529175	Amino acids, peptides, and analogues	0.7321671843528748	Carboxylic acids and derivatives	0.8304568529129028	Organic acids and derivatives	0.9827861785888672	Organic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Sulfones; Carboxylic acid derivatives; N-acyl amines; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Beta amino acids and derivatives; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	286
287_mapp_batch_00114_sirius_287	C10H20N2O2	[M + H]+	C10H20N2O2	Alkaloids	0.9895330667495728	Ornithine alkaloids	0.2623474597930908	Polyamines	0.035498131066560745	Amino acids and derivatives	0.9771700501441956	Amino acids and derivatives	0.9771700501441956	Amino acids, peptides, and analogues	0.9781783223152161	Carboxylic acids and derivatives	0.9924542307853699	Organic acids and derivatives	0.9970620274543762	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Oxazinanes; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Morpholines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Dialkyl ethers; Secondary carboxylic acid amides; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Fatty Acyls; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	287
288_mapp_batch_00114_sirius_288	C17H21NO4	[M + H]+	C17H21NO4	Alkaloids	0.9997614026069641	Ornithine alkaloids	0.9997746348381042	Tropane alkaloids	0.9999862909317017	Amino acids and derivatives	0.9982132911682129	Amino acids and derivatives	0.9982132911682129	Amino acids, peptides, and analogues	0.9981715679168701	Carboxylic acids and derivatives	0.9999997615814209	Organic acids and derivatives	0.9999998807907104	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Benzoic acids and derivatives; Piperidines; Pyrrolidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Alkaloids and derivatives; Benzoyl derivatives; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Tropane alkaloids; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Carbonyl compounds; Piperidinecarboxylic acids and derivatives; Trialkylamines; Benzene and substituted derivatives; Piperidinecarboxylic acids; Benzenoids; Amines; Tertiary amines; Methyl esters; N-alkylpyrrolidines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	288
289_mapp_batch_00114_sirius_289	C21H41N5O7	[M + H]+	C21H41N5O7	Amino acids and Peptides	0.6726048588752747	Oligopeptides	0.5644453167915344	Cyclic peptides	0.7982978224754333	Alpha amino acids and derivatives	0.5723178386688232	Amino acids and derivatives	0.820868968963623	Amino acids, peptides, and analogues	0.8917036056518555	Carboxylic acids and derivatives	0.9384883046150208	Organic acids and derivatives	0.9858552813529968	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Macrolactams; Lactams; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Hydroxamic acids; Carboxylic acid amides; Carboxylic acid derivatives; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	289
290_mapp_batch_00114_sirius_290	C21H25NO4	[M + H]+	C21H25NO4	Alkaloids	0.9995037317276001	Tyrosine alkaloids	0.9821439981460571	Isoquinoline alkaloids	0.7717023491859436	Aporphines	0.9863900542259216					Aporphines	0.9863900542259216	Alkaloids and derivatives	0.9826784729957581	Organic compounds; Organoheterocyclic compounds; Naphthalenes; Phenanthrenes and derivatives; Alkyl aryl ethers; Anisoles; Ethers; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Aporphines; Quinolines and derivatives; Benzoquinolines; Trialkylamines; Phenol ethers; Benzenoids; Amines; Tertiary amines; Tetrahydroisoquinolines; Aralkylamines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	290
291_mapp_batch_00114_sirius_291	C12H27NO2	[M + H]+	C12H27NO2	Fatty acids	0.951407253742218	Fatty acyls	0.9468821287155151	Fatty alcohols	0.8948577046394348	1,2-aminoalcohols	0.8938275575637817	Alkanolamines	0.9997803568840027	Amines	0.9999995231628418	Organonitrogen compounds	0.999998927116394	Organic nitrogen compounds	0.9999719858169556	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	291
292_mapp_batch_00114_sirius_292	C10H23NO	[M + H]+	C10H23NO	Fatty acids	0.6423312425613403	Fatty acyls	0.9337326884269714	Fatty alcohols	0.7239214777946472	1,2-aminoalcohols	0.7370498776435852	Alkanolamines	0.9212015867233276	Amines	0.9997103810310364	Organonitrogen compounds	0.9999990463256836	Organic nitrogen compounds	0.999997615814209	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Dialkylamines; Amines; Secondary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	292
293_mapp_batch_00114_sirius_294	C12H27NO3	[M + H]+	C12H27NO3	Fatty acids	0.8258139491081238	Fatty acyls	0.3507359027862549	Fatty alcohols	0.26376429200172424	1,2-aminoalcohols	0.9967702627182007	Alkanolamines	0.9995456337928772	Amines	0.9999994039535522	Organonitrogen compounds	0.9999994039535522	Organic nitrogen compounds	0.9999985694885254	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Amines; Secondary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	294
294_mapp_batch_00114_sirius_297	C10H18O6	[M - H2O + H]+	C10H16O5	Fatty acids	0.9324529767036438	Fatty Acids and Conjugates	0.4871453642845154	Dicarboxylic acids	0.3685605227947235	Fatty acid esters	0.5549599528312683			Fatty acid esters	0.5549599528312683	Fatty Acyls	0.500088095664978	Lipids and lipid-like molecules	0.40187332034111023	Organic compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	297
295_mapp_batch_00114_sirius_298	C12H26O5	[M + H]+	C12H26O5	Fatty acids	0.9563270211219788	Glycerolipids	0.8461545705795288	Monoacylglycerols	0.8812968134880066	Secondary alcohols	0.904449462890625	Secondary alcohols	0.904449462890625	Alcohols and polyols	0.9985389709472656	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	298
297_mapp_batch_00114_sirius_302	C24H40N2O2S	[M + Na]+	C24H40N2O2S	Alkaloids	0.9429028630256653	Pseudoalkaloids	0.5184503197669983	Phenylalanine-derived alkaloids	0.11793184280395508	Benzenesulfonamides	0.516239583492279			Benzenesulfonamides	0.516239583492279	Benzene and substituted derivatives	0.25814002752304077	Benzenoids	0.9048928022384644	Organic compounds; Organosulfur compounds; Benzenesulfonamides; Organic acids and derivatives; Organosulfonic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Sulfonyls; Organosulfonamides; Trialkylamines; Benzenoids; Amines; Secondary amines; Tertiary amines; Aminosulfonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic sulfonic acids and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	302
299_mapp_batch_00114_sirius_304	C12H10N4O2	[M + H]+	C12H10N4O2	Alkaloids	0.9999929666519165	Anthranilic acid alkaloids	0.6342160105705261	pteridine alkaloids	0.9380479454994202	Flavins	0.9751562476158142	Flavins	0.9751562476158142	Alloxazines and isoalloxazines	0.999067485332489	Pteridines and derivatives	0.9999997615814209	Organoheterocyclic compounds	1.0	Organic compounds; Organoheterocyclic compounds; Pyrazines; Pyrimidines and pyrimidine derivatives; Pteridines and derivatives; Lactams; Organic acids and derivatives; Organonitrogen compounds; Pyrimidones; Organooxygen compounds; Organic carbonic acids and derivatives; Alloxazines and isoalloxazines; Quinoxalines; Ureas; Flavins; Diazines; Benzenoids; Vinylogous amides; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Diazanaphthalenes; Benzodiazines; Chemical entities	304
301_mapp_batch_00114_sirius_306	C19H37NO5	[M - H2O + H]+	C19H35NO4	Fatty acids	0.30769869685173035	Ornithine alkaloids	0.6476057171821594	N-acyl amines	0.2463197410106659	Amino acids and derivatives	0.8115808367729187	Amino acids and derivatives	0.8115808367729187	Amino acids, peptides, and analogues	0.8030425310134888	Carboxylic acids and derivatives	0.9998070597648621	Organic acids and derivatives	0.9999754428863525	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; N-organohydroxylamines; Piperidines; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Carbonyl compounds; Dialkylamines; Amines; Secondary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	306
302_mapp_batch_00114_sirius_307	C12H22O6	[M + H]+	C12H22O6	Fatty acids	0.9556486010551453	Fatty esters	0.4361342191696167	Wax monoesters	0.5566731095314026	Hexoses	0.06061902269721031	Monosaccharides	0.041951168328523636	Carbohydrates and carbohydrate conjugates	0.0036088170018047094	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Polyethylene glycols; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	307
303_mapp_batch_00114_sirius_308	C13H21N5O2	[M + H]+	C13H21N5O2	Alkaloids	0.9468182325363159	Peptide alkaloids	0.5338440537452698	Simple amide alkaloids	0.28839099407196045	N-acyl-alpha amino acids and derivatives	0.26238682866096497	Amino acids and derivatives	0.5416979789733887	Amino acids, peptides, and analogues	0.54421067237854	Carboxylic acids and derivatives	0.9026076197624207	Organic acids and derivatives	0.9367097020149231	Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Diazines; Secondary carboxylic acid amides; Amines; Tertiary amines; Dialkylarylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	308
305_mapp_batch_00114_sirius_310	C8H18O3	[M + H]+	C8H18O3	Fatty acids	0.9915959239006042	Glycerolipids	0.8434889316558838	Monoacylglycerols	0.792848527431488	Polyethylene glycols	0.04528665542602539	Dialkyl ethers	0.9970061182975769	Ethers	0.9990748167037964	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	310
306_mapp_batch_00114_sirius_311	C10H22O4	[M + H]+	C10H22O4	Fatty acids	0.9911395907402039	Glycerolipids	0.9820677638053894	Monoacylglycerols	0.9803979992866516	Polyethylene glycols	0.8619253039360046	Dialkyl ethers	0.9994785189628601	Ethers	0.9998548030853271	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	311
307_mapp_batch_00114_sirius_312	C15H32O6	[M + H]+	C15H32O6	Fatty acids	0.9489419460296631	Glycerolipids	0.8509143590927124	Monoacylglycerols	0.9142524600028992	Secondary alcohols	0.8430210947990417	Secondary alcohols	0.8430210947990417	Alcohols and polyols	0.9953977465629578	Organooxygen compounds	1.0	Organic oxygen compounds	1.0	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	312
308_mapp_batch_00114_sirius_313	C8H16O2	[M + K]+	C8H16O2	Fatty acids	0.9463031888008118	Fatty esters	0.9800856709480286	Wax monoesters	0.9550750851631165	Fatty acid esters	0.768092155456543			Fatty acid esters	0.768092155456543	Fatty Acyls	0.8519567251205444	Lipids and lipid-like molecules	0.926710844039917	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	313
309_mapp_batch_00114_sirius_314	C6H12O2	[M + K]+	C6H12O2	Fatty acids	0.9673203825950623	Fatty esters	0.9789009094238281	Wax monoesters	0.9496839642524719	Fatty acid esters	0.5002673268318176			Fatty acid esters	0.5002673268318176	Fatty Acyls	0.7007818818092346	Lipids and lipid-like molecules	0.7253208160400391	Organic compounds; Lipids and lipid-like molecules; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Fatty acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	314
311_mapp_batch_00114_sirius_316	C9H10O3	[M - H2O + H]+	C9H8O2	Shikimates and Phenylpropanoids	0.9337963461875916	Phenolic acids (C6-C1)	0.6597738862037659	Simple phenolic acids	0.6004751920700073	Benzoic acid esters	0.7075819373130798	Benzoic acid esters	0.7075819373130798	Benzoic acids and derivatives	0.9487663507461548	Benzene and substituted derivatives	0.9941868782043457	Benzenoids	0.9998113512992859	Organic compounds; Alcohols and polyols; Benzoic acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Carboxylic acid esters; Benzoic acid esters; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	316
313_mapp_batch_00114_sirius_318	C11H14O4	[M + H]+	C11H14O4	Shikimates and Phenylpropanoids	0.9760235548019409	Phenolic acids (C6-C1)	0.8782946467399597	Simple phenolic acids	0.8226996064186096	Benzoic acid esters	0.99820876121521	Benzoic acid esters	0.99820876121521	Benzoic acids and derivatives	0.9995700716972351	Benzene and substituted derivatives	0.9992644190788269	Benzenoids	0.999957799911499	Organic compounds; Alcohols and polyols; Benzoic acids and derivatives; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Benzoyl derivatives; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Benzoic acid esters; Benzene and substituted derivatives; Benzenoids; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	318
314_mapp_batch_00114_sirius_319	C12H23NO4	[M + H]+	C12H23NO4	Fatty acids	0.8783692121505737	Fatty esters	0.708534300327301	Wax monoesters	0.686271607875824	Alpha amino acid esters	0.9509942531585693	Amino acids and derivatives	0.9994847774505615	Amino acids, peptides, and analogues	0.9994367957115173	Carboxylic acids and derivatives	0.9999215602874756	Organic acids and derivatives	0.9999511241912842	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Carbamic acids and derivatives; Organooxygen compounds; Amino acids and derivatives; Alpha amino acid esters; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	319
315_mapp_batch_00114_sirius_320	C14H31NO2	[M + H]+	C14H31NO2	Fatty acids	0.9229302406311035	Fatty acyls	0.8838257193565369	Fatty alcohols	0.8504340052604675	1,2-aminoalcohols	0.7992625832557678	Alkanolamines	0.9998761415481567	Amines	0.9999991655349731	Organonitrogen compounds	0.9999997615814209	Organic nitrogen compounds	0.9999953508377075	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	320
316_mapp_batch_00114_sirius_321	C12H27NO	[M + H]+	C12H27NO	Fatty acids	0.8242614269256592	Fatty acyls	0.8218353390693665	Fatty alcohols	0.3005668818950653	Long-chain alkyl amine oxides	0.5913805961608887	Long-chain alkyl amine oxides	0.5913805961608887	Aminoxides	0.4427638351917267	Organonitrogen compounds	0.9999994039535522	Organic nitrogen compounds	0.999998927116394	Organic compounds; Organonitrogen compounds; Organooxygen compounds; Dialkylamines; Amines; Secondary amines; Organic oxides; Hydrocarbon derivatives; Long-chain alkyl amine oxides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	321
317_mapp_batch_00114_sirius_322	C14H31NO3	[M + H]+	C14H31NO3	Fatty acids	0.8986508250236511	Fatty acyls	0.34311848878860474	Sphingoid bases	0.5977139472961426	1,2-aminoalcohols	0.9939593076705933	Alkanolamines	0.9989616870880127	Amines	0.9999970197677612	Organonitrogen compounds	0.9999979734420776	Organic nitrogen compounds	0.9999958276748657	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Trialkylamines; Amines; Tertiary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	322
318_mapp_batch_00114_sirius_323	C13H26N2O2	[M + H]+	C13H26N2O2	Fatty acids	0.6844423413276672	Fatty amides	0.635325014591217	N-acyl amines	0.36263975501060486	Alpha amino acids and derivatives	0.5237365961074829	Amino acids and derivatives	0.5556411743164062	Amino acids, peptides, and analogues	0.560836136341095	Carboxylic acids and derivatives	0.9905301928520203	Organic acids and derivatives	0.9948851466178894	Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Secondary carboxylic acid amides; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	323
319_mapp_batch_00114_sirius_324	C16H35NO2	[M + H]+	C16H35NO2	Fatty acids	0.9663459658622742	Fatty acyls	0.9108231067657471	Fatty alcohols	0.9004514813423157	1,2-aminoalcohols	0.9916073083877563	Alkanolamines	0.9994834661483765	Amines	0.9999994039535522	Organonitrogen compounds	0.9999985694885254	Organic nitrogen compounds	0.99993896484375	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Trialkylamines; Amines; Tertiary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	324
320_mapp_batch_00114_sirius_325	C14H31NO	[M + H]+	C14H31NO	Fatty acids	0.8917863368988037	Fatty acyls	0.7775892615318298	Fatty alcohols	0.6678133010864258	1,2-aminoalcohols	0.9575374126434326	Alkanolamines	0.9899022579193115	Amines	0.9999674558639526	Organonitrogen compounds	0.9999992847442627	Organic nitrogen compounds	0.9999885559082031	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	325
321_mapp_batch_00114_sirius_326	C16H35NO3	[M + H]+	C16H35NO3	Fatty acids	0.9454947113990784	Sphingolipids	0.47609618306159973	Sphingoid bases	0.7681120038032532	1,2-aminoalcohols	0.9972482323646545	Alkanolamines	0.9993465542793274	Amines	0.9999988079071045	Organonitrogen compounds	0.9999992847442627	Organic nitrogen compounds	0.9999982118606567	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Trialkylamines; Amines; Tertiary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	326
