"sirius_smiles"	"sirius_confidenceRank"	"sirius_structurePerIdRank"	"sirius_formulaRank"	"sirius_#adducts"	"sirius_#predictedFPs"	"sirius_ConfidenceScore"	"sirius_CSI:FingerIDScore"	"sirius_ZodiacScore"	"sirius_SiriusScore"	"sirius_molecularFormula"	"sirius_adduct"	"sirius_InChIkey2D"	"sirius_InChI"	"sirius_name"	"sirius_xlogp"	"sirius_pubchemids"	"sirius_links"	"sirius_dbflags"	"sirius_ionMass"	"sirius_retentionTimeInSeconds"	"sirius_id"	"sirius_featureId"	"sirius_chebiid"	"sirius_chebiasciiname"	"feature_id"
"CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCC"	294	1	1	1	1	"0.2245689768012646"	-5.78994013257753	1	18.7384884704532	"C38H74NO8P"	"[M + H]+"	"XIVQWQSVYQCUSU"	"InChI=1S/C38H74NO8P/c1-6-8-10-12-14-16-18-19-21-22-24-26-28-30-37(40)44-34-36(35-46-48(42,43)45-33-32-39(3,4)5)47-38(41)31-29-27-25-23-20-17-15-13-11-9-7-2/h13,15,36H,6-12,14,16-35H2,1-5H3/p+1"	"1-palmitoyl-2-myristoleoyl-sn-glycero-3-phosphocholine"	11.5	"52922408;52922409;134778636;134778637;138296633;138296634"	"COCONUT:(CNP0002288);HMDB:(7966);PubChem:(52922408 52922409 134778636 134778637 138296633 138296634);Lipid:(PC 30:1);PubChem class - bio and metabolites"	4313841674	704.52262	618.27	"498_mapp_batch_00114_sirius_503"	503	NA	NA	503
"CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCCCCCCCC"	242	1	1	1	1	"0.3002051016567773"	-1.30617385788595	1	17.8750676945192	"C42H82NO8P"	"[M + H]+"	"WTJKGGKOPKCXLL"	"InChI=1S/C42H82NO8P/c1-6-8-10-12-14-16-18-20-21-23-25-27-29-31-33-35-42(45)51-40(39-50-52(46,47)49-37-36-43(3,4)5)38-48-41(44)34-32-30-28-26-24-22-19-17-15-13-11-9-7-2/h20-21,40H,6-19,22-39H2,1-5H3/p+1"	"Brain PC"	13.6999998	"65167;65168;168614;168615;6070971;5282288;5283485;5313178;5313179;5313180;6436017;5497103;6506401;10908846;49867521;46891719;46891720;54448670;54448671;71751451;71751452;71751453;71751454;71309785;71309786;76974817;76974818;87330097;87330098;90904813;100970416;117064596;117064597;133686966;136212622;136212623"	"HMDB:(7972);ZINC bio:(ZINC32792153);additional;MeSH:(65167 5497103 6070971 6436017 6506401 10908846);Plantcyc:(CPD-8157);PubMed;Lipid:(PC 34:1);COCONUT:(CNP0347968);KNApSAcK:(32109);PubChem:(65167 65168 168614 168615 6070971 5282288 5283485 5313178 5313179 5313180 6436017 5497103 6506401 10908846 49867521 46891719 46891720 54448670 54448671 71751451 71751452 71751453 71751454 71309785 71309786 76974817 76974818 87330097 87330098 90904813 100970416 117064596 117064597 133686966 136212622 136212623);CHEBI:(73001);PubChem class - bio and metabolites;KEGG:(C13875);YMDB:(1183);Training Set;PubChem class - drug;Biocyc:(CPD-8157)"	4348143998	760.58455	583.09	"471_mapp_batch_00114_sirius_476"	476	NA	NA	476
"CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCC"	301	1	1	1	1	"0.21427439014846772"	-7.3815819311856	1	17.0868503417732	"C34H68NO8P"	"[M + H]+"	"WHXGUMQFAMJVSQ"	"InChI=1S/C34H68NO8P/c1-6-8-10-12-14-15-16-17-18-19-21-22-24-26-33(36)40-30-32(31-42-44(38,39)41-29-28-35(3,4)5)43-34(37)27-25-23-20-13-11-9-7-2/h32H,6-31H2,1-5H3/p+1"	"1-hexadecanoyl-2-decanoyl-sn-phosphatidylcholine"	10.3000002	"5289120;5289121;5313155;24778676;133084103;134775873"	"PubChem:(5289120 5289121 5313155 24778676 133084103 134775873);CHEBI:(75300);Lipid:(PC 26:0);PubChem class - bio and metabolites"	4311744546	650.4757	577.71	"465_mapp_batch_00114_sirius_470"	470	NA	NA	470
"CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCCCCCCCC"	355	1	1	1	1	"0.12251754896490138"	-5.27199428025564	1	10.9450553616217	"C34H68NO8P"	"[M + Na]+"	"WHXGUMQFAMJVSQ"	"InChI=1S/C34H68NO8P/c1-6-8-10-12-14-15-16-17-18-19-21-22-24-26-33(36)40-30-32(31-42-44(38,39)41-29-28-35(3,4)5)43-34(37)27-25-23-20-13-11-9-7-2/h32H,6-31H2,1-5H3/p+1"	"1-hexadecanoyl-2-decanoyl-sn-phosphatidylcholine"	10.3000002	"5289120;5289121;5313155;24778676;133084103;134775873"	"PubChem:(5289120 5289121 5313155 24778676 133084103 134775873);CHEBI:(75300);Lipid:(PC 26:0);PubChem class - bio and metabolites"	4311744546	672.45734	577.98	"464_mapp_batch_00114_sirius_469"	469	NA	NA	469
"CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O"	196	1	1	1	1	"0.3788679520734831"	-4.76990860969916	1	4023.60753095692	"C21H44NO7P"	"[M + Na]+"	"YVYMBNSKXOXSKW"	"InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)"	"1-16:0-lysoPE"	2.4000001	"89229;5256421;9547069;25229539;58177710;72199749;101048330"	"HMDB:(11503);additional;MeSH:(89229);PubMed;Lipid:(LPE(16:0));NORMAN:(NS00047196);COCONUT:(CNP0346648);PubChem:(89229 5256421 9547069 25229539 58177710 72199749 101048330);CHEBI:(73134 73004);PubChem class - bio and metabolites;YMDB:(1197);Training Set;Biocyc:(CPD0-2234 CPD-8353);KEGG Mine"	12904646766	476.2749	422.44	"389_mapp_batch_00114_sirius_394"	394	NA	NA	394
"CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O"	114	1	1	1	1	"0.5735986043056928"	-0.370366840384946	1	7022.45532689633	"C21H44NO7P"	"[M + H]+"	"YVYMBNSKXOXSKW"	"InChI=1S/C21H44NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21(24)27-18-20(23)19-29-30(25,26)28-17-16-22/h20,23H,2-19,22H2,1H3,(H,25,26)"	"1-16:0-lysoPE"	2.4000001	"89229;5256421;9547069;25229539;58177710;72199749;101048330"	"HMDB:(11503);additional;MeSH:(89229);PubMed;Lipid:(LPE(16:0));NORMAN:(NS00047196);COCONUT:(CNP0346648);PubChem:(89229 5256421 9547069 25229539 58177710 72199749 101048330);CHEBI:(73134 73004);PubChem class - bio and metabolites;YMDB:(1197);Training Set;Biocyc:(CPD0-2234 CPD-8353);KEGG Mine"	12904646766	454.29308	422.44	"390_mapp_batch_00114_sirius_395"	395	NA	NA	395
"CCCCCCCCCCCCCCCC(C(C)N)O"	227	1	1	1	2	"0.3305141193183416"	-50.3574466682004	1	49.8084835022685	"C18H39NO"	"[M + H]+"	"YRYJJIXWWQLGGV"	"InChI=1S/C18H39NO/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-18(20)17(2)19/h17-18,20H,3-16,19H2,1-2H3"	"1-deoxySa"	6.9000001	"9925886;21888542;57017700;58743260;58743267;71734053;121370993;131708701;131708702"	"MeSH:(9925886);KNApSAcK:(44752);PubChem:(9925886 21888542 57017700 58743260 58743267 71734053 121370993 131708701 131708702);PubMed;CHEBI:(67109 67106)"	118	286.31042	353.78	"355_mapp_batch_00114_sirius_360"	360	NA	NA	360
"CCCCCCCCCCCCCCCC(C(CO)N)O"	73	1	1	1	2	"0.69923647845464"	-0.333792844280714	1	61.2804341711728	"C18H39NO2"	"[M + H]+"	"OTKJDMGTUTTYMP"	"InChI=1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h17-18,20-21H,2-16,19H2,1H3"	"saginfol"	5.80000019	"3126;91486;644242;401256;447883;3058739;5746414;6603822;13528090;46878428;90658247;89054496;102515217;129856539;129887204;131846123;138986936;138986938"	"HMDB:(269);SuperNatural:(SN00339357 SN00314363 SN00361267 SN00237998);ZINC bio:(ZINC08036012 ZINC08214671);additional;MeSH:(3126 91486 3058739 5746414 6603822);Plantcyc:(CPD-13612 CPD-13613);PubMed;NORMAN:(NS00014822);COCONUT:(CNP0083322 CNP0239767);KNApSAcK:(7540);Natural Products:(UNPD176931 UNPD9061 UNPD119339 UNPD11588);PubChem:(3126 91486 644242 401256 447883 3058739 5746414 6603822 13528090 46878428 90658247 89054496 102515217 129856539 129887204 131846123 138986936 138986938);CHEBI:(16566 57817 46968);PubChem class - bio and metabolites;KEGG:(C00836);PubChem class - safety and toxic;YMDB:(327);Training Set;PubChem class - drug;Biocyc:(CPD-13612 CPD-13613 CPD-18488)"	121629054	302.30547	340.71	"349_mapp_batch_00114_sirius_354"	354	NA	NA	354
"CCCCCCCCCCCCCCCC(C(CO)N)O"	67	1	1	2	2	"0.7194206147881768"	-6.03808280718852	1	34.8863132625757	"C18H39NO2"	"[M - H2O + H]+"	"OTKJDMGTUTTYMP"	"InChI=1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-18(21)17(19)16-20/h17-18,20-21H,2-16,19H2,1H3"	"saginfol"	5.80000019	"3126;91486;644242;401256;447883;3058739;5746414;6603822;13528090;46878428;90658247;89054496;102515217;129856539;129887204;131846123;138986936;138986938"	"HMDB:(269);SuperNatural:(SN00339357 SN00314363 SN00361267 SN00237998);ZINC bio:(ZINC08036012 ZINC08214671);additional;MeSH:(3126 91486 3058739 5746414 6603822);Plantcyc:(CPD-13612 CPD-13613);PubMed;NORMAN:(NS00014822);COCONUT:(CNP0083322 CNP0239767);KNApSAcK:(7540);Natural Products:(UNPD176931 UNPD9061 UNPD119339 UNPD11588);PubChem:(3126 91486 644242 401256 447883 3058739 5746414 6603822 13528090 46878428 90658247 89054496 102515217 129856539 129887204 131846123 138986936 138986938);CHEBI:(16566 57817 46968);PubChem class - bio and metabolites;KEGG:(C00836);PubChem class - safety and toxic;YMDB:(327);Training Set;PubChem class - drug;Biocyc:(CPD-13612 CPD-13613 CPD-18488)"	121629054	284.29478	360.1	"362_mapp_batch_00114_sirius_367"	367	NA	NA	367
"CCCCCCCCCCCCCCCC(C(COC1C(C(C(C(O1)CO)O)O)O)N)O"	208	1	1	1	2	"0.3475286758016018"	-115.955627940895	1	13.1696940487264	"C24H49NO7"	"[M + H]+"	"FIFSBOWKHSUGDL"	"InChI=1S/C24H49NO7/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-19(27)18(25)17-31-24-23(30)22(29)21(28)20(16-26)32-24/h18-24,26-30H,2-17,25H2,1H3"	"D-Glucosyldihydrosphingosine"	4.19999981	"440147;3306290;10837823;56837455;86290079;101685163;117811292;126544958"	"COCONUT:(CNP0329280);PubChem:(440147 3306290 10837823 56837455 86290079 101685163 117811292 126544958);SuperNatural:(SN00213222);CHEBI:(83234 83235);KEGG:(C03858);PubMed"	3146082	464.35848	548.18	"445_mapp_batch_00114_sirius_450"	450	NA	NA	450
"CCCCCCCCCCCCCCCCC(C(=O)NC(COC1C(C(C(C(O1)CO)O)O)O)C(C=CCCC(=O)C(=C)CCCCCCCCC)O)O"	322	1	1	1	1	"0.1708380946546294"	-550.741722376924	1	68.6750170426493	"C43H79NO10"	"[M + Na]+"	"MKDAUPXSVHJOBE"	"InChI=1S/C43H79NO10/c1-4-6-8-10-12-13-14-15-16-17-18-20-22-24-30-37(48)42(52)44-34(32-53-43-41(51)40(50)39(49)38(31-45)54-43)36(47)29-26-25-28-35(46)33(3)27-23-21-19-11-9-7-5-2/h26,29,34,36-41,43,45,47-51H,3-25,27-28,30-32H2,1-2H3,(H,44,52)"	"null"	8.89368629	NA	"COCONUT:(CNP0324113);Natural Products:(UNPD222923)"	2129920	792.56222	618.81	"496_mapp_batch_00114_sirius_501"	501	NA	NA	501
"CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O"	95	1	1	1	1	"0.6210275455809335"	-2.19139613221472	1	5051.48401851109	"C26H54NO7P"	"[M + H]+"	"IHNKQIMGVNPMTC"	"InChI=1S/C26H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h25,28H,5-24H2,1-4H3/p+1"	"1-18:0-lysoPC"	6.69999981	"86556;86557;497299;497300;5313984;10436817;136212659;136212660"	"HMDB:(10384 94688);SuperNatural:(SN00335634);additional;MeSH:(86556 497299 497300);PubMed;Lipid:(LPC(18:0));COCONUT:(CNP0241659 CNP0346784);Natural Products:(UNPD115977);PubChem:(86556 86557 497299 497300 5313984 10436817 136212659 136212660);CHEBI:(73858);PubChem class - bio and metabolites;EcoCyc Mine;YMDB:(1187);Training Set;Biocyc:(CPD-8345)"	21495400558	524.37141	462.14	"406_mapp_batch_00114_sirius_411"	411	NA	NA	411
"CCCCCCCCCCCCCCCCCCN(CCO)CCO"	215	1	1	1	2	"0.34173339357265353"	-50.5896971137429	1	29.0014321737403	"C22H47NO2"	"[M + H]+"	"NDLNTMNRNCENRZ"	"InChI=1S/C22H47NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-23(19-21-24)20-22-25/h24-25H,2-22H2,1H3"	"PEG-2 Stearamine"	7.69999981	"61494;59996093"	"NORMAN:(NS00013945);PubChem class - food;PubChem class - safety and toxic;PubChem:(61494 59996093)"	201588738	358.36792	379.41	"367_mapp_batch_00114_sirius_372"	372	NA	NA	372
"CCCCCCCCCCCCCCCCCCNC"	176	1	1	1	2	"0.4363847083534009"	-46.2286578624985	1	15.7291944489647	"C19H41N"	"[M + H]+"	"SZEGKVHRCLBFKJ"	"InChI=1S/C19H41N/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-2/h20H,3-19H2,1-2H3"	"Methylstearylamine"	7.54491138	"75539;22321360"	"NORMAN:(NS00046934);COCONUT:(CNP0085634);PubChem class - safety and toxic;PubChem:(75539 22321360)"	69468162	284.33117	368.68	"363_mapp_batch_00114_sirius_368"	368	NA	NA	368
"CCCCCCCCCCCCCCCCN"	27	1	1	1	2	"0.8953470430825513"	-1.85197804238902	1	15.8309022989607	"C16H35N"	"[M + H]+"	"FJLUATLTXUNBOT"	"InChI=1S/C16H35N/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17/h2-17H2,1H3"	"Alamine 6"	5.92697525	"8926;3701362;117668646"	"NORMAN:(NS00013449);PubChem:(8926 3701362 117668646);YMDB Mine;additional;MeSH:(8926);PubChem class - safety and toxic;PubMed;KEGG Mine"	43017568326	242.28424	354.56	"357_mapp_batch_00114_sirius_362"	362	NA	NA	362
"CCCCCCCCCCCCCCCCS(=O)(=O)NC1=CC=CC2=C1NC=C2"	391	1	1	1	1	"0.05308304626775043"	-527.798449878323	0.557788944723618	1.23276030888759	"C24H40N2O2S"	"[M + Na]+"	"HLHGMCHARQAMND"	"InChI=1S/C24H40N2O2S/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-21-29(27,28)26-23-18-16-17-22-19-20-25-24(22)23/h16-20,25-26H,2-15,21H2,1H3"	"7-(Hexadecylsulfonamido)indole"	8.80000019	"171050"	"PubChem:(171050);NORMAN:(NS00032292)"	262146	443.26977	216.17	"297_mapp_batch_00114_sirius_302"	302	NA	NA	302
"CCCCCCCCCCCCCCN(CCO)CCO"	193	1	1	1	2	"0.38620333521192335"	-18.8683899399485	1	27.8352154208689	"C18H39NO2"	"[M + H]+"	"CPHJEACXPATRSU"	"InChI=1S/C18H39NO2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-19(15-17-20)16-18-21/h20-21H,2-18H2,1H3"	"N-Tetradecyl diethanolamine"	5.5999999	"12942137"	"NORMAN:(NS00026192);Training Set;PubChem:(12942137)"	278530	302.30539	320.59	"340_mapp_batch_00114_sirius_345"	345	NA	NA	345
"CCCCCCCCCCCCN(CCO)CCO"	69	1	1	1	2	"0.7161590243997862"	-8.3152134695889	1	47.6758668632668	"C16H35NO2"	"[M + H]+"	"NKFNBVMJTSYZDV"	"InChI=1S/C16H35NO2/c1-2-3-4-5-6-7-8-9-10-11-12-17(13-15-18)14-16-19/h18-19H,2-16H2,1H3"	"Lauryldiethanolamine"	4.5	"352309;21224599"	"NORMAN:(NS00047598);PubChem class - safety and toxic;Training Set;PubChem:(352309 21224599);PubMed"	67387458	274.27404	286.72	"319_mapp_batch_00114_sirius_324"	324	NA	NA	324
"CCCCCCCCCCCCNCCO"	249	1	1	1	2	"0.29354002203899826"	-64.8391594669621	1	20.1606517789508	"C14H31NO"	"[M + H]+"	"HCYSJBICYOIBLS"	"InChI=1S/C14H31NO/c1-2-3-4-5-6-7-8-9-10-11-12-15-13-14-16/h15-16H,2-14H2,1H3"	"2-Dodecylamino-ethanol"	4.69999981	"85512;101936510"	"NORMAN:(NS00052555);PubChem:(85512 101936510);PubMed"	262210	230.24794	288.16	"320_mapp_batch_00114_sirius_325"	325	NA	NA	325
"CCCCCCCCCCOC(=O)C1=CC(=C(C(=C1)O)O)O"	316	1	1	2	2	"0.19290477924434576"	-140.38876477211	1	69.3936453476374	"C17H26O5"	"[M + H]+"	"AOTRKUOCGUXQCY"	"InChI=1S/C17H26O5/c1-2-3-4-5-6-7-8-9-10-22-17(21)13-11-14(18)16(20)15(19)12-13/h11-12,18-20H,2-10H2,1H3"	"Decyl gallate"	4.48644733	"87956"	"NORMAN:(NS00026260);PubChem:(87956);PubMed"	262210	311.18526	371.09	"364_mapp_batch_00114_sirius_369"	369	NA	NA	369
"CCCCCCCCN(CCO)CCO"	213	1	1	1	2	"0.34434226930179995"	-58.3735003196792	1	18.0185855823913	"C12H27NO2"	"[M + H]+"	"QZQNMMLYACBCMJ"	"InChI=1S/C12H27NO2/c1-2-3-4-5-6-7-8-13(9-11-14)10-12-15/h14-15H,2-12H2,1H3"	"2,2''-(octylimino)diethanol"	2.29999995	"84963"	"NORMAN:(NS00019705);PubChem class - safety and toxic;PubChem:(84963)"	67371010	218.21152	194.77	"291_mapp_batch_00114_sirius_291"	291	NA	NA	291
"CCCCCCCCNC(=O)CCCC(=O)N"	170	1	1	2	2	"0.4523364802006503"	-63.7920811204405	1	65.2951426024403	"C13H26N2O2"	"[M + H]+"	"XZSSBMSSPYZGBW"	"InChI=1S/C13H26N2O2/c1-2-3-4-5-6-7-11-15-13(17)10-8-9-12(14)16/h2-11H2,1H3,(H2,14,16)(H,15,17)"	"N-Octylglutaramide"	2.0999999	"21121769"	"MeSH:(21121769);PubChem:(21121769);PubMed"	70	243.2068	274.42	"318_mapp_batch_00114_sirius_323"	323	NA	NA	323
"CCCCCCCCNCCO"	102	1	1	1	2	"0.6057988267696788"	-32.7700894973919	1	29.2118391261301	"C10H23NO"	"[M + H]+"	"UVYBWDBLVDZIOX"	"InChI=1S/C10H23NO/c1-2-3-4-5-6-7-8-11-9-10-12/h11-12H,2-10H2,1H3"	"Octyl ethanolamine"	2.5	"93158"	"NORMAN:(NS00029300);MeSH:(93158);PubChem class - safety and toxic;PubChem:(93158);PubMed"	67371078	174.18534	195.04	"292_mapp_batch_00114_sirius_292"	292	NA	NA	292
"CCCCCCOCCOCCO"	83	1	1	1	2	"0.6621736434789564"	-16.5215832352398	1	56.8306039090192	"C10H22O3"	"[M + H]+"	"GZMAAYIALGURDQ"	"InChI=1S/C10H22O3/c1-2-3-4-5-7-12-9-10-13-8-6-11/h11H,2-10H2,1H3"	"Hexyldiglycol"	1.81774366	"8199"	"NORMAN:(NS00008688);PubChem:(8199);ZINC bio:(ZINC01596061);PubChem class - bio and metabolites;HSDB:(112-59-4);MeSH:(8199);PubChem class - safety and toxic;PubMed"	84156998	191.1642	309.91	"333_mapp_batch_00114_sirius_338"	338	NA	NA	338
"CCCCNCCCC"	276	1	1	1	2	"0.25395148901662096"	-38.993269877791	1	30.4231126435736	"C8H19N"	"[M + H]+"	"JQVDAXLFBXTEQA"	"InChI=1S/C8H19N/c1-3-5-7-9-8-6-4-2/h9H,3-8H2,1-2H3"	"Dibutilamina"	2.58539796	"8148;4094028;72737484;90470959;102398233;112758445"	"NORMAN:(NS00004620);COCONUT:(CNP0059089 CNP0203128);Natural Products:(UNPD154349);PubChem:(8148 4094028 72737484 90470959 102398233 112758445);SuperNatural:(SN00119830);ZINC bio:(ZINC01666746);HSDB:(111-92-2);MeSH:(8148);PubChem class - safety and toxic;PubMed;KEGG Mine"	8660492870	130.15924	119.77	"258_mapp_batch_00114_sirius_258"	258	NA	NA	258
"CCCCOC(=O)C1=CC=CC=C1C(=O)O"	171	1	1	2	2	"0.4459427496284245"	-13.597052323493	1	30.0221749918968	"C12H14O4"	"[M - H2O + H]+"	"YZBOVSFWWNVKRJ"	"InChI=1S/C12H14O4/c1-2-3-8-16-12(15)10-7-5-4-6-9(10)11(13)14/h4-7H,2-3,8H2,1H3,(H,13,14)"	"monobutyl ester"	2.53328919	"8575;21584886;71750779;101678631;101678632"	"HMDB:(13247);ZINC bio:(ZINC01586773);additional;MeSH:(8575);PubMed;NORMAN:(NS00006195);COCONUT:(CNP0257384);Natural Products:(UNPD135299);PubChem:(8575 21584886 71750779 101678631 101678632);CHEBI:(88522);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;KEGG Mine"	8676761710	205.08603	475.42	"413_mapp_batch_00114_sirius_418"	418	NA	NA	418
"CCCCOC(=O)CCCCC(=O)OCCCC"	52	1	1	2	2	"0.7586840305839675"	-3.32969768466129	1	93.2428973147137	"C14H26O4"	"[M + H]+"	"XTJFFFGAUHQWII"	"InChI=1S/C14H26O4/c1-3-5-11-17-13(15)9-7-8-10-14(16)18-12-6-4-2/h3-12H2,1-2H3"	"Cetiol B"	3.0999999	"7784"	"SuperNatural:(SN00214343);ZINC bio:(ZINC03875751);additional;MeSH:(7784);PubMed;NORMAN:(NS00011516);COCONUT:(CNP0050189);PubChem:(7784);CHEBI:(34686);KEGG:(C14253);PubChem class - safety and toxic;Training Set"	71065958	259.19044	467.33	"409_mapp_batch_00114_sirius_414"	414	NA	NA	414
"CCCCOC1=CC=C(C=C1)CC(=O)OCCCC"	365	1	1	2	2	"0.10117827342660449"	-114.80365109196	1	30.7700043597761	"C16H24O3"	"[M + H]+"	"XANNDSOAOAKZDI"	"InChI=1S/C16H24O3/c1-3-5-11-18-15-9-7-14(8-10-15)13-16(17)19-12-6-4-2/h7-10H,3-6,11-13H2,1-2H3"	"null"	4.19999981	"70883705"	"PubChem:(70883705);PubChem class - safety and toxic"	67108866	265.17974	396.62	"378_mapp_batch_00114_sirius_383"	383	NA	NA	383
"CCCCOCC(C)OCC(C)O"	209	1	1	1	2	"0.3467149712159302"	-37.6443593363656	1	17.5920284983474	"C10H22O3"	"[M + H]+"	"CUVLMZNMSPJDON"	"InChI=1S/C10H22O3/c1-4-5-6-12-8-10(3)13-7-9(2)11/h9-11H,4-8H2,1-3H3"	"Fluid-AP"	1.39999998	"24752;92169787;92169788;92169789;92169790"	"NORMAN:(NS00002704);PubChem class - food;PubChem:(24752 92169787 92169788 92169789 92169790);HSDB:(9003-13-8);PubChem class - safety and toxic;PubMed;PubChem class - drug"	235143746	191.16421	296.67	"327_mapp_batch_00114_sirius_332"	332	NA	NA	332
"CCCCOCCOCCO"	66	1	1	1	2	"0.7216081122388198"	-4.17654710221165	1	79.59717610421	"C8H18O3"	"[M + H]+"	"OAYXUHPQHDHDDZ"	"InChI=1S/C8H18O3/c1-2-3-5-10-7-8-11-6-4-9/h9H,2-8H2,1H3"	"DB Solvent"	0.919318259	"8177"	"PubChem class - food;Maconda:(CON00010);additional;HSDB:(112-34-5);MeSH:(8177);PubMed;NORMAN:(NS00007962 NS00056522);COCONUT:(CNP0079968);PubChem:(8177);PubChem class - bio and metabolites;PubChem class - safety and toxic;Training Set;PubChem class - drug;KEGG Mine"	8844494406	163.1329	221.27	"305_mapp_batch_00114_sirius_310"	310	NA	NA	310
"CCCCOCCOCCOCCO"	61	1	1	1	2	"0.7280029059100297"	-3.37226726419266	1	75.5660116270122	"C10H22O4"	"[M + H]+"	"COBPKKZHLDDMTB"	"InChI=1S/C10H22O4/c1-2-3-5-12-7-9-14-10-8-13-6-4-11/h11H,2-10H2,1H3"	"Dowanol tbat"	0.81865412	"8923"	"NORMAN:(NS00001775);PubChem:(8923);additional;PubChem class - bio and metabolites;HSDB:(143-22-6);PubChem class - safety and toxic;Training Set"	84689410	207.15917	235.79	"306_mapp_batch_00114_sirius_311"	311	NA	NA	311
"CCCCOCCOCOCCOCCCC"	357	1	1	1	2	"0.11801344545102004"	-29.9760074555862	1	41.2172452242193	"C13H28O4"	"[M + H]+"	"MHKHVNAGXJGYIT"	"InChI=1S/C13H28O4/c1-3-5-7-14-9-11-16-13-17-12-10-15-8-6-4-2/h3-13H2,1-2H3"	"Bis(2-butoxyethoxy)methane;"	2.71001053	"87086"	"PubChem:(87086);NORMAN:(NS00025712)"	262146	249.20608	337.15	"347_mapp_batch_00114_sirius_352"	352	NA	NA	352
"CCCCOP(=O)(OCCCC)OCCCC"	112	1	2	2	4	"0.5791783805775335"	-3.97239548603991	0.455276381909548	20.9761642121306	"C12H27O4P"	"[M + H]+"	"STCOOQWBFONSKY"	"InChI=1S/C12H27O4P/c1-4-7-10-14-17(13,15-11-8-5-2)16-12-9-6-3/h4-12H2,1-3H3"	"bmse000777"	3.9181757	"31357;90474085;124202817"	"PubChem class - food;SuperNatural:(SN00214456);Maconda:(CON00113);ZINC bio:(ZINC01586777);additional;HSDB:(126-73-8);MeSH:(31357);PubMed;NORMAN:(NS00010255);COCONUT:(CNP0086420);PubChem:(31357 90474085 124202817);CHEBI:(35019);PubChem class - bio and metabolites;KEGG:(C14439);PubChem class - safety and toxic;Training Set;PubChem class - drug"	255616870	267.17198	447.9	"404_mapp_batch_00114_sirius_409"	409	NA	NA	409
"CCCCS(=O)CC(C(=O)O)N"	220	1	1	2	2	"0.33613099016656833"	-59.7684626728529	1	118.232938387886	"C7H15NO3S"	"[M + H]+"	"CBFHOPPJBYHALQ"	"InChI=1S/C7H15NO3S/c1-2-3-4-12(11)5-6(8)7(9)10/h6H,2-5,8H2,1H3,(H,9,10)"	"3-(butylsulfinyl)alanine"	-3.0999999	"636439;9574102;23154418;25763847;25763848;25763849;91820237;102029208"	"COCONUT:(CNP0205108);KNApSAcK:(38666);Natural Products:(UNPD173398);PubChem:(636439 9574102 23154418 25763847 25763848 25763849 91820237 102029208);SuperNatural:(SN00253773);ZINC bio:(ZINC13380466 ZINC13380467 ZINC13380468 ZINC13380469);PubMed;Biocyc:(CPD-17440)"	3188818	194.08488	46.36	"164_mapp_batch_00114_sirius_164"	164	NA	NA	164
"CCCNC(=O)C(=O)NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C(=O)NC"	382	1	1	1	3	"0.06903492551125066"	-368.190120664683	0.98894472361809	25.2730493761668	"C14H18N4O6S"	"[M + H]+"	"HBCAELKPXYYZGJ"	"InChI=1S/C14H18N4O6S/c1-3-8-16-12(20)13(21)17-9-4-6-10(7-5-9)25(23,24)18-14(22)11(19)15-2/h4-7H,3,8H2,1-2H3,(H,15,19)(H,16,20)(H,17,21)(H,18,22)"	"N-methyl-N''-[4-[[2-oxo-2-(propylamino)acetyl]amino]phenyl]sulfonyloxamide"	0.200000003	"3067515"	"PubChem:(3067515);PubChem class - safety and toxic"	67108866	371.10136	491.8	"415_mapp_batch_00114_sirius_420"	420	NA	NA	420
