"canopus_id"	"canopus_molecularFormula"	"canopus_adduct"	"canopus_precursorFormula"	"canopus_NPC#pathway"	"canopus_NPC#pathway Probability"	"canopus_NPC#superclass"	"canopus_NPC#superclass Probability"	"canopus_NPC#class"	"canopus_NPC#class Probability"	"canopus_ClassyFire#most specific class"	"canopus_ClassyFire#most specific class Probability"	"canopus_ClassyFire#level 5"	"canopus_ClassyFire#level 5 Probability"	"canopus_ClassyFire#subclass"	"canopus_ClassyFire#subclass Probability"	"canopus_ClassyFire#class"	"canopus_ClassyFire#class Probability"	"canopus_ClassyFire#superclass"	"canopus_ClassyFire#superclass probability"	"canopus_ClassyFire#all classifications"	"canopus_featureId"	"feature_id"
"251_mapp_batch_00114_sirius_251"	"C9H17NO5"	"[M + Na]+"	"C9H17NO5"	"Fatty acids"	0.649532377719879	"Fatty amides"	0.789590358734131	"N-acyl amines"	0.926776468753815	"Beta amino acids and derivatives"	0.947683393955231	"Amino acids and derivatives"	0.947013020515442	"Amino acids, peptides, and analogues"	0.953802406787872	"Carboxylic acids and derivatives"	0.993993818759918	"Organic acids and derivatives"	0.999717891216278	"Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Beta amino acids and derivatives; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	251	251
"252_mapp_batch_00114_sirius_252"	"C9H17NO5"	"[M + H]+"	"C9H17NO5"	"Fatty acids"	0.688722133636475	"Fatty amides"	0.715870380401611	"N-acyl amines"	0.880619049072266	"Beta amino acids and derivatives"	0.867175281047821	"Amino acids and derivatives"	0.831709086894989	"Amino acids, peptides, and analogues"	0.851169884204865	"Carboxylic acids and derivatives"	0.989936590194702	"Organic acids and derivatives"	0.999564111232758	"Organic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Beta amino acids and derivatives; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	252	252
"253_mapp_batch_00114_sirius_253"	"C9H18N2"	"[M + H]+"	"C9H18N2"	"Fatty acids"	0.409644961357117	"Lysine alkaloids"	0.616721749305725	"Quinolizidine alkaloids"	0.781970500946045	"Cyclohexylamines"	0.825338959693909	NA	NA	"Cyclohexylamines"	0.825338959693909	"Organonitrogen compounds"	0.999992847442627	"Organic nitrogen compounds"	0.999998927116394	"Organic compounds; Organonitrogen compounds; Cyclohexylamines; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	253	253
"254_mapp_batch_00114_sirius_254"	"C11H15N5O3S"	"[M + H]+"	"C11H15N5O3S"	"Carbohydrates"	0.993414998054504	"Nucleosides"	0.993486881256104	"Purine nucleos(t)ides"	0.997986435890198	"5'-deoxy-5'-thionucleosides"	0.998228967189789	NA	NA	"5'-deoxy-5'-thionucleosides"	0.998228967189789	"5'-deoxyribonucleosides"	1	"Nucleosides, nucleotides, and analogues"	0.997953534126282	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Purines and purine derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Thioethers; Aminopyrimidines and derivatives; Diazines; Pentoses; Monosaccharides; Secondary alcohols; Imidazopyrimidines; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; 1,2-diols; Tetrahydrofurans; 6-aminopurines; Sulfenyl compounds; Organic cations; Dialkylthioethers; Imidolactams; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 5'-deoxyribonucleosides; 5'-deoxy-5'-thionucleosides; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	254	254
"255_mapp_batch_00114_sirius_255"	"C11H11NO3"	"[M - H2O + H]+"	"C11H9NO2"	"Alkaloids"	0.936979711055756	"Tryptophan alkaloids"	0.974833726882935	"Simple indole alkaloids"	0.974435925483704	"Indolyl carboxylic acids and derivatives"	0.529032111167908	NA	NA	"Indolyl carboxylic acids and derivatives"	0.529032111167908	"Indoles and derivatives"	0.999782145023346	"Organoheterocyclic compounds"	0.999962210655212	"Organic compounds; Organoheterocyclic compounds; Pyrroles; Alcohols and polyols; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Hydroxy acids and derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Indolyl carboxylic acids and derivatives; Alpha hydroxy acids and derivatives; Carbonyl compounds; Substituted pyrroles; Benzenoids; Indoles; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	255	255
"256_mapp_batch_00114_sirius_256"	"C11H12N2O2"	"[M + H]+"	"C11H12N2O2"	"Amino acids and Peptides"	0.995692312717438	"Small peptides"	0.992542862892151	"Aminoacids"	0.981691539287567	"Alpha amino acids"	0.985498070716858	"Amino acids and derivatives"	0.99982762336731	"Amino acids, peptides, and analogues"	0.999848961830139	"Carboxylic acids and derivatives"	0.999931693077087	"Organic acids and derivatives"	0.999944806098938	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Indolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted pyrroles; Alpha amino acids; Benzenoids; Amines; Primary amines; Indoles; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	256	256
"257_mapp_batch_00114_sirius_257"	"C13H15N3O3"	"[M + H]+"	"C13H15N3O3"	"Amino acids and Peptides"	0.999828219413757	"Small peptides"	0.999970555305481	"Dipeptides"	0.999995946884155	"Dipeptides"	0.999968528747559	"Peptides"	0.999997496604919	"Amino acids, peptides, and analogues"	0.99999988079071	"Carboxylic acids and derivatives"	0.999999761581421	"Organic acids and derivatives"	1	"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Peptides; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Indolyl carboxylic acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Amines; Primary amines; Indoles; Organic salts; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; 3-alkylindoles; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities"	257	257
"258_mapp_batch_00114_sirius_258"	"C8H19N"	"[M + H]+"	"C8H19N"	"Fatty acids"	0.626945436000824	"Pseudoalkaloids"	0.547763645648956	"Amino fatty acids"	0.310021251440048	"Tertiary amines"	0.511500298976898	"Tertiary amines"	0.511500298976898	"Amines"	0.999660730361938	"Organonitrogen compounds"	0.99992573261261	"Organic nitrogen compounds"	0.999961137771606	"Organic compounds; Organonitrogen compounds; Amines; Secondary amines; Tertiary amines; Organic cations; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	258	258
"259_mapp_batch_00114_sirius_259"	"C8H16N6O4"	"[M + H]+"	"C8H16N6O4"	"Amino acids and Peptides"	0.983884513378143	"Small peptides"	0.994415998458862	"Aminoacids"	0.750877976417542	"Alpha amino acids"	0.75212162733078	"Amino acids and derivatives"	0.98014897108078	"Amino acids, peptides, and analogues"	0.982811212539673	"Carboxylic acids and derivatives"	0.993879675865173	"Organic acids and derivatives"	0.998124897480011	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Branched fatty acids; Amino acids and derivatives; Guanidines; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Leucine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroguanidines; Organic nitrogen compounds; Chemical entities"	259	259
"260_mapp_batch_00114_sirius_260"	"C16H21BO2"	"[M + H]+"	"C16H21BO2"	"Terpenoids"	0.824750006198883	"Monoterpenoids"	0.987770676612854	"Pinane monoterpenoids"	0.774634957313538	"Benzene and substituted derivatives"	0.80407053232193	NA	NA	NA	NA	"Benzene and substituted derivatives"	0.80407053232193	"Benzenoids"	0.984011769294739	"Organic compounds; Organooxygen compounds; Organometallic compounds; Organometalloid compounds; Benzene and substituted derivatives; Benzenoids; Organoboron compounds; Organic salts; Organic metalloid salts; Organic metal salts; Hydrocarbon derivatives; Alkylboranes; Organic oxygen compounds; Chemical entities"	260	260
"261_mapp_batch_00114_sirius_261"	"C13H25N5O2"	"[M + H]+"	"C13H25N5O2"	"Alkaloids"	0.997880339622498	"Pseudoalkaloids"	0.633087873458862	"Polyamines"	0.185010150074959	"Aminopyrimidines and derivatives"	0.701838552951813	"Aminopyrimidines and derivatives"	0.701838552951813	"Pyrimidines and pyrimidine derivatives"	0.160492613911629	"Diazines"	0.0722294822335243	"Organoheterocyclic compounds"	0.999965310096741	"Organic compounds; Organoheterocyclic compounds; Organonitrogen compounds; Organooxygen compounds; Aminopyrimidines and derivatives; Trialkylamines; Amines; Tertiary amines; Imidolactams; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	261	261
"262_mapp_batch_00114_sirius_262"	"C10H22O6"	"[M + H]+"	"C10H22O6"	"Fatty acids"	0.995565593242645	"Glycerolipids"	0.970828294754028	"Monoacylglycerols"	0.985677897930145	"Polyethylene glycols"	0.999437987804413	"Dialkyl ethers"	0.999895811080933	"Ethers"	0.999959826469421	"Organooxygen compounds"	1	"Organic oxygen compounds"	1	"Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	262	262
"263_mapp_batch_00114_sirius_263"	"C11H20N2O5"	"[M + H]+"	"C11H20N2O5"	"Amino acids and Peptides"	0.9906325340271	"Small peptides"	0.996740162372589	"Dipeptides"	0.999974727630615	"Gamma-glutamyl amino acids"	0.795582234859467	"Peptides"	0.340315997600555	"Amino acids, peptides, and analogues"	0.999706208705902	"Carboxylic acids and derivatives"	0.999998927116394	"Organic acids and derivatives"	1	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Branched fatty acids; Dicarboxylic acids and derivatives; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Secondary carboxylic acid amides; Carbonyl compounds; N-acyl-alpha amino acids; Alpha amino acids; Amines; Primary amines; Gamma-glutamyl amino acids; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Glutamine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities"	263	263
"264_mapp_batch_00114_sirius_264"	"C13H24N2O5S"	"[M + K]+"	"C13H24N2O5S"	"Amino acids and Peptides"	0.661035597324371	"Fatty amides"	0.809358417987823	"N-acyl amines"	0.766070008277893	"Beta amino acids and derivatives"	0.966016590595245	"Amino acids and derivatives"	0.831359386444092	"Amino acids, peptides, and analogues"	0.841991603374481	"Carboxylic acids and derivatives"	0.949469447135925	"Organic acids and derivatives"	0.997617661952972	"Organic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; Monocarboxylic acids and derivatives; Alkylthiols; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Carbonyl compounds; Beta amino acids and derivatives; Thiols; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	264	264
"265_mapp_batch_00114_sirius_265"	"C12H26O7"	"[M + H]+"	"C12H26O7"	"Fatty acids"	0.997043311595917	"Glycerolipids"	0.9778653383255	"Monoacylglycerols"	0.989185094833374	"Polyethylene glycols"	0.999769389629364	"Dialkyl ethers"	0.999950885772705	"Ethers"	0.99997889995575	"Organooxygen compounds"	1	"Organic oxygen compounds"	1	"Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	265	265
"266_mapp_batch_00114_sirius_266"	"C13H25N5O3"	"[M + H]+"	"C13H25N5O3"	"Amino acids and Peptides"	0.505942702293396	"Small peptides"	0.83736377954483	"Dipeptides"	0.120758943259716	"N-acyl-alpha amino acids and derivatives"	0.413055807352066	"Amino acids and derivatives"	0.887213945388794	"Amino acids, peptides, and analogues"	0.892396569252014	"Carboxylic acids and derivatives"	0.907703757286072	"Organic acids and derivatives"	0.830233156681061	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	266	266
"267_mapp_batch_00114_sirius_267"	"C9H20O5"	"[M + H]+"	"C9H20O5"	"Fatty acids"	0.995273530483246	"Glycerolipids"	0.931850969791412	"Monoacylglycerols"	0.969801902770996	"Polyethylene glycols"	0.992996513843536	"Dialkyl ethers"	0.999979138374329	"Ethers"	0.999988198280334	"Organooxygen compounds"	1	"Organic oxygen compounds"	1	"Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	267	267
"269_mapp_batch_00114_sirius_269"	"C11H23NO2"	"[M + H]+"	"C11H23NO2"	"Fatty acids"	0.885429084300995	"Fatty esters"	0.193439900875092	"Wax monoesters"	0.184535577893257	"Amino acids and derivatives"	0.995432019233704	"Amino acids and derivatives"	0.995432019233704	"Amino acids, peptides, and analogues"	0.995185315608978	"Carboxylic acids and derivatives"	0.999674916267395	"Organic acids and derivatives"	0.999818861484528	"Organic compounds; Amino acids, peptides, and analogues; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty acid esters; Amino acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Carbonyl compounds; Trialkylamines; Amines; Tertiary amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	269	269
"270_mapp_batch_00114_sirius_270"	"C15H31N5O5"	"[M - H2O + H]+"	"C15H29N5O4"	"Amino acids and Peptides"	0.778318583965302	"Small peptides"	0.938434422016144	"Tripeptides"	0.516455233097076	"Peptides"	0.633253812789917	"Peptides"	0.633253812789917	"Amino acids, peptides, and analogues"	0.814061999320984	"Carboxylic acids and derivatives"	0.86760675907135	"Organic acids and derivatives"	0.905289173126221	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Peptides; Guanidines; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	270	270
"271_mapp_batch_00114_sirius_271"	"C12H25N5O3"	"[M - H2O + H]+"	"C12H23N5O2"	"Alkaloids"	0.993182003498077	"Ornithine alkaloids"	0.491094499826431	"Polyamines"	0.121507227420807	"Dialkylarylamines"	0.00244145235046744	"Tertiary amines"	0.452465236186981	"Amines"	0.850475251674652	"Organonitrogen compounds"	0.999993324279785	"Organic nitrogen compounds"	1	"Organic compounds; Ethers; Organonitrogen compounds; Organooxygen compounds; Guanidines; Dialkyl ethers; Amines; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	271	271
"272_mapp_batch_00114_sirius_272"	"C9H20O4"	"[M + H]+"	"C9H20O4"	"Fatty acids"	0.94845986366272	"Glycerolipids"	0.763720273971558	"Monoacylglycerols"	0.762357652187347	"Monoradylglycerols"	0.184624746441841	NA	NA	"Monoradylglycerols"	0.184624746441841	"Glycerolipids"	0.18579226732254	"Lipids and lipid-like molecules"	0.479525059461594	"Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	272	272
"273_mapp_batch_00114_sirius_273"	"C17H33N5O5"	"[M + H]+"	"C17H33N5O5"	"Amino acids and Peptides"	0.846621870994568	"Small peptides"	0.323864758014679	"Tripeptides"	0.121270589530468	"Dipeptides"	0.203278824687004	"Peptides"	0.410751909017563	"Amino acids, peptides, and analogues"	0.986085414886475	"Carboxylic acids and derivatives"	0.965267181396484	"Organic acids and derivatives"	0.992678284645081	"Organic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Amines; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	273	273
"274_mapp_batch_00114_sirius_274"	"C9H20O4"	"[M + H]+"	"C9H20O4"	"Fatty acids"	0.947119414806366	"Glycerolipids"	0.759321928024292	"Monoacylglycerols"	0.756085216999054	"Monoradylglycerols"	0.16494132578373	NA	NA	"Monoradylglycerols"	0.16494132578373	"Glycerolipids"	0.158602669835091	"Lipids and lipid-like molecules"	0.429516911506653	"Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	274	274
"275_mapp_batch_00114_sirius_275"	"C10H16N2O3S"	"[M - H2O + H]+"	"C10H14N2O2S"	"Alkaloids"	0.995612978935242	"Histidine alkaloids"	0.965330123901367	"Imidazole alkaloids"	0.965708017349243	"Biotin and derivatives"	0.703588247299194	NA	NA	NA	NA	"Biotin and derivatives"	0.703588247299194	"Organoheterocyclic compounds"	0.999971866607666	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Imidazolines; Thiophenes; Thiolanes; Biotin and derivatives; Imidazolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Ureas; Monocarboxylic acids and derivatives; Imidazolidinones; Thioethers; Carboxylic acids; Thia fatty acids; Thienoimidazolidines; Carbonyl compounds; Heterocyclic fatty acids; Azolidines; Medium-chain fatty acids; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	275	275
"276_mapp_batch_00114_sirius_276"	"C20H19NO"	"[M + H]+"	"C20H19NO"	"Shikimates and Phenylpropanoids"	0.663080632686615	"Flavonoids"	0.361013323068619	"Chalcones"	0.226315051317215	"Amino acids and derivatives"	4.00154276576359e-05	"Amino acids and derivatives"	4.00154276576359e-05	"Amino acids, peptides, and analogues"	3.49622496287338e-05	"Carboxylic acids and derivatives"	0.000391727255191654	"Organic acids and derivatives"	0.00080820033326745	"Organic compounds; Naphthalenes; Alkyl aryl ethers; Ethers; Organonitrogen compounds; Organooxygen compounds; Trialkylamines; Benzene and substituted derivatives; Benzenoids; Amines; Tertiary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	276	276
"277_mapp_batch_00114_sirius_277"	"C11H9FN6"	"[M + Na]+"	"C11H9FN6"	"Alkaloids"	0.997015476226807	"Pseudoalkaloids"	0.699218511581421	"Pyridine alkaloids"	0.620426118373871	"Aryl fluorides"	0.982606172561646	NA	NA	"Aryl fluorides"	0.982606172561646	"Aryl halides"	0.958593130111694	"Organohalogen compounds"	0.999084711074829	"Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Pyridines and derivatives; Organohalogen compounds; Organonitrogen compounds; Aryl fluorides; Diazines; Organofluorides; Amines; Aryl halides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities"	277	277
"278_mapp_batch_00114_sirius_278"	"C10H16N2O3S"	"[M + H]+"	"C10H16N2O3S"	"Alkaloids"	0.995455145835876	"Histidine alkaloids"	0.959896087646484	"Imidazole alkaloids"	0.959466755390167	"Biotin and derivatives"	0.775825262069702	NA	NA	NA	NA	"Biotin and derivatives"	0.775825262069702	"Organoheterocyclic compounds"	0.999975204467773	"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Lipids and lipid-like molecules; Imidazolines; Thiophenes; Thiolanes; Biotin and derivatives; Imidazolidines; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organic carbonic acids and derivatives; Ureas; Monocarboxylic acids and derivatives; Imidazolidinones; Thioethers; Carboxylic acids; Thia fatty acids; Thienoimidazolidines; Carbonyl compounds; Heterocyclic fatty acids; Azolidines; Medium-chain fatty acids; Propargyl-type 1,3-dipolar organic compounds; Dialkylthioethers; Fatty Acyls; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	278	278
"279_mapp_batch_00114_sirius_279"	"C9H20O4"	"[M + H]+"	"C9H20O4"	"Fatty acids"	0.948276221752167	"Glycerolipids"	0.758242309093475	"Monoacylglycerols"	0.756970643997192	"Monoradylglycerols"	0.173936203122139	NA	NA	"Monoradylglycerols"	0.173936203122139	"Glycerolipids"	0.163514837622643	"Lipids and lipid-like molecules"	0.442426353693008	"Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Secondary alcohols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities"	279	279
"282_mapp_batch_00114_sirius_282"	"C19H39N5O7"	"[M - H2O + H]+"	"C19H37N5O6"	"Amino acids and Peptides"	0.910341739654541	"Small peptides"	0.867506742477417	"Tripeptides"	0.552837193012238	"Dipeptides"	0.744422197341919	"Peptides"	0.486109107732773	"Amino acids, peptides, and analogues"	0.842242479324341	"Carboxylic acids and derivatives"	0.874858677387238	"Organic acids and derivatives"	0.878822445869446	"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Aldehydes; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Hydroxamic acids; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; N-acyl amines; N-acyl-alpha amino acids and derivatives; Secondary carboxylic acid amides; Carbonyl compounds; Alpha amino acid amides; Primary amines; Carboximidamides; Organic 1,3-dipolar compounds; Propargyl-type 1,3-dipolar organic compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Dipeptides; Chemical entities"	282	282
"283_mapp_batch_00114_sirius_283"	"C13H25N2O8PS"	"[M + H]+"	"C13H25N2O8PS"	"Fatty acids"	0.828299999237061	"Fatty esters"	0.992858409881592	"Fatty acyl CoAs"	0.204132944345474	"Pentose phosphates"	0.902987539768219	"Monosaccharides"	0.999698519706726	"Carbohydrates and carbohydrate conjugates"	0.998648107051849	"Organooxygen compounds"	1	"Organic oxygen compounds"	1	"Organic compounds; Organosulfur compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Fatty amides; Organic phosphoric acids and derivatives; Phosphate esters; Organic oxoanionic compounds; N-acyl amines; Pentoses; Monosaccharides; Monosaccharide phosphates; Secondary alcohols; Secondary carboxylic acid amides; Organic pyrophosphates; Carbonyl compounds; Pentose phosphates; Tetrahydrofurans; Alkyl phosphates; Monoalkyl phosphates; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities"	283	283
