"sirius_smiles"	"sirius_structurePerIdRank"	"sirius_formulaRank"	"sirius_ConfidenceScoreExact"	"sirius_ConfidenceScoreApproximate"	"sirius_CSI:FingerIDScore"	"sirius_ZodiacScore"	"sirius_SiriusScoreNormalized"	"sirius_SiriusScore"	"sirius_molecularFormula"	"sirius_adduct"	"sirius_precursorFormula"	"sirius_InChIkey2D"	"sirius_InChI"	"sirius_name"	"sirius_xlogp"	"sirius_pubchemids"	"sirius_links"	"sirius_dbflags"	"sirius_ionMass"	"sirius_retentionTimeInSeconds"	"sirius_retentionTimeInMinutes"	"sirius_formulaId"	"sirius_alignedFeatureId"	"sirius_mappingFeatureId"	"sirius_overallFeatureQuality"	"sirius_chebiid"	"sirius_chebiasciiname"	"sirius_searchscore"	"sirius_entitystar"	"feature_id"
"C1=NC2=C(C(=O)N1)N=CN2C3(C(C(C(O3)CO)O)O)N4C=NC5=C(C4O)N=CN5C6C(C(C(O6)CO)O)O"	1	1	"-Infinity"	"-Infinity"	-235.807	0.55	0.271	28.685	"C20H24N8O10"	"[M + H]+"	"C20H25N8O10+"	"DTMSEXJFTQYAGK"	"InChI=1S/C20H24N8O10/c29-1-7-11(31)13(33)19(37-7)26-4-23-10-15(26)25-6-28(18(10)36)20(14(34)12(32)8(2-30)38-20)27-5-24-9-16(27)21-3-22-17(9)35/h3-8,11-14,18-19,29-34,36H,1-2H2,(H,21,22,35)"	"9-[(3R,4S,5R)-2-[9-[(2R,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-hydroxy-6H-purin-1-yl]-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one"	-5.2	"136180202"	"PUBCHEM:(136180202)"	2	537.169	241	4.015	695994820465600384	695994661824433792	417	NA	NA	NA	NA	NA	417
"C1=NC2=C(C(=O)N1)N=CN2C3(C(C(C(O3)CO)O)O)N4C=NC5=C(C4O)N=CN5C6C(C(C(O6)CO)O)O"	1	1	"-Infinity"	"-Infinity"	-223.127	0.536	0.313	20.097	"C20H24N8O10"	"[M + H]+"	"C20H25N8O10+"	"DTMSEXJFTQYAGK"	"InChI=1S/C20H24N8O10/c29-1-7-11(31)13(33)19(37-7)26-4-23-10-15(26)25-6-28(18(10)36)20(14(34)12(32)8(2-30)38-20)27-5-24-9-16(27)21-3-22-17(9)35/h3-8,11-14,18-19,29-34,36H,1-2H2,(H,21,22,35)"	"9-[(3R,4S,5R)-2-[9-[(2R,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-hydroxy-6H-purin-1-yl]-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-1H-purin-6-one"	-5.2	"136180202"	"PUBCHEM:(136180202)"	2	537.169	224	3.739	695994823967844480	695994660754886144	382	NA	NA	NA	NA	NA	382
"C1=NC2=C(N1C3C(C(C(O3)CO)O)O)N=CN(C2O)C4C(C(C(O4)CO)O)O"	1	1	"0.091"	"0.091"	-239.121	0.926	0.922	57.728	"C15H22N4O9"	"[M + K]+"	"C15H22KN4O9+"	"QNCQUMMNBZOATG"	"InChI=1S/C15H22N4O9/c20-1-5-8(22)10(24)14(27-5)18-3-16-7-12(18)17-4-19(13(7)26)15-11(25)9(23)6(2-21)28-15/h3-6,8-11,13-15,20-26H,1-2H2"	"(3R,4S,5R)-2-[9-[(2R,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]-6-hydroxy-6H-purin-1-yl]-5-(hydroxymethyl)oxolane-3,4-diol"	-4.3	"69486208"	"PUBCHEM:(69486208)"	2	441.101	205	3.416	695994873464828672	695994659056192768	335	NA	NA	NA	NA	NA	335
"C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=O)N"	1	3	"0.916"	"0.919"	-22.866	0.02	0.043	37.238	"C10H13N5O5"	"[M + H]+"	"C10H14N5O5+"	"NYHBQMYGNKIUIF"	"InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)"	"Guanosin"	-2.171	"154716721;162360751;136594098;136596777;136612256;136614128;136623055;136670894;136698781;136806182;136806183;136806184;136806185;136823426;136835877;136898426;136900427;136912867;136996824;155903791;135398635;135402034;135405185;135426840;135427248;135433833;135440077;135461724;135463678;135484501;135490841;135499520;135499776;163824507;137506101;137103576;137143419;137221166;137403028;102404256;136019960;136029099;136029343;136032217;135508725;135514572;135529707;135536697;135538738;136073062;136073540;135546397;135582771;135596570;135618539;136168113;136200123;136219952;135699331;136232965;135726185;136259572;136263240;135768161;135768162;135768196;135796591;135823787;136451762;136461600;136474462;135934930;136490162;135976484;165412905;165412907;152774347;765;164669488"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000133 HMDB0246240);MiMeDB:(MMDBc0000038);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(135499520 135402034 135398635 136019960 136612256);SUPERNATURAL:(SN0258450);MESH:(135398635 135402034 135499520);FooDB:(FDB003632);PUBCHEM:(154716721 162360751 136594098 136596777 136612256 136614128 136623055 136670894 136698781 136806182 136806183 136806184 136806185 136823426 136835877 136898426 136900427 136912867 136996824 155903791 135398635 135402034 135405185 135426840 135427248 135433833 135440077 135461724 135463678 135484501 135490841 135499520 135499776 163824507 137506101 137103576 137143419 137221166 137403028 102404256 136019960 136029099 136029343 136032217 135508725 135514572 135529707 135536697 135538738 136073062 136073540 135546397 135582771 135596570 135618539 136168113 136200123 136219952 135699331 136232965 135726185 136259572 136263240 135768161 135768162 135768196 135796591 135823787 136451762 136461600 136474462 135934930 136490162 135976484 165412905 165412907 152774347 765 164669488);GNPS:(CCMSLIB00003137247 CCMSLIB00000577906);COCONUT:(CNP0244479);NORMAN:(NS00009027 NS00099165);METACYC:(CPD-15142 GUANOSINE SMA-0000168 SMA-0000501 SMA-0000533 SMA-0000549);PLANTCYC:(GUANOSINE);CHEBI:(16750 73141 181418);KEGG:(C00387);DSSTox:(DTXSID00893055 DTXSID20231339 DTXSID20861751 DTXSID301019130 DTXSID30747870 DTXSID501308022 DTXSID50901952 DTXSID90737611);LOTUS:(Q422462 Q105187507 Q105187506);YMDB:(YMDB00509);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(NYHBQMYGNKIUIF-UHFFFAOYSA-N)"	139443247486	284.099	273	4.558	695994903454103808	695994665171488768	516	NA	NA	NA	NA	NA	516
"C1=NC2=C(N1C3C(C(C(O3)CO)O)O)NC(=NC2=O)N"	1	1	"0.647"	"0.659"	-80.73	0.999	0.999	71.822	"C10H13N5O5"	"[M + Na]+"	"C10H13N5NaO5+"	"NYHBQMYGNKIUIF"	"InChI=1S/C10H13N5O5/c11-10-13-7-4(8(19)14-10)12-2-15(7)9-6(18)5(17)3(1-16)20-9/h2-3,5-6,9,16-18H,1H2,(H3,11,13,14,19)"	"Guanosin"	-2.171	"154716721;162360751;136594098;136596777;136612256;136614128;136623055;136670894;136698781;136806182;136806183;136806184;136806185;136823426;136835877;136898426;136900427;136912867;136996824;155903791;135398635;135402034;135405185;135426840;135427248;135433833;135440077;135461724;135463678;135484501;135490841;135499520;135499776;163824507;137506101;137103576;137143419;137221166;137403028;102404256;136019960;136029099;136029343;136032217;135508725;135514572;135529707;135536697;135538738;136073062;136073540;135546397;135582771;135596570;135618539;136168113;136200123;136219952;135699331;136232965;135726185;136259572;136263240;135768161;135768162;135768196;135796591;135823787;136451762;136461600;136474462;135934930;136490162;135976484;165412905;165412907;152774347;765;164669488"	"PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000133 HMDB0246240);MiMeDB:(MMDBc0000038);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(135499520 135402034 135398635 136019960 136612256);SUPERNATURAL:(SN0258450);MESH:(135398635 135402034 135499520);FooDB:(FDB003632);PUBCHEM:(154716721 162360751 136594098 136596777 136612256 136614128 136623055 136670894 136698781 136806182 136806183 136806184 136806185 136823426 136835877 136898426 136900427 136912867 136996824 155903791 135398635 135402034 135405185 135426840 135427248 135433833 135440077 135461724 135463678 135484501 135490841 135499520 135499776 163824507 137506101 137103576 137143419 137221166 137403028 102404256 136019960 136029099 136029343 136032217 135508725 135514572 135529707 135536697 135538738 136073062 136073540 135546397 135582771 135596570 135618539 136168113 136200123 136219952 135699331 136232965 135726185 136259572 136263240 135768161 135768162 135768196 135796591 135823787 136451762 136461600 136474462 135934930 136490162 135976484 165412905 165412907 152774347 765 164669488);GNPS:(CCMSLIB00003137247 CCMSLIB00000577906);COCONUT:(CNP0244479);NORMAN:(NS00009027 NS00099165);METACYC:(CPD-15142 GUANOSINE SMA-0000168 SMA-0000501 SMA-0000533 SMA-0000549);PLANTCYC:(GUANOSINE);CHEBI:(16750 73141 181418);KEGG:(C00387);DSSTox:(DTXSID00893055 DTXSID20231339 DTXSID20861751 DTXSID301019130 DTXSID30747870 DTXSID501308022 DTXSID50901952 DTXSID90737611);LOTUS:(Q422462 Q105187507 Q105187506);YMDB:(YMDB00509);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(NYHBQMYGNKIUIF-UHFFFAOYSA-N)"	139443247486	306.081	274	4.562	695994947976642816	695994665280540672	519	NA	NA	NA	NA	NA	519
"C1=NNC(=C1C(O)O)N"	1	1	"0.089"	"0.089"	-87.283	0.999	0.333	46.496	"C4H7N3O2"	"[M - H2O + H]+"	"C4H6N3O+"	"XEGYLVTXCHKOHP"	"InChI=1S/C4H7N3O2/c5-3-2(4(8)9)1-6-7-3/h1,4,8-9H,(H3,5,6,7)"	"(5-amino-1H-pyrazol-4-yl)methanediol"	-1	"130350614"	"PUBCHEM:(130350614)"	2	112.051	270	4.492	695994927718153472	695994664580091776	500	NA	NA	NA	NA	NA	500
"C1=NNC(=C1C(O)O)N"	1	1	"0.097"	"0.097"	-93.866	0.999	0.331	48.749	"C4H7N3O2"	"[M - H2O + H]+"	"C4H6N3O+"	"XEGYLVTXCHKOHP"	"InChI=1S/C4H7N3O2/c5-3-2(4(8)9)1-6-7-3/h1,4,8-9H,(H3,5,6,7)"	"(5-amino-1H-pyrazol-4-yl)methanediol"	-1	"130350614"	"PUBCHEM:(130350614)"	2	112.051	242	4.027	695994850429709824	695994662180949632	426	NA	NA	NA	NA	NA	426
"C1C(=CC2=CC=CC=C2O1)C=O"	1	1	"0.078"	"0.078"	-68.147	1	0.333	66.963	"C10H8O2"	"[M + H3N + H]+"	"C10H12NO2+"	"RISKINCQRSLFRK"	"InChI=1S/C10H8O2/c11-6-8-5-9-3-1-2-4-10(9)12-7-8/h1-6H,7H2"	"2H-chromene-3-carbaldehyde"	1.4	"40066"	"COCONUT:(CNP0376757);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);SUPERNATURAL:(SN0326478);PUBCHEM:(40066);DSSTox:(DTXSID40199543)"	137509208066	178.087	116	1.932	695994786021972864	695994645391149312	69	NA	NA	NA	NA	NA	69
"C1C(=NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O"	1	1	"0.092"	"0.092"	-305.044	0.965	0.962	41.496	"C24H28N8O9"	"[M + K]+"	"C24H28KN8O9+"	"WZFWQRYNXSDFMH"	"InChI=1S/C24H28N8O9/c25-24-31-19-18(21(37)32-24)28-13(10-27-19)9-26-12-3-1-11(2-4-12)20(36)30-15(23(40)41)5-7-16(33)29-14(22(38)39)6-8-17(34)35/h1-4,14-15,26H,5-10H2,(H,29,33)(H,30,36)(H,34,35)(H,38,39)(H,40,41)(H4,25,27,31,32,37)"	"7,8-Dihydrofolate diglutamate"	-1.6	"136630909;136630910"	"METACYC:(CPD-17109);PUBCHEM:(136630909 136630910)"	2050	611.161	235	3.92	695994892674741760	695994661430169088	403	NA	NA	NA	NA	NA	403
"C1C(C(=O)NC(=O)N1)O"	1	1	"0.099"	"0.099"	-139.932	0.561	0.299	8.548	"C4H6N2O3"	"[M - H2O + H]+"	"C4H5N2O2+"	"RFKUZJDCLCWCDQ"	"InChI=1S/C4H6N2O3/c7-2-1-5-4(9)6-3(2)8/h2,7H,1H2,(H2,5,6,8,9)"	"5-r-Hydroxydihydrouracil"	-1.7	"129813415;533864"	"METACYC:(CPD-18015);CHEBI:(177428);PUBCHEM:(129813415 533864);DSSTox:(DTXSID90336446);PUBMED:(null)"	137438955618	113.035	184	3.07	695994867148206592	695994656602524672	265	NA	NA	NA	NA	NA	265
"C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)O)OC3C(C(C(CO3)O)O)N)N"	1	2	"0.091"	"0.091"	-221.106	0.016	0.015	37.063	"C17H35N5O9"	"[M + K]+"	"C17H35KN5O9+"	"ZAOUGJBZKPMBDW"	"InChI=1S/C17H35N5O9/c18-2-7-11(25)12(26)9(22)17(29-7)31-15-5(20)1-4(19)14(13(15)27)30-16-8(21)10(24)6(23)3-28-16/h4-17,23-27H,1-3,18-22H2"	"Antibiotics Xk 88-3"	-7.1	"101289678;163020938;163020939;163020940"	"COCONUT:(CNP0297423);SUPERNATURAL:(SN0465254);PUBCHEM:(101289678 163020938 163020939 163020940);KNAPSACK:(ZAOUGJBZKPMBDW-UHFFFAOYSA-N)"	3145746	492.208	238	3.968	695994845342018944	695994661660855808	411	NA	NA	NA	NA	NA	411
"C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)F)N)N"	1	1	"-Infinity"	"-Infinity"	-230.814	0.988	0.996	43.525	"C18H36FN5O9"	"[M + Na]+"	"C18H36FN5NaO9+"	"DFFQPQNEFBOPNQ"	"InChI=1S/C18H36FN5O9/c19-8-9(23)17(30-6(2-20)11(8)26)32-15-4(21)1-5(22)16(14(15)29)33-18-13(28)10(24)12(27)7(3-25)31-18/h4-18,25-29H,1-3,20-24H2"	"3'-Deoxy-3'-fluorokanamycin B"	-6.2	"127563"	"MESH:(127563);PUBCHEM:(127563);DSSTox:(DTXSID20905422);PUBMED"	137438953542	508.239	259	4.31	695994925922991232	695994663799951104	474	NA	NA	NA	NA	NA	474
"C1C(C(C(C(O1)OC2=CC=C(C=C2)C(=O)C3=CC=C(C=C3)[N+](=O)[O-])O)O)O"	1	1	"0.025"	"0.030"	-284.899	0.972	0.007	53.266	"C18H17NO8"	"[M + H3N + H]+"	"C18H21N2O8+"	"NDSLOJPCFZVFLS"	"InChI=1S/C18H17NO8/c20-14-9-26-18(17(23)16(14)22)27-13-7-3-11(4-8-13)15(21)10-1-5-12(6-2-10)19(24)25/h1-8,14,16-18,20,22-23H,9H2"	"Methanone, (4-nitrophenyl)(4-(beta-D-xylopyranosyloxy)phenyl)-"	1	"3068317;3073181"	"PUBCHEMANNOTATIONSAFETYANDTOXIC;PUBCHEM:(3068317 3073181);DSSTox:(DTXSID00163568 DTXSID30232276);PUBMED"	137506062402	393.127	380	6.333	695995052704222848	695994672939340672	739	NA	NA	NA	NA	NA	739
"C1C(C(C(C(O1)OCC(=O)O)O)O)OC2C(C(C(C(O2)CO)O)O)O"	1	6	"0.414"	"0.414"	-86.07	0.05	0.044	12.231	"C13H22O12"	"[M + K]+"	"C13H22KO12+"	"HMPDIPXBIZENLR"	"InChI=1S/C13H22O12/c14-1-4-7(17)9(19)11(21)13(24-4)25-5-2-22-12(10(20)8(5)18)23-3-6(15)16/h4-5,7-14,17-21H,1-3H2,(H,15,16)"	"2-[3,4-Dihydroxy-5-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxyoxan-2-yl]oxyacetic acid"	-4	"118085730"	"PUBCHEM:(118085730)"	2	409.075	311	5.18	695994899578566656	695994667901980928	591	NA	NA	NA	NA	NA	591
"C1C(C(OC(C1O)CN)COCC2=C(C=C(C(C2=O)OCC3C(C(C(C(O3)CO)O)N)O)N)N)N"	1	3	"0.569"	"0.569"	-233.321	0.164	0.332	62.154	"C21H37N5O9"	"[M - H2O + H]+"	"C21H36N5O8+"	"WXRMLQFWOBXGJT"	"InChI=1S/C21H37N5O9/c22-3-13-12(28)2-10(24)15(34-13)6-32-5-8-9(23)1-11(25)21(18(8)29)33-7-16-20(31)17(26)19(30)14(4-27)35-16/h1,10,12-17,19-21,27-28,30-31H,2-7,22-26H2"	"3,5-diamino-2-[[(2S,5S,6R)-3-amino-6-(aminomethyl)-5-hydroxyoxan-2-yl]methoxymethyl]-6-[[(2R,5S)-4-amino-3,5-dihydroxy-6-(hydroxymethyl)oxan-2-yl]methoxy]cyclohexa-2,4-dien-1-one"	-5.5	"164081008"	"PUBCHEM:(164081008)"	2	486.255	175	2.917	695994804212671232	695994655583308672	237	NA	NA	NA	NA	NA	237
"C1C(C1C(=O)O)CC(C(=O)O)N"	1	1	"0.204"	"0.224"	-117.525	0.998	0.333	122.923	"C7H11NO4"	"[M + H3N + H]+"	"C7H15N2O4+"	"JDODTXLTGCRBIX"	"InChI=1S/C7H11NO4/c8-5(7(11)12)2-3-1-4(3)6(9)10/h3-5H,1-2,8H2,(H,9,10)(H,11,12)"	"2-Amino-4,5-methanoadipate"	-3.1	"21580798;21580799;20977485;53949754;53949755;53949756;53949757;137407854;130937;57034406;57072057;57134093;57174071;57186346;57228495;57244147"	"MESH:(130937);PUBCHEM:(21580798 21580799 20977485 53949754 53949755 53949756 53949757 137407854 130937 57034406 57072057 57134093 57174071 57186346 57228495 57244147);DSSTox:(DTXSID80925904);PUBMED"	137438953542	191.103	361	6.011	695995007401543936	695994671202898560	688	NA	NA	NA	NA	NA	688
"C1C(C1C(CC=CCCC(=O)O)O)C#N"	1	3	"0.019"	"0.019"	-166.508	0.049	0.333	72.153	"C11H15NO3"	"[M + H3N + H]+"	"C11H19N2O3+"	"MOCOLEIKLXWSGG"	"InChI=1S/C11H15NO3/c12-7-8-6-9(8)10(13)4-2-1-3-5-11(14)15/h1-2,8-10,13H,3-6H2,(H,14,15)"	"(7R)-7-Hydroxy-7-[(1R)-2alpha-cyanocyclopropane-1beta-yl]-4-heptenoic acid"	0.5	"102041990"	"PUBCHEM:(102041990)"	2	227.139	271	4.519	695994931606273408	695994664873693056	509	NA	NA	NA	NA	NA	509
"C1C(C2C(O1)C(CO2)OC(=O)CC(C(CC(=O)OC3COC4C3OCC4OC(=O)CCC(=O)O)C(=O)O)C(=O)O)O"	1	1	"0.221"	"0.221"	-269.971	0.452	0.332	59.911	"C24H30O17"	"[M + H3N + H]+"	"C24H34NO17+"	"UHVOMJUQTUIQET"	"InChI=1S/C24H30O17/c25-11-5-35-20-12(6-36-19(11)20)40-17(29)3-9(23(31)32)10(24(33)34)4-18(30)41-14-8-38-21-13(7-37-22(14)21)39-16(28)2-1-15(26)27/h9-14,19-22,25H,1-8H2,(H,26,27)(H,31,32)(H,33,34)"	"2-[2-[[(3R,3aR,6S,6aR)-3-(3-carboxypropanoyloxy)-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-6-yl]oxy]-2-oxoethyl]-3-[2-[[(3S,3aR,6R,6aR)-3-hydroxy-2,3,3a,5,6,6a-hexahydrofuro[3,2-b]furan-6-yl]oxy]-2-oxoethyl]butanedioic acid"	-3.4	"139435760"	"PUBCHEM:(139435760)"	2	608.182	186	3.098	695995106655556096	695994656808045568	271	NA	NA	NA	NA	NA	271
"C1C(CC(C1CF)N)C(=O)O"	1	1	"0.041"	"0.041"	-255.997	1	1	116.207	"C7H12FNO2"	"[M + Na]+"	"C7H12FNNaO2+"	"ZROKQRHEXPQFAI"	"InChI=1S/C7H12FNO2/c8-3-5-1-4(7(10)11)2-6(5)9/h4-6H,1-3,9H2,(H,10,11)"	"(1S,3S,4S)-3-amino-4-(fluoromethyl)cyclopentane-1-carboxylic acid"	-2.3	"163183399;155097130"	"PUBCHEMANNOTATIONBIO;PUBCHEM:(163183399 155097130)"	16777218	184.074	261	4.355	695994908906699136	695994663913197312	478	NA	NA	NA	NA	NA	478
"C1C(CNC1C(=O)N2CC(CC2C(=O)O)O)O"	1	2	"0.633"	"0.633"	-164.224	0.021	0.333	69.801	"C10H16N2O5"	"[M + H]+"	"C10H17N2O5+"	"HXWNRESJYUCPRA"	"InChI=1S/C10H16N2O5/c13-5-1-7(11-3-5)9(15)12-4-6(14)2-8(12)10(16)17/h5-8,11,13-14H,1-4H2,(H,16,17)"	"Hydroxyprolyl-Hydroxyproline"	-4.3	"64712344;53902187;69042717;78999794;61159526;61161937;63843535"	"HMDB:(HMDB0028864);CHEBI:(174262);SUPERNATURAL:(SN0138446);FooDB:(FDB111894);PUBCHEM:(64712344 53902187 69042717 78999794 61159526 61161937 63843535)"	537919530	245.114	406	6.759	695994991714846208	695994674952606720	789	NA	NA	NA	NA	NA	789
"C1C(N2C(=NC3=C2C=CC(=C3)C(F)(F)F)CO1)CNC(=O)COCC(=O)O"	1	2	"0.033"	"0.033"	-427.728	0.209	0.233	110.125	"C16H16F3N3O5"	"[M + H3N + H]+"	"C16H20F3N4O5+"	"MGOFFMFGVCBHMG"	"InChI=1S/C16H16F3N3O5/c17-16(18,19)9-1-2-12-11(3-9)21-13-6-26-5-10(22(12)13)4-20-14(23)7-27-8-15(24)25/h1-3,10H,4-8H2,(H,20,23)(H,24,25)"	"2-[({[5-(trifluoromethyl)-11-oxa-1,8-diazatricyclo[7.4.0.0²,⁷]trideca-2,4,6,8-tetraen-13-yl]methyl}carbamoyl)methoxy]acetic acid"	0.5	"75410885;162798930"	"COCONUT:(CNP0015391);SUPERNATURAL:(SN0225080);PUBCHEM:(75410885 162798930)"	3145730	405.139	184	3.072	695994854963752704	695994656644467712	266	NA	NA	NA	NA	NA	266
"C1C(NC(=O)C(NC(=O)C(NC(=O)C(CSS1)NC(=O)C(CO)NC(=O)C(CO)N)CO)CO)C=O"	1	6	"0.256"	"0.256"	-245.497	0.012	0.018	53.692	"C18H30N6O10S2"	"[M + H]+"	"C18H31N6O10S2+"	"QHCULGNJHOHTCX"	"InChI=1S/C18H30N6O10S2/c19-9(2-26)14(30)21-11(4-28)17(33)24-13-7-36-35-6-8(1-25)20-15(31)10(3-27)22-16(32)12(5-29)23-18(13)34/h1,8-13,26-29H,2-7,19H2,(H,20,31)(H,21,30)(H,22,32)(H,23,34)(H,24,33)"	"H-Ser-Ser-Cys(1)-Ser-Ser-Cys(1)-al"	-4.9	"129316458"	"PUBCHEMANNOTATIONBIO;PUBCHEM:(129316458)"	16777218	555.154	368	6.129	695995109981639168	695994671878181632	709	NA	NA	NA	NA	NA	709
"C1C(NCC2=C1C=CC(=C2)[N+](=O)[O-])CNCCSCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O"	1	1	"0.027"	"0.027"	-669.284	0.995	0.994	58.483	"C22H28N8O5S"	"[M + K]+"	"C22H28KN8O5S+"	"XTRSLZMJUJDRCM"	"InChI=1S/C22H28N8O5S/c23-20-17-21(27-10-26-20)29(11-28-17)22-19(32)18(31)16(35-22)9-36-4-3-24-8-14-5-12-1-2-15(30(33)34)6-13(12)7-25-14/h1-2,6,10-11,14,16,18-19,22,24-25,31-32H,3-5,7-9H2,(H2,23,26,27)"	"9-{5-S-[2-({[(3s)-7-Nitro-1,2,3,4-Tetrahydroisoquinolin-3-Yl]methyl}amino)ethyl]-5-Thio-Alpha-L-Lyxofuranosyl}-9h-Purin-6-Amine"	0.2	"77232199;162677211;10255990"	"PUBCHEMANNOTATIONBIO;PUBCHEM:(77232199 162677211 10255990);PUBMED"	16777282	555.154	358	5.971	695995123202085504	695994670905102976	680	NA	NA	NA	NA	NA	680
"C1C2=C1C3=CC=CC=C3C=C2"	1	1	"0.494"	"0.494"	-37.639	0.951	0.321	66.735	"C11H8"	"[M + H3N + H]+"	"C11H12N+"	"ZITVKGIRQCDOSX"	"InChI=1S/C11H8/c1-2-4-10-8(3-1)5-6-9-7-11(9)10/h1-6H,7H2"	"1H-Cyclopropa[a]naphthalene"	2.3	"12343165"	"PUBCHEM:(12343165);PUBMED"	66	158.097	238	3.966	695994809883370624	695994661610524160	409	NA	NA	NA	NA	NA	409
"C1C2C(CN1CC3=CN=CN=C3)OC4=C(C=CC=N4)S(=O)(=O)N2"	1	1	"0.023"	"0.023"	-471.981	0.579	0.069	17.56	"C14H15N5O3S"	"[M + Na]+"	"C14H15N5NaO3S+"	"ARJYGKXEUDVADP"	"InChI=1S/C14H15N5O3S/c20-23(21)13-2-1-3-17-14(13)22-12-8-19(7-11(12)18-23)6-10-4-15-9-16-5-10/h1-5,9,11-12,18H,6-8H2"	"5-[(pyrimidin-5-yl)methyl]-2-oxa-9λ⁶-thia-5,8,14-triazatricyclo[8.4.0.0³,⁷]tetradeca-1(10),11,13-triene-9,9-dione"	-0.4	"162799360;125417052"	"COCONUT:(CNP0016215);SUPERNATURAL:(SN0013321);PUBCHEM:(162799360 125417052)"	3145730	356.078	346	5.759	695994958537900544	695994669781029376	652	NA	NA	NA	NA	NA	652
"C1CC(=O)N(C1)CCN2C3=C(C=CC(=C3)C#CC4C(C(C(C(O4)CO)O)O)O)C5=C2C=C(C=C5)C#CC6C(C(C(C(O6)CO)O)O)O"	1	1	"0.210"	"0.210"	-448.837	0.979	0.965	37.666	"C34H38N2O11"	"[M + K]+"	"C34H38KN2O11+"	"CTLQFYPHFKKBOM"	"InChI=1S/C34H38N2O11/c37-16-26-31(42)33(44)29(40)24(46-26)9-5-18-3-7-20-21-8-4-19(6-10-25-30(41)34(45)32(43)27(17-38)47-25)15-23(21)36(22(20)14-18)13-12-35-11-1-2-28(35)39/h3-4,7-8,14-15,24-27,29-34,37-38,40-45H,1-2,11-13,16-17H2"	"1-[2-[2,7-bis[2-[(2R,3S,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]ethynyl]carbazol-9-yl]ethyl]pyrrolidin-2-one"	-1.3	"90251249"	"PUBCHEM:(90251249)"	2	689.212	453	7.544	695995116721885824	695994677381108992	836	NA	NA	NA	NA	NA	836
"C1CC(=O)N(C1)CCN2C3=C(C=CC(=C3)C#CC4C(C(C(C(O4)CO)O)O)O)C5=C2C=C(C=C5)C#CC6C(C(C(C(O6)CO)O)O)O"	1	1	"0.473"	"0.473"	-521.179	0.992	0.978	40.098	"C34H38N2O11"	"[M + K]+"	"C34H38KN2O11+"	"CTLQFYPHFKKBOM"	"InChI=1S/C34H38N2O11/c37-16-26-31(42)33(44)29(40)24(46-26)9-5-18-3-7-20-21-8-4-19(6-10-25-30(41)34(45)32(43)27(17-38)47-25)15-23(21)36(22(20)14-18)13-12-35-11-1-2-28(35)39/h3-4,7-8,14-15,24-27,29-34,37-38,40-45H,1-2,11-13,16-17H2"	"1-[2-[2,7-bis[2-[(2R,3S,4R,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]ethynyl]carbazol-9-yl]ethyl]pyrrolidin-2-one"	-1.3	"90251249"	"PUBCHEM:(90251249)"	2	689.211	444	7.395	695995096408871424	695994677012010240	831	NA	NA	NA	NA	NA	831
"C1CC(=O)N(C1C(=O)O)C(=O)CC2=CC=CC=C2"	1	1	"0.384"	"0.384"	-241.419	1	0.333	47.17	"C13H13NO4"	"[M + H3N + H]+"	"C13H17N2O4+"	"ORJNCNQYVLJMOS"	"InChI=1S/C13H13NO4/c15-11-7-6-10(13(17)18)14(11)12(16)8-9-4-2-1-3-5-9/h1-5,10H,6-8H2,(H,17,18)"	"5-Oxo-1-(2-phenylacetyl)pyrrolidine-2-carboxylic acid"	0.8	"13470499;13470500"	"NORMAN:(NS00037516);PUBCHEM:(13470499 13470500);DSSTox:(DTXSID60223657)"	137439215618	265.119	152	2.525	695994784646241024	695994651892320896	173	NA	NA	NA	NA	NA	173
