structurePerIdRank	formulaRank	ConfidenceScoreExact	ConfidenceScoreApproximate	CSI:FingerIDScore	ZodiacScore	SiriusScoreNormalized	SiriusScore	molecularFormula	adduct	precursorFormula	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	mappingFeatureId	overallFeatureQuality
1	1	0.501	0.501	-59.985	0.999	0.333	13.960	C6H13NO	[M - H2O + H]+	C6H12N+	RJUAEBLXGFKZMS	InChI=1S/C6H13NO/c8-6-7-4-2-1-3-5-7/h8H,1-6H2	(2,2,3,3,4,4-Hexadeuteriopiperidin-1-yl)methanol	C1CCN(CC1)CO	0.895	154070865;88676789;88677095;88677153;446909	PUBCHEM:(154070865 88676789 88677095 88677153 446909)	2	98.097	258	4.296	695994937570573988	695994663690899232	470	
1	1	0.003	0.003	-110.008	0.804	0.333	86.557	C11H19O2	[M + H3N + H]+	C11H23NO2+	BIGOBAYEMVTBGG	InChI=1S/C11H19O2/c1-10(2)5-4-6-11(3)7-8-13-9-12/h5,7H,4,6,8-9H2,1-3H3	Decane,1-[(3,7-dimethyl-2,6-octadienyl)oxy]-1-methoxy-,(E)-(9ci)	CC(=CCCC(=CCOC[O])C)C	2.800	134813768	PUBCHEM:(134813768)	2	201.171	258	4.297	695994928087252215	695994663716065060	471	
1	2	0.013	0.013	-90.964	0.406	0.500	73.032	C7H14O3	[M + H3N + H]+	C7H18NO3+	AOYJISNQMSDAHR	InChI=1S/C7H14O3/c1-4-8-7(9-5-2)10-6-3/h4,7H,1,5-6H2,2-3H3	(Diethoxymethoxy)ethene	CCOC(OCC)OC=C	1.500	71311029	PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(71311029);DSSTox:(DTXSID10746447)	137506062338	164.128	258	4.299	695994922471078877	695994663745425192	472	
1	2	0.081	0.081	-594.324	0.019	0.013	23.997	C33H45N5O10S	[M + Na]+	C33H45N5NaO10S+	XXWDZQPVGPVAMX	InChI=1S/C33H45N5O10S/c1-34-18-36-33(47,32(45)46)11-8-25(39)37-23(28(40)38-29(41)30(42)43)17-49-24-7-5-3-2-4-6-21-15-20(14-19-9-12-35-13-10-19)16-22-26(21)27(24)48-31(22)44/h9-10,12-13,16,21-24,29,34,36,41,47H,2-8,11,14-15,17-18H2,1H3,(H,37,39)(H,38,40)(H,42,43)(H,45,46)	4-[(1-{[carboxy(hydroxy)methyl]carbamoyl}-2-({11-oxo-14-[(pyridin-4-yl)methyl]-10-oxatricyclo[7.6.1.0¹²,¹⁶]hexadeca-9(16),13-dien-8-yl}sulfanyl)ethyl)carbamoyl]-2-hydroxy-2-{[(methylamino)methyl]amino}butanoic acid	CNCNC(CCC(=O)NC(CSC1CCCCCCC2CC(=CC3C2=C1OC3=O)CC4=CC=NC=C4)C(=O)NC(C(=O)O)O)(C(=O)O)O	-4.200	162804204;162804205;162804206	COCONUT:(CNP0033272);SUPERNATURAL:(SN0443005);PUBCHEM:(162804204 162804205 162804206)	3145730	726.281	258	4.300	695994988539757874	695994663770591020	473	
1	1	-Infinity	-Infinity	-230.814	0.988	0.996	43.525	C18H36FN5O9	[M + Na]+	C18H36FN5NaO9+	DFFQPQNEFBOPNQ	InChI=1S/C18H36FN5O9/c19-8-9(23)17(30-6(2-20)11(8)26)32-15-4(21)1-5(22)16(14(15)29)33-18-13(28)10(24)12(27)7(3-25)31-18/h4-18,25-29H,1-3,20-24H2	3'-Deoxy-3'-fluorokanamycin B	C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)F)N)N	-6.200	127563	MESH:(127563);PUBCHEM:(127563);DSSTox:(DTXSID20905422);PUBMED	137438953542	508.239	259	4.310	695994925922991249	695994663799951152	474	
1	2	0.013	0.013	-220.856	0.428	0.994	76.218	C12H20N6O7S	[M + Na]+	C12H20N6NaO7S+	OIJSXPPXRXHPES	InChI=1S/C12H20N6O7S/c1-3-6(13)10-15-11(25-16-10)7(4-8(14)20)17-26(23,24)18-9(5(2)19)12(21)22/h6-7,9,17-19H,2-4,13H2,1H3,(H2,14,20)(H,21,22)	(2S)-2-[[(1R)-3-amino-1-[3-[(1S)-1-aminopropyl]-1,2,4-oxadiazol-5-yl]-3-oxopropyl]sulfamoylamino]-3-hydroxybut-3-enoic acid	CCC(C1=NOC(=N1)C(CC(=O)N)NS(=O)(=O)NC(C(=C)O)C(=O)O)N	-4.900	163836722	PUBCHEM:(163836722)	2	415.100	259	4.320	695995019476945506	695994663829311284	475	
1	1	0.014	0.014	-266.961	1.000	0.333	69.115	C17H19F3N4O5	[M - H2O + H]+	C17H18F3N4O4+	XXQZJPJVNBMTPC	InChI=1S/C17H19F3N4O5/c18-17(19,20)12-1-2-13(14(11-12)24(27)28)21-3-5-22(6-4-21)15(25)16(26)23-7-9-29-10-8-23/h1-2,11H,3-10H2	1-Morpholin-4-yl-2-[4-[2-nitro-4-(trifluoromethyl)phenyl]piperazin-1-yl]ethane-1,2-dione	C1CN(CCN1C2=C(C=C(C=C2)C(F)(F)F)[N+](=O)[O-])C(=O)C(=O)N3CCOCC3	1.500	17395128	PUBCHEM:(17395128)	2	399.127	259	4.322	695994948547068136	695994663858671416	476	
1	2	0.178	0.178	-195.895	0.351	0.419	44.053	C22H39NO17	[M + Na]+	C22H39NNaO17+	USNDSCPCEUFLLG	InChI=1S/C22H39NO17/c1-7(27)23-2-3-35-20-16(33)13(30)18(9(5-25)37-20)40-22-17(34)14(31)19(10(6-26)38-22)39-21-15(32)12(29)11(28)8(4-24)36-21/h8-22,24-26,28-34H,2-6H2,1H3,(H,23,27)	2-(Acetylamino)ethyl 4-O-[4-O-(alpha-D-galactopyranosyl)-beta-D-galactopyranosyl]-beta-D-glucopyranoside	CC(=O)NCCOC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)O)O)O)O	-7.000	10722119	PUBCHEM:(10722119)	2	612.213	260	4.328	695995048665107875	695994663883837244	477	
1	1	0.041	0.041	-255.997	1.000	1.000	116.207	C7H12FNO2	[M + Na]+	C7H12FNNaO2+	ZROKQRHEXPQFAI	InChI=1S/C7H12FNO2/c8-3-5-1-4(7(10)11)2-6(5)9/h4-6H,1-3,9H2,(H,10,11)	(1S,3S,4S)-3-amino-4-(fluoromethyl)cyclopentane-1-carboxylic acid	C1C(CC(C1CF)N)C(=O)O	-2.300	163183399;155097130	PUBCHEMANNOTATIONBIO;PUBCHEM:(163183399 155097130)	16777218	184.074	261	4.355	695994908906699111	695994663913197376	478	
1	3	0.045	0.045	-221.151	0.029	0.332	53.293	C8H9F3O4	[M + H3N + H]+	C8H13F3NO4+	TZCXWJOOFJNBLJ	InChI=1S/C8H9F3O4/c1-14-6(12)3-5(8(9,10)11)4-7(13)15-2/h3H,4H2,1-2H3	1,5-dimethyl 3-(trifluoromethyl)pent-2-enedioate	COC(=O)CC(=CC(=O)OC)C(F)(F)F	1.500	50741616;75541743	COCONUT:(CNP0337483);PUBCHEM:(50741616 75541743)	2097154	244.079	261	4.356	695994942511464295	695994663942557508	479	
1	1	0.045	0.045	-184.170	0.988	0.313	6.795	C7H9NO3	[M - H2O + H]+	C7H8NO2+	APPXSZYRPQJIER	InChI=1S/C7H9NO3/c1-5-2-3-7(9)6(4-5)8(10)11/h2-4,9-11H,1H3		CC1=CC(=C(C=C1)O)N(O)O	1.600	163183043;89222088	COCONUT:(CNP0437940);SUPERNATURAL:(SN0012005);PUBCHEM:(163183043 89222088)	3145730	138.055	262	4.363	695994890611144082	695994663967723336	480	
1	1	0.022	0.022	-134.545	1.000	0.319	62.595	C8H10O5	[M + H3N + H]+	C8H14NO5+	YGCFLXLGPRNGTJ	InChI=1S/C8H10O5/c1-12-5-3-6(9)8(11,4-5)7(10)13-2/h3,11H,4H2,1-2H3	methyl 1-hydroxy-4-methoxy-2-oxocyclopent-3-ene-1-carboxylate	COC1=CC(=O)C(C1)(C(=O)OC)O	-0.400	4004411;14808510;335090	COCONUT:(CNP0257075);SUPERNATURAL:(SN0449458);PUBCHEM:(4004411 14808510 335090);DSSTox:(DTXSID50319275);LOTUS:(Q105347990 Q63396191)	137710534658	204.087	262	4.363	695994945254539285	695994663992889164	481	
1	2	0.084	0.084	-201.069	0.341	0.055	51.546	C22H34O12	[M + H3N + H]+	C22H38NO12+	IXJLUOVZXHECLS	InChI=1S/C22H34O12/c1-8(2)10-5-11(31-21-19(29)17(27)15(25)13(6-23)33-21)9(3)4-12(10)32-22-20(30)18(28)16(26)14(7-24)34-22/h4-5,8,13-30H,6-7H2,1-3H3	2-(hydroxymethyl)-6-[5-methyl-2-(propan-2-yl)-4-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}phenoxy]oxane-3,4,5-triol	CC1=CC(=C(C=C1OC2C(C(C(C(O2)CO)O)O)O)C(C)C)OC3C(C(C(C(O3)CO)O)O)O	-0.921	85395906;11092169	COCONUT:(CNP0246491);TeroMol:(TKC021105);SUPERNATURAL:(SN0157825);PUBCHEM:(85395906 11092169);LOTUS:(Q105122218)	279969794	508.240	263	4.379	695994916259314335	695994664043220820	483	
1	1	0.058	0.058	-96.998	0.992	0.500	126.161	C10H12O4	[M - H2O + H]+	C10H11O3+	CKUNPXPVCIRLJJ	InChI=1S/C10H12O4/c11-7-5-9(13)3-1-2-4-10(14)6-8-12/h5,7,9-14H,6,8H2	dec-1-en-4,6-diyne-1,3,8,10-tetrol	C(CO)C(C#CC#CC(C=CO)O)O	-0.800	163086034;163086035	COCONUT:(CNP0398716);SUPERNATURAL:(SN0048447);PUBCHEM:(163086034 163086035)	3145730	179.070	263	4.380	695994888597878063	695994664068386648	484	
1	1	0.028	0.028	-158.290	0.999	0.498	131.955	C10H12O4	[M + H]+	C10H13O4+	TUVLEKCXFRQTBI	InChI=1S/C10H12O4/c1-6-8(4-11)2-7(10(13)14)3-9(6)5-12/h2-3,11-12H,4-5H2,1H3,(H,13,14)		CC1=C(C=C(C=C1CO)C(=O)O)CO	0.000	50742074	PUBCHEMANNOTATIONBIO:(null);COCONUT:(CNP0468319);SUPERNATURAL:(SN0360634);PUBCHEM:(50742074)	19922946	197.081	263	4.380	695994906717272320	695994664101941084	485	
1	3	0.770	0.789	-80.825	0.041	0.333	31.293	C10H19NO4	[M + H3N + H]+	C10H23N2O4+	SZXBQTSZISFIAO	InChI=1S/C10H19NO4/c1-6(2)7(8(12)13)11-9(14)15-10(3,4)5/h6-7H,1-5H3,(H,11,14)(H,12,13)	2-{[(tert-butoxy)carbonyl]amino}-3-methylbutanoic acid	CC(C)C(C(=O)O)NC(=O)OC(C)(C)C	1.594	16213323;22736188;637605;89288125;89288126;165413531;142180501;153785082;152844336;123802286;1551266;1810913;10584953;10632770;83693;270655;11644253;71308952;71308953	COCONUT:(CNP0051590);NORMAN:(NS00003669);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);PUBCHEM:(16213323 22736188 637605 89288125 89288126 165413531 142180501 153785082 152844336 123802286 1551266 1810913 10584953 10632770 83693 270655 11644253 71308952 71308953);DSSTox:(DTXSID40297033 DTXSID50884635 DTXSID70348466 DTXSID70583870);PUBMED:(null)	137508421698	235.166	263	4.391	695994911251315165	695994664160661348	487	
1	1	-Infinity	-Infinity	-345.037	1.000	0.992	22.080	C32H48O20	[M + Na]+	C32H48NaO20+	PYXLPFQWZSPWJR	InChI=1S/C32H48O20/c1-9-31(10-2)13-23(33)49-45-19(5)27(37)41-17-43-29(39)21(7)47-51-25(35)15-32(11-3,12-4)16-26(36)52-48-22(8)30(40)44-18-42-28(38)20(6)46-50-24(34)14-31/h19-22H,9-18H2,1-8H3		CCC1(CC(=O)OOC(C(=O)OCOC(=O)C(OOC(=O)CC(CC(=O)OOC(C(=O)OCOC(=O)C(OOC(=O)C1)C)C)(CC)CC)C)C)CC	5.500	23521833	PUBCHEM:(23521833)	2	775.264	264	4.394	695994953890611676	695994664190021480	488	
1	1	0.022	0.022	-266.652	1.000	0.332	54.578	C17H19F3N4O5	[M - H2O + H]+	C17H18F3N4O4+	NNLKNSQFWMSAHV	InChI=1S/C17H19F3N4O5/c18-13-7-11(1-2-14(13)22-3-4-23(10-25)28-6-5-22)24-9-12(29-17(24)27)8-21-16(26)15(19)20/h1-2,7,10,12,15H,3-6,8-9H2,(H,21,26)	2,2-difluoro-N-[[(5S)-3-[3-fluoro-4-(2-formyl-1,2,5-oxadiazepan-5-yl)phenyl]-2-oxo-1,3-oxazolidin-5-yl]methyl]acetamide	C1CN(OCCN1C2=C(C=C(C=C2)N3CC(OC3=O)CNC(=O)C(F)F)F)C=O	1.200	76698939;57994676	PUBCHEM:(76698939 57994676)	2	399.127	264	4.400	695995009389644098	695994664240353136	490	
1	1	0.164	0.164	-557.561	0.996	0.316	60.904	C27H33NO12	[M + H3N + H]+	C27H37N2O12+	AVKFFVQPJDVHHJ	InChI=1S/C27H33NO12/c1-4-14-15(9-17-20-13(5-6-18(31)21(20)32)7-8-28(17)12(2)30)16(25(36)37-3)11-38-26(14)40-27-24(35)23(34)22(33)19(10-29)39-27/h4-8,11,14-15,17,19,22-24,26-27,29,31-35H,1,9-10H2,2-3H3	methyl 4-[(2-acetyl-7,8-dihydroxy-1,2-dihydroisoquinolin-1-yl)methyl]-3-ethenyl-2-{[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy}-3,4-dihydro-2H-pyran-5-carboxylate	CC(=O)N1C=CC2=C(C1CC3C(C(OC=C3C(=O)OC)OC4C(C(C(C(O4)CO)O)O)O)C=C)C(=C(C=C2)O)O	-0.200	163078351;163078352;101609024	COCONUT:(CNP0381776);TeroMol:(TKC201218);SUPERNATURAL:(SN0016416);PUBCHEM:(163078351 163078352 101609024)	11534338	581.234	264	4.404	695994915403676254	695994664269713268	491	
1	1	0.117	0.117	-179.521	1.000	0.311	19.044	C7H13FN2O2	[M - H2O + H]+	C7H12FN2O+	HGPVYPACZRJANU	InChI=1S/C7H13FN2O2/c8-5(3-1-2-4-9)6(10)7(11)12/h3,6H,1-2,4,9-10H2,(H,11,12)	[(E)-6-amino-1-carboxy-2-fluorohex-2-enyl]azanium	C(CC=C(C(C(=O)O)N)F)CN	-3.100	163611872;21132990;59075832;142092334;142092337;73754295	PUBCHEM:(163611872 21132990 59075832 142092334 142092337 73754295)	2	159.092	265	4.409	695994934043164179	695994664303267704	492	
1	1	0.044	0.044	-375.459	1.000	1.000	96.107	C18H15F3N4O3	[M + Na]+	C18H15F3N4NaO3+	HPXPRBDPDZZYRG	InChI=1S/C18H15F3N4O3/c1-28-14-7-5-11(6-8-14)10-25-15(17(27)23-24-25)16(26)22-13-4-2-3-12(9-13)18(19,20)21/h2-9H,10H2,1H3,(H2,22,26,27)/p+1	3-[(4-methoxyphenyl)methyl]-5-oxo-N-[3-(trifluoromethyl)phenyl]-1,2-dihydrotriazol-3-ium-4-carboxamide	COC1=CC=C(C=C1)C[N+]2=C(C(=O)NN2)C(=O)NC3=CC=CC(=C3)C(F)(F)F	3.400	132473025	PUBCHEMANNOTATIONBIO;PUBCHEM:(132473025)	16777218	415.100	265	4.411	695994913348467192	695994664341016444	493	
1	1	0.545	0.755	-66.607	0.990	0.333	91.624	C11H9NO2	[M + H3N + H]+	C11H13N2O2+	PLVPPLCLBIEYEA	InChI=1S/C11H9NO2/c13-11(14)6-5-8-7-12-10-4-2-1-3-9(8)10/h1-7,12H,(H,13,14)	Trans-3-Indoleacrylic Acid	C1=CC=C2C(=C1)C(=CN2)C=CC(=O)O	1.845	42586278;6931339;5355219;5375048;74824685;14558	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000734);MiMeDB:(MMDBc0055012);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(5375048);SUPERNATURAL:(SN0288962);MESH:(5355219 5375048);FooDB:(FDB000938);PUBCHEM:(42586278 6931339 5355219 5375048 74824685 14558);GNPS:(CCMSLIB00003139208 CCMSLIB00003135663);COCONUT:(CNP0326277);NORMAN:(NS00014852);METACYC:(CPD-11578);CHEBI:(131929 132244);KEGG:(C21283);DSSTox:(DTXSID2041048 DTXSID30721574 DTXSID401334856 DTXSID90184060);LOTUS:(Q115784513 Q27225487 Q105211264);PUBCHEMANNOTATIONDRUG:(null);PUBMED:(null);KNAPSACK:(PLVPPLCLBIEYEA-UHFFFAOYSA-N)	139443050878	205.097	265	4.418	695994895015163616	695994664382959488	494	
1	1	0.015	0.015	-412.651	0.998	0.008	66.257	C8H12FNO4	[M - H2O + H]+	C8H11FNO3+	XOBKCFKVDMYWCW	InChI=1S/C8H12FNO4/c1-3-10-6-7(12)5(9)4(2-11)14-8(6)13-3/h4-8,11-12H,2H2,1H3	(3Ar,5r,6s,7r,7ar)-6-fluoro-5-(hydroxymethyl)-2-methyl-5,6,7,7a-tetrahydro-3ah-pyrano[3,2-d][1,3]oxazol-7-ol	CC1=NC2C(C(C(OC2O1)CO)F)O	-1.200	53463363;188389	MESH:(188389);PUBCHEM:(53463363 188389);DSSTox:(DTXSID80923824);PUBMED:(null)	137438953542	188.071	265	4.420	695994893316470301	695994664429096836	495	
1	1	0.141	0.141	-115.037	1.000	0.200	46.177	C6H10FNO3	[M - H2O + H]+	C6H9FNO2+	HQQYBPPRNQSDMI	InChI=1S/C6H10FNO3/c1-3(9)5(8)2-4(7)6(10)11/h4-5H,2,8H2,1H3,(H,10,11)	4-amino-2-(18F)fluoranyl-5-oxohexanoic acid	CC(=O)C(CC(C(=O)O)F)N	-2.900	117635600	PUBCHEM:(117635600)	2	146.060	265	4.421	695994949889245548	695994664458456968	496	
1	1	0.863	0.924	-81.738	1.000	0.263	11.513	C5H9NO4	[M - H2O + H]+	C5H8NO3+	WHUUTDBJXJRKMK	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)	L-Glu	C(CC(=O)O)C(C(=O)O)N	-1.324	42615584;101073736;101129201;101129202;21575125;14598502;4179667;102602046;4452358;161508770;161508771;161508772;161563496;136719364;136805843;87150909;87206355;50992608;5128032;5147171;16213329;16213424;16213454;16217561;5460297;5460299;5460543;5460544;51037437;51037438;51037439;51037440;129656111;129680450;134775857;4525487;124202791;102283420;102283421;102351656;162641744;56638524;56845125;56845930;56845948;139592947;10057642;10351852;10396980;133188389;89254549;153693928;153693955;153693956;153694003;153694054;153694057;153694058;153694077;153694078;153694112;153694939;153694942;153694943;153695667;153704695;153704696;153708572;153710583;153859038;153859043;54431527;54431528;131667875;131708707;131873974;121494059;166070227;139054390;10582905;88747398;10942598;88901897;611;23327;33032;104813;168158;450555;450602;46932125;91031500;91083019;91158404;12248489;12248490;12248491;12248492;12248499;12248500;12248502;12248503;91466291;11629711;11701061;117064483;117064484;11840951;90324386;90472821;71308417;71308849;71309035;71309130;71309247;71309316;71309505;71309806;71310326;44272391;57397101;57607968;57607970;57607971;57607976;57616920;132594196;132594197;138397024	PUBCHEMANNOTATIONBIO:(null);HMDB:(HMDB0000148 HMDB0003339 HMDB0060475 HMDB0303331);MiMeDB:(MMDBc0000044 MMDBc0000233 MMDBc0049926);PUBCHEMANNOTATIONSAFETYANDTOXIC:(null);BloodExposome:(23669634 5460544 4525487 23696295 23666328 20625617 23672308 611 23676143 23327 167560 33032 5128032 14598502 104813 2723891 23689119 168185 5460299 11840951 5147171);SUPERNATURAL:(SN0410674);HSDB:(56-86-0 142-47-2);MESH:(611 23327 33032 104813 4525487 5128032 5147171 5460299 5460544 11840951 14598502);FooDB:(FDB010881 FDB012534 FDB012535 FDB012536 FDB020321 FDB020322 FDB023148);PUBCHEM:(42615584 101073736 101129201 101129202 21575125 14598502 4179667 102602046 4452358 161508770 161508771 161508772 161563496 136719364 136805843 87150909 87206355 50992608 5128032 5147171 16213329 16213424 16213454 16217561 5460297 5460299 5460543 5460544 51037437 51037438 51037439 51037440 129656111 129680450 134775857 4525487 124202791 102283420 102283421 102351656 162641744 56638524 56845125 56845930 56845948 139592947 10057642 10351852 10396980 133188389 89254549 153693928 153693955 153693956 153694003 153694054 153694057 153694058 153694077 153694078 153694112 153694939 153694942 153694943 153695667 153704695 153704696 153708572 153710583 153859038 153859043 54431527 54431528 131667875 131708707 131873974 121494059 166070227 139054390 10582905 88747398 10942598 88901897 611 23327 33032 104813 168158 450555 450602 46932125 91031500 91083019 91158404 12248489 12248490 12248491 12248492 12248499 12248500 12248502 12248503 91466291 11629711 11701061 117064483 117064484 11840951 90324386 90472821 71308417 71308849 71309035 71309130 71309247 71309316 71309505 71309806 71310326 44272391 57397101 57607968 57607970 57607971 57607976 57616920 132594196 132594197 138397024);GNPS:(CCMSLIB00003136450);COCONUT:(CNP0191057);NORMAN:(NS00079675 NS00083916 NS00078157 NS00101929 NS00083151 NS00008008 NS00085269 NS00090198 NS00103924 NS00068393 NS00102743 NS00095129 NS00084410 NS00103915 NS00083623 NS00087601 NS00081995 NS00079353 NS00085818 NS00086898 NS00103919);METACYC:(CPD1UA-10 D-GLT GLT SMA-0000119 SMA-0000465);PLANTCYC:(|Glutamates| GLT);CHEBI:(29985 16015 15966 29986 53374 53375 192079 29987 76051 18237 91250 14321 29988 29989 53373);KEGG:(C00217 C00025 C00302);DSSTox:(DTXSID0046987 DTXSID0047240 DTXSID00718658 DTXSID00894749 DTXSID00947486 DTXSID10201622 DTXSID1048675 DTXSID10609164 DTXSID10745490 DTXSID10904303 DTXSID201315375 DTXSID20219995 DTXSID20583941 DTXSID20718716 DTXSID3047714 DTXSID30482294 DTXSID4020905 DTXSID5020659 DTXSID5049239 DTXSID6044228 DTXSID6047155 DTXSID60583965 DTXSID60946854 DTXSID70186067 DTXSID70935774 DTXSID70980401 DTXSID80449110 DTXSID80911827 DTXSID80971062 DTXSID9020906 DTXSID90214659 DTXSID90482295 DTXSID90930645);LOTUS:(Q26995161 Q181136 Q27077040);YMDB:(YMDB00271);PUBCHEMANNOTATIONDRUG:(null);PUBCHEMANNOTATIONFOOD:(null);PUBMED:(null);KNAPSACK:(WHUUTDBJXJRKMK-UHFFFAOYSA-N)	139577465726	130.050	267	4.449	695994900333541423	695994664512982928	498	
1	1	0.097	0.097	-122.011	0.997	0.333	103.004	C7H15NO4	[M - H2O + H]+	C7H14NO3+	ZOPACRMLVDFSGJ	InChI=1S/C7H15NO4/c1-8(2,3)4-5(9)6(10)7(11)12/h5-6,9-10H,4H2,1-3H3/p+1	Anthopleurine	C[N+](C)(C)CC(C(C(=O)O)O)O	-1.400	14844433;14844435;74335503;101854381;24858868	CHEBI:(80848);KEGG:(C16994);PUBCHEM:(14844433 14844435 74335503 101854381 24858868);DSSTox:(DTXSID60647733);LOTUS:(Q27151343);PUBMED:(null)	137707389282	160.097	267	4.451	695994881752773622	695994664487817100	497	
1	1	0.066	0.066	-137.057	0.999	0.328	78.908	C7H11F3N2O3	[M - H2O + H]+	C7H10F3N2O2+	BEEAVYYIFAMIIT	InChI=1S/C7H11F3N2O3/c8-7(9,10)6(15)12-3-1-2-4(11)5(13)14/h4H,1-3,11H2,(H,12,15)(H,13,14)	(2R)-2-amino-5-[(2,2,2-trifluoroacetyl)amino]pentanoic acid	C(CC(C(=O)O)N)CNC(=O)C(F)(F)F	-0.113	14074780;11107095;122173555	PUBCHEM:(14074780 11107095 122173555);DSSTox:(DTXSID901302802)	137438953474	211.069	268	4.470	695994887587050673	695994664538148756	499	
1	1	0.089	0.089	-87.283	0.999	0.333	46.496	C4H7N3O2	[M - H2O + H]+	C4H6N3O+	XEGYLVTXCHKOHP	InChI=1S/C4H7N3O2/c5-3-2(4(8)9)1-6-7-3/h1,4,8-9H,(H3,5,6,7)	(5-amino-1H-pyrazol-4-yl)methanediol	C1=NNC(=C1C(O)O)N	-1.000	130350614	PUBCHEM:(130350614)	2	112.051	270	4.492	695994927718153446	695994664580091800	500	
1	2	0.934	0.934	-23.540	0.016	0.333	49.840	C9H13N3O5	[M + H]+	C9H14N3O5+	UHDGCWIWMRVCDJ	InChI=1S/C9H13N3O5/c10-5-1-2-12(9(16)11-5)8-7(15)6(14)4(3-13)17-8/h1-2,4,6-8,13-15H,3H2,(H2,10,11,16)	Cytidin	C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O	-2.175	154746981;101008162;21725490;21868284;58519508;102601364;102602088;58899188;6551012;6603781;6713582;23277867;5246479;16212026;129849649;58460874;101638449;6476646;6479885;6480064;5702244;59476533;66800112;16760387;100935585;139591931;70994952;3013211;25085165;69371707;638040;60138999;148710634;89495334;142117909;54353063;131701110;123837539;121486971;121487027;121487034;121487038;68199635;11032279;11311100;11425092;139025281;45109772;139267828;139267847;139267848;10586353;59713247;10944747;123214154;596;6175;6253;114682;122948;160696;453552;91142034;117732781;91278098;12153975;12358851;1265901;11791524;121596077;122468509;90089493;49849608;90472732;71230474;71315149;44264135;57369276;44307610;44356841;57764456;57807005;24729357;24848249	PUBCHEMANNOTATIONBIO;HMDB:(HMDB0000089 HMDB0015122 HMDB0248553);MiMeDB:(MMDBc0000023 MMDBc0013654);PUBCHEMANNOTATIONSAFETYANDTOXIC;BloodExposome:(6252 69621045 5351180 6175 124080914 12358851 596 114682 6253);SUPERNATURAL:(SN0370328);HSDB:(147-94-4);MESH:(596 6175 6253 114682 160696 12358851);FooDB:(FDB001216 FDB001979);PUBCHEM:(154746981 101008162 21725490 21868284 58519508 102601364 102602088 58899188 6551012 6603781 6713582 23277867 5246479 16212026 129849649 58460874 101638449 6476646 6479885 6480064 5702244 59476533 66800112 16760387 100935585 139591931 70994952 3013211 25085165 69371707 638040 60138999 148710634 89495334 142117909 54353063 131701110 123837539 121486971 121487027 121487034 121487038 68199635 11032279 11311100 11425092 139025281 45109772 139267828 139267847 139267848 10586353 59713247 10944747 123214154 596 6175 6253 114682 122948 160696 453552 91142034 117732781 91278098 12153975 12358851 1265901 11791524 121596077 122468509 90089493 49849608 90472732 71230474 71315149 44264135 57369276 44307610 44356841 57764456 57807005 24729357 24848249);COCONUT:(CNP0203298);NORMAN:(NS00005949 NS00069068 NS00076327);METACYC:(CPD-15099 CYTIDINE SMA-0000383);PLANTCYC:(CYTIDINE);CHEBI:(28680 17562);KEGG:(C02961 C00475);DSSTox:(DTXSID20943324 DTXSID3022877 DTXSID40276262 DTXSID5024891 DTXSID60188813 DTXSID60891552 DTXSID60953028 DTXSID901245949);LOTUS:(Q77514687 Q422538 Q180983 Q72461302);YMDB:(YMDB00051);PUBCHEMANNOTATIONDRUG;PUBMED;KNAPSACK:(UHDGCWIWMRVCDJ-UHFFFAOYSA-N)	139443243902	244.093	270	4.492	695994886769161365	695994664617840540	501	
1	3	0.614	0.614	-67.844	0.040	0.275	22.602	C18H23N5O10	[M + H3N + H]+	C18H27N6O10+	SEESMTMIHPNSLP	InChI=1S/C18H23N5O10/c19-9-1-3-22(17(29)20-9)15-13(28)11(26)8(33-15)6-31-14-12(27)7(5-24)32-16(14)23-4-2-10(25)21-18(23)30/h1-4,7-8,11-16,24,26-28H,5-6H2,(H2,19,20,29)(H,21,25,30)	Cytidylyl-(5'->2')-uridine	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COC3C(C(OC3N4C=CC(=O)NC4=O)CO)O)O)O	-3.821	100912530	PUBCHEM:(100912530)	2	487.179	270	4.492	695994928934501655	695994664651394976	502	
